#2023/09/04 13:48:41
time,fog,T
1.02740,2.99792,41.0
1.03730,5.99792,41.0
1.04740,4.99792,41.0
1.05730,2.99792,41.0
1.06740,3.99792,41.0
1.07730,0.99792,41.0
1.08740,0.99792,41.0
1.09720,4.99792,41.0
1.10710,7.99792,41.0
1.11720,8.99792,41.0
1.12710,8.99792,41.0
1.13720,-0.00208,41.0
1.14710,1.99792,41.0
1.15720,4.99792,41.0
1.16710,2.99792,41.0
1.17720,2.99792,41.0
1.18710,4.99792,41.0
1.19730,2.99792,41.0
1.20710,1.99792,41.0
1.21690,-0.00208,41.0
1.22710,2.99792,41.0
1.23690,4.99792,41.0
1.24710,2.99792,41.0
1.25690,-0.00208,41.0
1.26710,-2.00208,41.0
1.27690,0.99792,41.0
1.28700,3.99792,41.0
1.29690,4.99792,41.0
1.30670,2.99792,41.0
1.31690,11.99792,41.0
1.32670,4.99792,41.0
1.33690,-2.00208,41.0
1.34670,-6.00208,41.0
1.35690,-5.00208,41.0
1.36670,3.99792,41.0
1.37690,3.99792,41.0
1.38670,6.99792,41.0
1.39690,1.99792,41.0
1.40670,-3.00208,41.0
1.41650,-2.00208,41.0
1.42670,-3.00208,41.0
1.43650,-0.00208,41.0
1.44670,4.99792,41.0
1.45650,8.99792,41.0
1.46670,5.99792,41.0
1.47650,0.99792,41.0
1.48670,-3.00208,41.0
1.49650,-0.00208,41.0
1.50670,1.99792,41.0
1.51650,2.99792,41.0
1.52630,1.99792,41.0
1.53650,1.99792,41.0
1.54630,3.99792,41.0
1.55650,-0.00208,41.0
1.56630,0.99792,41.0
1.57650,-0.00208,41.0
1.58630,6.99792,41.0
1.59650,4.99792,41.0
1.60630,3.99792,41.0
1.61620,1.99792,41.0
1.62630,1.99792,41.0
1.63620,-2.00208,41.0
1.64630,-3.00208,41.0
1.65610,2.99792,41.0
1.66630,1.99792,41.0
1.67610,2.99792,41.0
1.68630,4.99792,41.0
1.69610,-1.00208,41.0
1.70630,-0.00208,41.0
1.71610,1.99792,41.0
1.72600,-0.00208,41.0
1.73610,2.99792,41.0
1.74600,3.99792,41.0
1.75610,3.99792,41.0
1.76600,-0.00208,41.0
1.77610,0.99792,41.0
1.78600,3.99792,41.0
1.79610,2.99792,41.0
1.80590,4.99792,41.0
1.81620,1.99792,41.0
1.82590,3.99792,41.0
1.83580,-2.00208,41.0
1.84590,2.99792,41.0
1.85580,4.99792,41.0
1.86590,1.99792,41.0
1.87580,1.99792,41.0
1.88590,2.99792,41.0
1.89580,0.99792,41.0
1.90590,-0.00208,41.0
1.91580,0.99792,41.0
1.92560,7.99792,41.0
1.93580,1.99792,41.0
1.94560,2.99792,41.0
1.95580,0.99792,41.0
1.96560,-3.00208,41.0
1.97570,2.99792,41.0
1.98560,2.99792,41.0
1.99570,5.99792,41.0
2.00560,4.99792,41.0
2.01580,1.99792,41.0
2.02560,0.99792,41.0
2.03540,-1.00208,41.0
2.04560,-2.00208,41.0
2.05540,-1.00208,41.0
2.06560,-0.00208,41.0
2.07540,0.99792,41.0
2.08560,6.99792,41.0
2.09540,3.99792,41.0
2.10560,0.99792,41.0
2.11540,-0.00208,41.0
2.12520,-1.00208,41.0
2.13540,2.99792,41.0
2.14520,6.99792,41.0
2.15540,1.99792,41.0
2.16520,1.99792,41.0
2.17540,5.99792,41.0
2.18520,-0.00208,41.0
2.19540,2.99792,41.0
2.20520,5.99792,41.0
2.21540,3.99792,41.0
2.22520,2.99792,41.0
2.23500,-1.00208,41.0
2.24520,2.99792,41.0
2.25500,1.99792,41.0
2.26520,6.99792,41.0
2.27500,7.99792,41.0
2.28520,2.99792,41.0
2.29500,5.99792,41.0
2.30520,4.99792,41.0
2.31500,1.99792,41.0
2.32490,3.99792,41.0
2.33500,4.99792,41.0
2.34490,5.99792,41.0
2.35500,3.99792,41.0
2.36480,5.99792,41.0
2.37500,-0.00208,41.0
2.38480,-1.00208,41.0
2.39500,3.99792,41.0
2.40480,2.99792,41.0
2.41500,2.99792,41.0
2.42480,2.99792,41.0
2.43470,3.99792,41.0
2.44480,2.99792,41.0
2.45470,-1.00208,41.0
2.46480,-0.00208,41.0
2.47470,0.99792,41.0
2.48480,-0.00208,41.0
2.49470,1.99792,41.0
2.50480,-0.00208,41.0
2.51470,1.99792,41.0
2.52450,-0.00208,41.0
2.53460,-1.00208,41.0
2.54450,0.99792,41.0
2.55460,1.99792,41.0
2.56450,3.99792,41.0
2.57460,1.99792,41.0
2.58450,1.99792,41.0
2.59460,11.99792,41.0
2.60450,2.99792,41.0
2.61470,3.99792,41.0
2.62450,1.99792,41.0
2.63430,1.99792,41.0
2.64450,2.99792,41.0
2.65430,1.99792,41.0
2.66450,-1.00208,41.0
2.67430,0.99792,41.0
2.68450,3.99792,41.0
2.69430,2.99792,41.0
2.70440,2.99792,41.0
2.71430,0.99792,41.0
2.72410,0.99792,41.0
2.73430,0.99792,41.0
2.74410,3.99792,41.0
2.75430,0.99792,41.0
2.76410,1.99792,41.0
2.77430,3.99792,41.0
2.78410,3.99792,41.0
2.79430,2.99792,41.0
2.80410,3.99792,41.0
2.81390,1.99792,41.0
2.82410,0.99792,41.0
2.83390,2.99792,41.0
2.84410,1.99792,41.0
2.85390,-1.00208,41.0
2.86410,-0.00208,41.0
2.87390,2.99792,41.0
2.88410,-0.00208,41.0
2.89390,-0.00208,41.0
2.90410,-0.00208,41.0
2.91390,0.99792,41.0
2.92370,4.99792,41.0
2.93390,-1.00208,41.0
2.94370,-1.00208,41.0
2.95390,0.99792,41.0
2.96370,-1.00208,41.0
2.97390,2.99792,41.0
2.98370,2.99792,41.0
2.99390,4.99792,41.0
3.00370,-2.00208,41.0
3.01390,2.99792,41.0
3.02370,5.99792,41.0
3.03360,2.99792,41.0
3.04370,0.99792,41.0
3.05360,4.99792,41.0
3.06370,4.99792,41.0
3.07360,2.99792,41.0
3.08370,-0.00208,41.0
3.09350,0.99792,41.0
3.10370,2.99792,41.0
3.11350,0.99792,41.0
3.12340,3.99792,41.0
3.13350,-0.00208,41.0
3.14340,1.99792,41.0
3.15350,3.99792,41.0
3.16340,2.99792,41.0
3.17350,2.99792,41.0
3.18340,3.99792,41.0
3.19350,1.99792,41.0
3.20340,4.99792,41.0
3.21360,1.99792,41.0
3.22340,-2.00208,41.0
3.23320,-0.00208,41.0
3.24340,0.99792,41.0
3.25320,3.99792,41.0
3.26330,2.99792,41.0
3.27320,5.99792,41.0
3.28330,1.99792,41.0
3.29320,5.99792,41.0
3.30330,0.99792,41.0
3.31320,2.99792,41.0
3.32300,2.99792,41.0
3.33320,3.99792,41.0
3.34300,2.99792,41.0
3.35320,-0.00208,41.0
3.36300,1.99792,41.0
3.37320,2.99792,41.0
3.38300,5.99792,41.0
3.39320,5.99792,41.0
3.40300,5.99792,41.0
3.41320,5.99792,41.0
3.42300,7.99792,41.0
3.43280,4.99792,41.0
3.44300,7.99792,41.0
3.45280,5.99792,41.0
3.46300,5.99792,41.0
3.47280,3.99792,41.0
3.48300,1.99792,41.0
3.49280,3.99792,41.0
3.50300,2.99792,41.0
3.51280,2.99792,41.0
3.52260,2.99792,41.0
3.53280,1.99792,41.0
3.54260,0.99792,41.0
3.55280,3.99792,41.0
3.56260,0.99792,41.0
3.57280,-2.00208,41.0
3.58260,0.99792,41.0
3.59280,2.99792,41.0
3.60260,2.99792,41.0
3.61250,0.99792,41.0
3.62260,0.99792,41.0
3.63250,-0.00208,41.0
3.64260,1.99792,41.0
3.65240,2.99792,41.0
3.66260,2.99792,41.0
3.67240,-2.00208,41.0
3.68260,-0.00208,41.0
3.69240,3.99792,41.0
3.70260,6.99792,41.0
3.71240,-3.00208,41.0
3.72230,0.99792,41.0
3.73240,1.99792,41.0
3.74230,-1.00208,41.0
3.75240,2.99792,41.0
3.76230,-2.00208,41.0
3.77240,-1.00208,41.0
3.78230,-1.00208,41.0
3.79240,-2.00208,41.0
3.80230,-2.00208,41.0
3.81210,1.99792,41.0
3.82220,-2.00208,41.0
3.83210,-4.00208,41.0
3.84220,-1.00208,41.0
3.85210,-4.00208,41.0
3.86220,-0.00208,41.0
3.87210,1.99792,41.0
3.88220,4.99792,41.0
3.89210,-0.00208,41.0
3.90230,-2.00208,41.0
3.91210,-0.00208,41.0
3.92190,4.99792,41.0
3.93210,0.99792,41.0
3.94190,-1.00208,41.0
3.95210,-2.00208,41.0
3.96190,-3.00208,41.0
3.97210,2.99792,41.0
3.98190,2.99792,41.0
3.99200,4.99792,41.0
4.00190,0.99792,41.0
4.01170,-1.00208,41.0
4.02190,3.99792,41.0
4.03170,1.99792,41.0
4.04190,4.99792,41.0
4.05170,5.99792,41.0
4.06190,1.99792,41.0
4.07170,-1.00208,41.0
4.08190,-1.00208,41.0
4.09170,-1.00208,41.0
4.10190,1.99792,41.0
4.11170,2.99792,41.0
4.12150,2.99792,41.0
4.13170,1.99792,41.0
4.14150,0.99792,41.0
4.15170,3.99792,41.0
4.16150,-0.00208,41.0
4.17170,4.99792,41.0
4.18150,1.99792,41.0
4.19170,-0.00208,41.0
4.20150,3.99792,41.0
4.21130,1.99792,41.0
4.22150,4.99792,41.0
4.23130,-0.00208,41.0
4.24150,-0.00208,41.0
4.25130,-1.00208,41.0
4.26150,0.99792,41.0
4.27130,2.99792,41.0
4.28150,-0.00208,41.0
4.29130,-0.00208,41.0
4.30120,0.99792,41.0
4.31130,0.99792,41.0
4.32120,0.99792,41.0
4.33130,1.99792,41.0
4.34120,4.99792,41.0
4.35130,0.99792,41.0
4.36120,-1.00208,41.0
4.37130,-2.00208,41.0
4.38110,0.99792,41.0
4.39140,3.99792,41.0
4.40110,1.99792,41.0
4.41100,2.99792,41.0
4.42110,-0.00208,41.0
4.43100,1.99792,41.0
4.44110,-2.00208,41.0
4.45100,0.99792,41.0
4.46110,1.99792,41.0
4.47100,2.99792,41.0
4.48110,0.99792,41.0
4.49100,-0.00208,41.0
4.50120,1.99792,41.0
4.51100,3.99792,41.0
4.52080,0.99792,41.0
4.53100,1.99792,41.0
4.54080,0.99792,41.0
4.55090,1.99792,41.0
4.56080,1.99792,41.0
4.57090,1.99792,41.0
4.58080,3.99792,41.0
4.59090,5.99792,41.0
4.60080,0.99792,41.0
4.61060,1.99792,41.0
4.62080,0.99792,41.0
4.63060,2.99792,41.0
4.64080,4.99792,41.0
4.65060,6.99792,41.0
4.66080,3.99792,41.0
4.67060,1.99792,41.0
4.68080,2.99792,41.0
4.69060,2.99792,41.0
4.70080,-1.00208,41.0
4.71060,1.99792,41.0
4.72040,2.99792,41.0
4.73060,4.99792,41.0
4.74040,5.99792,41.0
4.75060,-0.00208,41.0
4.76040,2.99792,41.0
4.77060,-1.00208,41.0
4.78040,0.99792,41.0
4.79060,4.99792,41.0
4.80040,2.99792,41.0
4.81020,0.99792,41.0
4.82040,0.99792,41.0
4.83020,1.99792,41.0
4.84040,5.99792,41.0
4.85020,2.99792,41.0
4.86040,2.99792,41.0
4.87020,3.99792,41.0
4.88040,10.99792,41.0
4.89020,6.99792,41.0
4.90040,3.99792,41.0
4.91020,2.99792,41.0
4.92000,2.99792,41.0
4.93020,-3.00208,41.0
4.94000,3.99792,41.0
4.95020,1.99792,41.0
4.96000,5.99792,41.0
4.97020,6.99792,41.0
4.98000,1.99792,41.0
4.99020,-0.00208,41.0
5.00000,-0.00208,41.0
5.01020,2.99792,41.0
5.02000,1.99792,41.0
5.02990,-0.00208,41.0
5.04000,0.99792,41.0
5.04980,1.99792,41.0
5.06000,1.99792,41.0
5.06980,-1.00208,41.0
5.08000,1.99792,41.0
5.08980,4.99792,41.0
5.10000,-1.00208,41.0
5.10980,-1.00208,41.0
5.11970,0.99792,41.0
5.12980,-1.00208,41.0
5.13970,3.99792,41.0
5.14980,4.99792,41.0
5.15970,-1.00208,41.0
5.16980,3.99792,41.0
5.17970,-0.00208,41.0
5.18980,-0.00208,41.0
5.19970,1.99792,41.0
5.20990,7.99792,41.0
5.21970,4.99792,41.0
5.22950,2.99792,41.0
5.23960,-0.00208,41.0
5.24950,0.99792,41.0
5.25960,-2.00208,41.0
5.26950,-1.00208,41.0
5.27960,2.99792,41.0
5.28950,2.99792,41.0
5.29960,-1.00208,41.0
5.30950,0.99792,41.0
5.31930,-1.00208,41.0
5.32950,-0.00208,41.0
5.33930,0.99792,41.0
5.34950,-3.00208,41.0
5.35930,3.99792,41.0
5.36950,2.99792,41.0
5.37930,2.99792,41.0
5.38940,3.99792,41.0
5.39930,1.99792,41.0
5.40950,5.99792,41.0
5.41930,3.99792,41.0
5.42910,1.99792,41.0
5.43930,-1.00208,41.0
5.44910,5.99792,41.0
5.45930,0.99792,41.0
5.46910,1.99792,41.0
5.47930,0.99792,41.0
5.48910,-0.00208,41.0
5.49930,-2.00208,41.0
5.50910,-0.00208,41.0
5.51890,2.99792,41.0
5.52910,3.99792,41.0
5.53890,0.99792,41.0
5.54910,3.99792,41.0
5.55890,2.99792,41.0
5.56910,3.99792,41.0
5.57890,0.99792,41.0
5.58910,3.99792,41.0
5.59890,1.99792,41.0
5.60910,2.99792,41.0
5.61890,1.99792,41.0
5.62870,0.99792,41.0
5.63890,0.99792,41.0
5.64870,2.99792,41.0
5.65890,4.99792,41.0
5.66870,5.99792,41.0
5.67890,3.99792,41.0
5.68870,1.99792,41.0
5.69890,5.99792,41.0
5.70870,4.99792,41.0
5.71860,1.99792,41.0
5.72870,0.99792,41.0
5.73860,-1.00208,41.0
5.74870,2.99792,41.0
5.75850,1.99792,41.0
5.76870,3.99792,41.0
5.77850,1.99792,41.0
5.78870,3.99792,41.0
5.79850,3.99792,41.0
5.80880,-1.00208,41.0
5.81850,1.99792,41.0
5.82840,-0.00208,41.0
5.83850,0.99792,41.0
5.84840,1.99792,41.0
5.85850,3.99792,41.0
5.86840,4.99792,41.0
5.87850,1.99792,41.0
5.88840,1.99792,41.0
5.89850,0.99792,41.0
5.90840,-2.00208,41.0
5.91820,0.99792,41.0
5.92830,7.99792,41.0
5.93820,3.99792,41.0
5.94830,3.99792,41.0
5.95820,0.99792,41.0
5.96830,-0.00208,41.0
5.97820,1.99792,41.0
5.98830,-2.00208,41.0
5.99820,3.99792,41.0
6.00840,2.99792,41.0
6.01820,1.99792,41.0
6.02800,2.99792,41.0
6.03820,5.99792,41.0
6.04800,0.99792,41.0
6.05820,2.99792,41.0
6.06800,1.99792,41.0
6.07820,1.99792,41.0
6.08800,1.99792,41.0
6.09810,2.99792,41.0
6.10800,4.99792,41.0
6.11780,3.99792,41.0
6.12800,1.99792,41.0
6.13780,6.99792,41.0
6.14800,8.99792,41.0
6.15780,7.99792,41.0
6.16800,5.99792,41.0
6.17780,4.99792,41.0
6.18800,2.99792,41.0
6.19780,-1.00208,41.0
6.20760,0.99792,41.0
6.21780,2.99792,41.0
6.22760,2.99792,41.0
6.23780,4.99792,41.0
6.24760,4.99792,41.0
6.25780,0.99792,41.0
6.26760,0.99792,41.0
6.27780,3.99792,41.0
6.28760,2.99792,41.0
6.29780,-0.00208,41.0
6.30760,-0.00208,41.0
6.31740,-1.00208,41.0
6.32760,1.99792,41.0
6.33740,2.99792,41.0
6.34760,3.99792,41.0
6.35740,2.99792,41.0
6.36760,-0.00208,41.0
6.37740,-1.00208,41.0
6.38760,-1.00208,41.0
6.39740,2.99792,41.0
6.40730,3.99792,41.0
6.41740,-1.00208,41.0
6.42730,-1.00208,41.0
6.43740,-1.00208,41.0
6.44730,2.99792,41.0
6.45740,3.99792,41.0
6.46730,2.99792,41.0
6.47740,7.99792,41.0
6.48720,2.99792,41.0
6.49750,-1.00208,41.0
6.50720,-1.00208,41.0
6.51710,1.99792,41.0
6.52720,0.99792,41.0
6.53710,2.99792,41.0
6.54720,-0.00208,41.0
6.55710,1.99792,41.0
6.56720,2.99792,41.0
6.57710,4.99792,41.0
6.58720,2.99792,41.0
6.59710,-3.00208,41.0
6.60690,1.99792,41.0
6.61710,1.99792,41.0
6.62690,0.99792,41.0
6.63710,0.99792,41.0
6.64690,-0.00208,41.0
6.65700,0.99792,41.0
6.66690,-1.00208,41.0
6.67700,1.99792,41.0
6.68690,2.99792,41.0
6.69700,4.99792,41.0
6.70690,-2.00208,41.0
6.71670,0.99792,41.0
6.72690,-3.00208,41.0
6.73670,0.99792,41.0
6.74690,1.99792,41.0
6.75670,1.99792,41.0
6.76690,2.99792,41.0
6.77670,0.99792,41.0
6.78690,-0.00208,41.0
6.79670,-0.00208,41.0
6.80690,5.99792,41.0
6.81670,3.99792,41.0
6.82650,3.99792,41.0
6.83670,3.99792,41.0
6.84650,-2.00208,41.0
6.85670,0.99792,41.0
6.86650,2.99792,41.0
6.87670,4.99792,41.0
6.88650,2.99792,41.0
6.89670,0.99792,41.0
6.90650,2.99792,41.0
6.91670,1.99792,41.0
6.92650,1.99792,41.0
6.93630,4.99792,41.0
6.94650,1.99792,41.0
6.95630,2.99792,41.0
6.96650,0.99792,41.0
6.97630,4.99792,41.0
6.98650,3.99792,41.0
6.99630,0.99792,41.0
7.00650,0.99792,41.0
7.01630,3.99792,41.0
7.02610,0.99792,41.0
7.03630,1.99792,41.0
7.04610,1.99792,41.0
7.05630,4.99792,41.0
7.06610,2.99792,41.0
7.07630,4.99792,41.0
7.08610,2.99792,41.0
7.09630,4.99792,41.0
7.10610,4.99792,41.0
7.11630,-0.00208,41.0
7.12610,-0.00208,41.0
7.13600,1.99792,41.0
7.14610,-0.00208,41.0
7.15600,3.99792,41.0
7.16610,1.99792,41.0
7.17600,1.99792,41.0
7.18610,3.99792,41.0
7.19600,-0.00208,41.0
7.20610,4.99792,41.0
7.21590,0.99792,41.0
7.22620,3.99792,41.0
7.23590,2.99792,41.0
7.24580,2.99792,41.0
7.25590,-0.00208,41.0
7.26580,3.99792,41.0
7.27590,4.99792,41.0
7.28580,4.99792,41.0
7.29590,4.99792,41.0
7.30580,6.99792,41.0
7.31590,2.99792,41.0
7.32580,3.99792,41.0
7.33560,0.99792,41.0
7.34580,1.99792,41.0
7.35560,1.99792,41.0
7.36570,6.99792,41.0
7.37560,3.99792,41.0
7.38570,8.99792,41.0
7.39560,4.99792,41.0
7.40570,3.99792,41.0
7.41560,4.99792,41.0
7.42580,6.99792,41.0
7.43560,3.99792,41.0
7.44540,6.99792,41.0
7.45560,4.99792,41.0
7.46540,-0.00208,41.0
7.47560,1.99792,41.0
7.48540,2.99792,41.0
7.49560,-0.00208,41.0
7.50540,1.99792,41.0
7.51560,-1.00208,41.0
7.52540,-1.00208,41.0
7.53560,-3.00208,41.0
7.54540,-0.00208,41.0
7.55520,-1.00208,41.0
7.56540,2.99792,41.0
7.57520,0.99792,41.0
7.58540,2.99792,41.0
7.59520,2.99792,41.0
7.60540,0.99792,41.0
7.61520,-1.00208,41.0
7.62540,1.99792,41.0
7.63520,-1.00208,41.0
7.64500,3.99792,41.0
7.65520,3.99792,41.0
7.66500,2.99792,41.0
7.67520,3.99792,41.0
7.68500,-1.00208,41.0
7.69520,-2.00208,41.0
7.70500,4.99792,41.0
7.71520,1.99792,41.0
7.72500,-0.00208,41.0
7.73520,0.99792,41.0
7.74500,3.99792,41.0
7.75480,2.99792,41.0
7.76500,2.99792,41.0
7.77480,0.99792,41.0
7.78500,-2.00208,41.0
7.79480,2.99792,41.0
7.80500,-1.00208,41.0
7.81480,1.99792,41.0
7.82500,2.99792,41.0
7.83480,0.99792,41.0
7.84500,3.99792,41.0
7.85480,1.99792,41.0
7.86470,0.99792,41.0
7.87480,3.99792,41.0
7.88470,0.99792,41.0
7.89480,1.99792,41.0
7.90470,-0.00208,41.0
7.91480,-1.00208,41.0
7.92460,-2.00208,41.0
7.93480,1.99792,41.0
7.94460,-0.00208,41.0
7.95480,2.99792,41.0
7.96460,0.99792,41.0
7.97450,2.99792,41.0
7.98460,4.99792,41.0
7.99450,5.99792,41.0
8.00460,1.99792,41.0
8.01450,3.99792,41.0
8.02460,1.99792,41.0
8.03450,-3.00208,41.0
8.04460,-3.00208,41.0
8.05450,4.99792,41.0
8.06470,5.99792,41.0
8.07450,0.99792,41.0
8.08430,0.99792,41.0
8.09450,-0.00208,41.0
8.10430,1.99792,41.0
8.11440,4.99792,41.0
8.12430,1.99792,41.0
8.13440,2.99792,41.0
8.14430,1.99792,41.0
8.15440,-0.00208,41.0
8.16430,-1.00208,41.0
8.17450,0.99792,41.0
8.18430,-1.00208,41.0
8.19410,7.99792,41.0
8.20430,1.99792,41.0
8.21410,1.99792,41.0
8.22430,-1.00208,41.0
8.23410,-0.00208,41.0
8.24430,1.99792,41.0
8.25410,2.99792,41.0
8.26420,1.99792,41.0
8.27410,-0.00208,41.0
8.28390,1.99792,41.0
8.29410,4.99792,41.0
8.30390,1.99792,41.0
8.31410,-2.00208,41.0
8.32390,-0.00208,41.0
8.33410,4.99792,41.0
8.34390,3.99792,41.0
8.35410,1.99792,41.0
8.36390,-2.00208,41.0
8.37410,-7.00208,41.0
8.38390,-0.00208,41.0
8.39370,7.99792,41.0
8.40390,2.99792,41.0
8.41370,5.99792,41.0
8.42390,0.99792,41.0
8.43370,2.99792,41.0
8.44390,0.99792,41.0
8.45370,-0.00208,41.0
8.46390,5.99792,41.0
8.47370,8.99792,41.0
8.48390,3.99792,41.0
8.49370,1.99792,41.0
8.50350,2.99792,41.0
8.51370,2.99792,41.0
8.52350,4.99792,41.0
8.53370,2.99792,41.0
8.54350,5.99792,41.0
8.55370,0.99792,41.0
8.56350,2.99792,41.0
8.57370,-0.00208,41.0
8.58350,2.99792,41.0
8.59340,-0.00208,41.0
8.60350,1.99792,41.0
8.61340,7.99792,41.0
8.62350,8.99792,41.0
8.63330,10.99792,41.0
8.64350,7.99792,41.0
8.65330,4.99792,41.0
8.66350,1.99792,41.0
8.67330,-0.00208,41.0
8.68350,4.99792,41.0
8.69330,5.99792,41.0
8.70320,4.99792,41.0
8.71330,2.99792,41.0
8.72320,0.99792,41.0
8.73330,-0.00208,41.0
8.74320,4.99792,41.0
8.75330,3.99792,41.0
8.76320,3.99792,41.0
8.77330,1.99792,41.0
8.78320,0.99792,41.0
8.79340,2.99792,41.0
8.80310,0.99792,41.0
8.81300,3.99792,41.0
8.82310,2.99792,41.0
8.83300,1.99792,41.0
8.84310,-0.00208,41.0
8.85300,-1.00208,41.0
8.86310,-2.00208,41.0
8.87300,4.99792,41.0
8.88310,6.99792,41.0
8.89300,0.99792,41.0
8.90280,-2.00208,41.0
8.91300,-7.00208,41.0
8.92280,-2.00208,41.0
8.93300,0.99792,41.0
8.94280,1.99792,41.0
8.95300,2.99792,41.0
8.96280,1.99792,41.0
8.97290,-2.00208,41.0
8.98280,-0.00208,41.0
8.99300,0.99792,41.0
9.00280,1.99792,41.0
9.01260,0.99792,41.0
9.02280,0.99792,41.0
9.03260,-1.00208,41.0
9.04280,0.99792,41.0
9.05260,2.99792,41.0
9.06280,1.99792,41.0
9.07260,-4.00208,41.0
9.08280,-3.00208,41.0
9.09260,1.99792,41.0
9.10240,3.99792,41.0
9.11260,6.99792,41.0
9.12240,1.99792,41.0
9.13260,0.99792,41.0
9.14240,-1.00208,41.0
9.15260,0.99792,41.0
9.16240,7.99792,41.0
9.17260,2.99792,41.0
9.18240,-2.00208,41.0
9.19260,-1.00208,41.0
9.20240,-1.00208,41.0
9.21220,-0.00208,41.0
9.22240,0.99792,41.0
9.23220,-1.00208,41.0
9.24240,2.99792,41.0
9.25220,0.99792,41.0
9.26240,1.99792,41.0
9.27220,0.99792,41.0
9.28240,4.99792,41.0
9.29220,3.99792,41.0
9.30210,-0.00208,41.0
9.31220,-3.00208,41.0
9.32210,1.99792,41.0
9.33220,2.99792,41.0
9.34210,4.99792,41.0
9.35220,2.99792,41.0
9.36200,-0.00208,41.0
9.37220,4.99792,41.0
9.38200,3.99792,41.0
9.39220,2.99792,41.0
9.40200,0.99792,41.0
9.41190,1.99792,41.0
9.42200,-0.00208,41.0
9.43190,2.99792,41.0
9.44200,0.99792,41.0
9.45190,1.99792,41.0
9.46200,-0.00208,41.0
9.47190,0.99792,41.0
9.48200,0.99792,41.0
9.49190,1.99792,41.0
9.50210,2.99792,41.0
9.51190,6.99792,41.0
9.52170,1.99792,41.0
9.53180,3.99792,41.0
9.54170,0.99792,41.0
9.55180,-0.00208,41.0
9.56170,1.99792,41.0
9.57180,1.99792,41.0
9.58170,1.99792,41.0
9.59180,0.99792,41.0
9.60170,-1.00208,41.0
9.61190,-0.00208,41.0
9.62170,0.99792,41.0
9.63150,4.99792,41.0
9.64170,1.99792,41.0
9.65150,3.99792,41.0
9.66170,-0.00208,41.0
9.67150,1.99792,41.0
9.68170,1.99792,41.0
9.69150,5.99792,41.0
9.70170,3.99792,41.0
9.71150,2.99792,41.0
9.72130,3.99792,41.0
9.73150,2.99792,41.0
9.74130,0.99792,41.0
9.75150,2.99792,41.0
9.76130,-1.00208,41.0
9.77150,1.99792,41.0
9.78130,2.99792,41.0
9.79150,1.99792,41.0
9.80130,-1.00208,41.0
9.81150,3.99792,41.0
9.82130,2.99792,41.0
9.83110,1.99792,41.0
9.84130,1.99792,41.0
9.85110,4.99792,41.0
9.86130,2.99792,41.0
9.87110,5.99792,41.0
9.88130,1.99792,41.0
9.89110,0.99792,41.0
9.90130,4.99792,41.0
9.91110,5.99792,41.0
9.92090,4.99792,41.0
9.93110,2.99792,41.0
9.94090,4.99792,41.0
9.95110,5.99792,41.0
9.96090,7.99792,41.0
9.97110,8.99792,41.0
9.98090,7.99792,41.0
9.99110,6.99792,41.0
10.00090,3.99792,41.0
10.01110,0.99792,41.0
