#2023/09/17 00:54:04
time,fog,T
4.57900,-0.18000,36.0
4.58940,-0.18000,36.0
4.59890,-0.18000,36.0
4.60920,-3.18000,36.0
4.61950,-0.18000,36.0
4.62900,-0.18000,36.0
4.63940,-0.18000,36.0
4.64880,-0.18000,36.0
4.65920,-0.18000,36.0
4.66950,-0.18000,36.0
4.67900,-0.18000,36.0
4.68930,-3.18000,36.0
4.69970,-0.18000,36.0
4.70920,-0.18000,36.0
4.71950,-0.18000,36.0
4.72900,2.82000,36.0
4.73930,-0.18000,36.0
4.74880,-0.18000,36.0
4.75930,-0.18000,36.0
4.76970,2.82000,36.0
4.77920,-0.18000,36.0
4.78960,-0.18000,36.0
4.79910,-0.18000,36.0
4.80950,-0.18000,36.0
4.81890,-0.18000,36.0
4.82930,-0.18000,36.0
4.83970,-0.18000,36.0
4.84910,-0.18000,36.0
4.85940,-0.18000,36.0
4.86880,-0.18000,36.0
4.87930,-3.18000,36.0
4.88880,2.82000,36.0
4.89910,2.82000,36.0
4.90950,-0.18000,36.0
4.91910,-0.18000,36.0
4.92940,-0.18000,36.0
4.93890,-0.18000,36.0
4.94930,-0.18000,36.0
4.95880,-0.18000,36.0
4.96910,-0.18000,36.0
4.97940,-0.18000,36.0
4.98890,-0.18000,36.0
4.99930,2.82000,36.0
5.00880,-0.18000,36.0
5.01920,-0.18000,36.0
5.02870,2.82000,36.0
5.03920,-0.18000,36.0
5.04960,-0.18000,36.0
5.05910,-0.18000,36.0
5.06950,-3.18000,36.0
5.07900,-0.18000,36.0
5.08950,-0.18000,36.0
5.09900,2.82000,36.0
5.10940,-3.18000,36.0
5.11890,-0.18000,36.0
5.12930,2.82000,36.0
5.13880,-0.18000,36.0
5.14910,-0.18000,36.0
5.15950,-0.18000,36.0
5.16900,-0.18000,36.0
5.17940,-0.18000,36.0
5.18890,2.82000,36.0
5.19930,-0.18000,36.0
5.20880,-0.18000,36.0
5.21920,2.82000,36.0
5.22870,-0.18000,36.0
5.23920,-0.18000,36.0
5.24870,-3.18000,36.0
5.25910,-0.18000,36.0
5.26950,-0.18000,36.0
5.27890,-0.18000,36.0
5.28930,-3.18000,36.0
5.29870,-0.18000,36.0
5.30910,-0.18000,36.0
5.31950,-0.18000,36.0
5.32890,-0.18000,36.0
5.33940,-3.18000,36.0
5.34890,-0.18000,36.0
5.35930,-0.18000,36.0
5.36890,-0.18000,36.0
5.37940,-0.18000,36.0
5.38880,-0.18000,36.0
5.39930,-0.18000,36.0
5.40880,-0.18000,36.0
5.41910,-3.18000,36.0
5.42860,2.82000,36.0
5.43900,-0.18000,36.0
5.44940,-0.18000,36.0
5.45880,2.82000,36.0
5.46920,-3.18000,36.0
5.47870,-0.18000,36.0
5.48900,2.82000,36.0
5.49850,-3.18000,36.0
5.50890,2.82000,36.0
5.51940,2.82000,36.0
5.52890,-0.18000,36.0
5.53930,-0.18000,36.0
5.54880,-0.18000,36.0
5.55920,-0.18000,36.0
5.56860,-0.18000,36.0
5.57920,-0.18000,36.0
5.58860,-3.18000,36.0
5.59900,-0.18000,36.0
5.60850,-0.18000,36.0
5.61890,-0.18000,36.0
5.62930,-0.18000,36.0
5.63870,-0.18000,36.0
5.64910,-0.18000,36.0
5.65860,-0.18000,36.0
5.66900,-0.18000,36.0
5.67940,-0.18000,36.0
5.68880,-0.18000,36.0
5.69910,2.82000,36.0
5.70870,-3.18000,36.0
5.71910,-3.18000,36.0
5.72860,-0.18000,36.0
5.73900,-0.18000,36.0
5.74850,-0.18000,36.0
5.75900,-0.18000,36.0
5.76850,-3.18000,36.0
5.77890,-0.18000,36.0
5.78940,-0.18000,36.0
5.79880,-0.18000,36.0
5.80920,-0.18000,36.0
5.81860,-0.18000,36.0
5.82900,2.82000,36.0
5.83860,-3.18000,36.0
5.84900,-0.18000,36.0
5.85850,-3.18000,36.0
5.86890,-0.18000,36.0
5.87850,-0.18000,36.0
5.88900,-3.18000,36.0
5.89850,2.82000,36.0
5.90900,-0.18000,36.0
5.91850,-0.18000,36.0
5.92880,-3.18000,36.0
5.93840,-0.18000,36.0
5.94880,2.82000,36.0
5.95840,-0.18000,36.0
5.96870,-0.18000,36.0
5.97920,-0.18000,36.0
5.98870,-3.18000,36.0
5.99920,-0.18000,36.0
6.00860,-0.18000,36.0
6.01900,-0.18000,36.0
6.02850,-3.18000,36.0
6.03890,-0.18000,36.0
6.04840,-0.18000,36.0
6.05880,-3.18000,36.0
6.06830,2.82000,36.0
6.07880,-0.18000,36.0
6.08920,2.82000,36.0
6.09870,-0.18000,36.0
6.10910,-0.18000,36.0
6.11860,2.82000,36.0
6.12890,-0.18000,36.0
6.13840,-0.18000,36.0
6.14880,-0.18000,36.0
6.15830,-0.18000,36.0
6.16870,-0.18000,36.0
6.17910,-0.18000,36.0
6.18860,-0.18000,36.0
6.19890,-0.18000,36.0
6.20840,-0.18000,36.0
6.21890,2.82000,36.0
6.22830,-0.18000,36.0
6.23870,-0.18000,36.0
6.24910,-0.18000,36.0
6.25850,-0.18000,36.0
6.26900,-0.18000,36.0
6.27840,-3.18000,36.0
6.28890,-3.18000,36.0
6.29850,-0.18000,36.0
6.30880,-3.18000,36.0
6.31830,-3.18000,36.0
6.32870,-3.18000,36.0
6.33820,2.82000,36.0
6.34870,-0.18000,36.0
6.35820,-0.18000,36.0
6.36880,-0.18000,36.0
6.37820,-0.18000,36.0
6.38860,-0.18000,36.0
6.39900,-0.18000,36.0
6.40850,-0.18000,36.0
6.41890,-0.18000,36.0
6.42840,2.82000,36.0
6.43880,2.82000,36.0
6.44830,-0.18000,36.0
6.45880,2.82000,36.0
6.46830,-0.18000,36.0
6.47880,2.82000,36.0
6.48830,2.82000,36.0
6.49870,-0.18000,36.0
6.50820,-0.18000,36.0
6.51860,2.82000,36.0
6.52900,-0.18000,36.0
6.53850,-0.18000,36.0
6.54890,-0.18000,36.0
6.55840,-0.18000,36.0
6.56870,-0.18000,36.0
6.57830,-0.18000,36.0
6.58870,-0.18000,36.0
6.59820,2.82000,36.0
6.60860,2.82000,36.0
6.61810,2.82000,36.0
6.62850,-3.18000,36.0
6.63890,-0.18000,36.0
6.64840,-0.18000,36.0
6.65870,2.82000,36.0
6.66910,-0.18000,36.0
6.67850,-0.18000,36.0
6.68900,-0.18000,36.0
6.69850,-3.18000,36.0
6.70890,-0.18000,36.0
6.71840,-0.18000,36.0
6.72880,-0.18000,36.0
6.73830,-0.18000,36.0
6.74870,-3.18000,36.0
6.75820,2.82000,36.0
6.76860,-0.18000,36.0
6.77890,2.82000,36.0
6.78840,-0.18000,36.0
6.79890,2.82000,36.0
6.80840,-0.18000,36.0
6.81870,-0.18000,36.0
6.82820,-3.18000,36.0
6.83870,2.82000,36.0
6.84820,-3.18000,36.0
6.85860,-0.18000,36.0
6.86810,-0.18000,36.0
6.87850,-0.18000,36.0
6.88890,-0.18000,36.0
6.89830,-0.18000,36.0
6.90870,-0.18000,36.0
6.91820,-0.18000,36.0
6.92850,2.82000,36.0
6.93800,-3.18000,36.0
6.94850,-0.18000,36.0
6.95890,-0.18000,36.0
6.96840,-0.18000,36.0
6.97880,-0.18000,36.0
6.98820,-0.18000,36.0
6.99870,2.82000,36.0
7.00820,-3.18000,36.0
7.01860,-0.18000,36.0
7.02800,-0.18000,36.0
7.03830,-3.18000,36.0
7.04870,-0.18000,36.0
7.05820,2.82000,36.0
7.06860,-3.18000,36.0
7.07800,-0.18000,36.0
7.08840,2.82000,36.0
7.09790,-3.18000,36.0
7.10840,-0.18000,36.0
7.11870,2.82000,36.0
7.12820,-0.18000,36.0
7.13860,-3.18000,36.0
7.14820,-0.18000,36.0
7.15850,-0.18000,36.0
7.16800,-0.18000,36.0
7.17840,2.82000,36.0
7.18870,-3.18000,36.0
7.19820,-0.18000,36.0
7.20860,2.82000,36.0
7.21810,-0.18000,36.0
7.22850,-3.18000,36.0
7.23800,-0.18000,36.0
7.24840,-3.18000,36.0
7.25790,-0.18000,36.0
7.26850,2.82000,36.0
7.27800,-0.18000,36.0
7.28830,-0.18000,36.0
7.29870,-0.18000,36.0
7.30820,-3.18000,36.0
7.31860,-0.18000,36.0
7.32800,2.82000,36.0
7.33850,-3.18000,36.0
7.34800,-0.18000,36.0
7.35850,-3.18000,36.0
7.36810,-0.18000,36.0
7.37840,2.82000,36.0
7.38870,-0.18000,36.0
7.39820,-0.18000,36.0
7.40860,-0.18000,36.0
7.41810,-0.18000,36.0
7.42850,-3.18000,36.0
7.43800,-3.18000,36.0
7.44840,-0.18000,36.0
7.45790,-0.18000,36.0
7.46830,-0.18000,36.0
7.47870,-0.18000,36.0
7.48820,-0.18000,36.0
7.49860,-0.18000,36.0
7.50810,-3.18000,36.0
7.51850,2.82000,36.0
7.52800,2.82000,36.0
7.53850,2.82000,36.0
7.54800,-0.18000,36.0
7.55850,-0.18000,36.0
7.56790,-3.18000,36.0
7.57840,-3.18000,36.0
7.58800,-0.18000,36.0
7.59830,2.82000,36.0
7.60780,-0.18000,36.0
7.61830,-0.18000,36.0
7.62870,2.82000,36.0
7.63820,-0.18000,36.0
7.64850,2.82000,36.0
7.65810,2.82000,36.0
7.66850,-0.18000,36.0
7.67810,-0.18000,36.0
7.68850,-0.18000,36.0
7.69790,-0.18000,36.0
7.70830,-3.18000,36.0
7.71780,-0.18000,36.0
7.72830,-0.18000,36.0
7.73850,2.82000,36.0
7.74800,-0.18000,36.0
7.75840,-0.18000,36.0
7.76790,-0.18000,36.0
7.77830,-0.18000,36.0
7.78860,-3.18000,36.0
7.79810,-0.18000,36.0
7.80850,-0.18000,36.0
7.81800,-0.18000,36.0
7.82830,2.82000,36.0
7.83780,-0.18000,36.0
7.84810,-0.18000,36.0
7.85850,2.82000,36.0
7.86790,-0.18000,36.0
7.87840,-3.18000,36.0
7.88790,-0.18000,36.0
7.89830,-0.18000,36.0
7.90780,-0.18000,36.0
7.91810,-0.18000,36.0
7.92850,-0.18000,36.0
7.93800,2.82000,36.0
7.94850,-0.18000,36.0
7.95790,-0.18000,36.0
7.96840,-0.18000,36.0
7.97790,-3.18000,36.0
7.98830,-0.18000,36.0
7.99780,-0.18000,36.0
8.00820,-0.18000,36.0
8.01770,-0.18000,36.0
8.02820,-0.18000,36.0
8.03770,-0.18000,36.0
8.04810,-0.18000,36.0
8.05860,-0.18000,36.0
8.06800,-0.18000,36.0
8.07850,-0.18000,36.0
8.08800,-3.18000,36.0
8.09830,2.82000,36.0
8.10780,-0.18000,36.0
8.11830,-0.18000,36.0
8.12780,-0.18000,36.0
8.13830,-0.18000,36.0
8.14770,-0.18000,36.0
8.15810,2.82000,36.0
8.16850,-3.18000,36.0
8.17790,-0.18000,36.0
8.18840,-0.18000,36.0
8.19780,-0.18000,36.0
8.20820,2.82000,36.0
8.21770,-0.18000,36.0
8.22820,-0.18000,36.0
8.23780,-0.18000,36.0
8.24820,-3.18000,36.0
8.25770,-0.18000,36.0
8.26820,-0.18000,36.0
8.27760,-0.18000,36.0
8.28800,-3.18000,36.0
8.29760,-0.18000,36.0
8.30800,-3.18000,36.0
8.31840,-0.18000,36.0
8.32800,-0.18000,36.0
8.33750,-3.18000,36.0
8.34800,-0.18000,36.0
8.35850,-3.18000,36.0
8.36790,-3.18000,36.0
8.37840,-0.18000,36.0
8.38790,-0.18000,36.0
8.39830,2.82000,36.0
8.40780,2.82000,36.0
8.41830,-3.18000,36.0
8.42780,2.82000,36.0
8.43830,-0.18000,36.0
8.44780,-3.18000,36.0
8.45830,-0.18000,36.0
8.46780,2.82000,36.0
8.47830,-0.18000,36.0
8.48770,-0.18000,36.0
8.49820,-0.18000,36.0
8.50760,-3.18000,36.0
8.51800,-0.18000,36.0
8.52750,-3.18000,36.0
8.53790,-3.18000,36.0
8.54830,-0.18000,36.0
8.55770,-0.18000,36.0
8.56800,-3.18000,36.0
8.57760,-0.18000,36.0
8.58800,-0.18000,36.0
8.59760,2.82000,36.0
8.60790,-0.18000,36.0
8.61750,-0.18000,36.0
8.62790,-0.18000,36.0
8.63740,-0.18000,36.0
8.64790,-0.18000,36.0
8.65830,-0.18000,36.0
8.66770,-0.18000,36.0
8.67820,-0.18000,36.0
8.68760,-0.18000,36.0
8.69810,-3.18000,36.0
8.70760,2.82000,36.0
8.71800,-0.18000,36.0
8.72750,-0.18000,36.0
8.73790,2.82000,36.0
8.74750,-0.18000,36.0
8.75790,2.82000,36.0
8.76830,2.82000,36.0
8.77780,-3.18000,36.0
8.78820,-3.18000,36.0
8.79780,2.82000,36.0
8.80740,-0.18000,36.0
8.81780,-0.18000,36.0
8.82820,2.82000,36.0
8.83780,2.82000,36.0
8.84820,2.82000,36.0
8.85770,-3.18000,36.0
8.86810,-0.18000,36.0
8.87760,2.82000,36.0
8.88810,-0.18000,36.0
8.89760,-0.18000,36.0
8.90800,-3.18000,36.0
8.91750,-0.18000,36.0
8.92790,-0.18000,36.0
8.93740,2.82000,36.0
8.94790,-0.18000,36.0
8.95740,-0.18000,36.0
8.96790,-0.18000,36.0
8.97730,-0.18000,36.0
8.98780,2.82000,36.0
8.99740,-0.18000,36.0
9.00780,-0.18000,36.0
9.01820,-0.18000,36.0
9.02770,-0.18000,36.0
9.03810,2.82000,36.0
9.04770,-0.18000,36.0
9.05810,-0.18000,36.0
9.06760,-3.18000,36.0
9.07800,-3.18000,36.0
9.08740,-0.18000,36.0
9.09790,-0.18000,36.0
9.10740,-3.18000,36.0
9.11780,2.82000,36.0
9.12740,2.82000,36.0
9.13780,-0.18000,36.0
9.14740,-3.18000,36.0
9.15790,-0.18000,36.0
9.16740,-0.18000,36.0
9.17790,-3.18000,36.0
9.18730,2.82000,36.0
9.19780,-0.18000,36.0
9.20730,-0.18000,36.0
9.21780,-0.18000,36.0
9.22820,2.82000,36.0
9.23760,-3.18000,36.0
9.24800,-0.18000,36.0
9.25760,-0.18000,36.0
9.26800,-0.18000,36.0
9.27740,2.82000,36.0
9.28780,2.82000,36.0
9.29730,2.82000,36.0
9.30780,-3.18000,36.0
9.31730,-0.18000,36.0
9.32770,-0.18000,36.0
9.33800,-0.18000,36.0
9.34760,2.82000,36.0
9.35800,-0.18000,36.0
9.36750,-0.18000,36.0
9.37780,-0.18000,36.0
9.38720,-0.18000,36.0
9.39760,-0.18000,36.0
9.40800,-0.18000,36.0
9.41760,-0.18000,36.0
9.42800,-0.18000,36.0
9.43750,2.82000,36.0
9.44790,-0.18000,36.0
9.45750,2.82000,36.0
9.46800,-3.18000,36.0
9.47750,-0.18000,36.0
9.48780,2.82000,36.0
9.49730,-0.18000,36.0
9.50770,-0.18000,36.0
9.51720,-3.18000,36.0
9.52760,-3.18000,36.0
9.53720,-0.18000,36.0
9.54770,-3.18000,36.0
9.55730,-0.18000,36.0
9.56780,-0.18000,36.0
9.57730,-0.18000,36.0
9.58770,-3.18000,36.0
9.59720,-0.18000,36.0
9.60770,-0.18000,36.0
9.61720,-0.18000,36.0
9.62760,2.82000,36.0
9.63790,2.82000,36.0
9.64750,-0.18000,36.0
9.65790,-0.18000,36.0
9.66730,-0.18000,36.0
9.67770,2.82000,36.0
9.68720,-3.18000,36.0
9.69770,-3.18000,36.0
9.70720,-0.18000,36.0
9.71760,-0.18000,36.0
9.72800,-0.18000,36.0
9.73740,2.82000,36.0
9.74790,-0.18000,36.0
9.75740,2.82000,36.0
9.76790,-0.18000,36.0
9.77730,-0.18000,36.0
9.78770,-0.18000,36.0
9.79720,-0.18000,36.0
9.80760,-0.18000,36.0
9.81720,-0.18000,36.0
9.82760,2.82000,36.0
9.83710,-3.18000,36.0
9.84750,-0.18000,36.0
9.85790,-0.18000,36.0
9.86740,2.82000,36.0
9.87700,-3.18000,36.0
9.88740,-0.18000,36.0
9.89780,-0.18000,36.0
9.90730,2.82000,36.0
9.91770,-0.18000,36.0
9.92720,-0.18000,36.0
9.93760,-0.18000,36.0
9.94700,-0.18000,36.0
9.95740,-0.18000,36.0
9.96780,2.82000,36.0
9.97730,2.82000,36.0
9.98770,-0.18000,36.0
9.99710,-0.18000,36.0
10.00750,-0.18000,36.0
10.01700,-0.18000,36.0
10.02750,-0.18000,36.0
10.03700,-0.18000,36.0
10.04740,-3.18000,36.0
10.05700,-3.18000,36.0
10.06730,-0.18000,36.0
10.07770,-0.18000,36.0
10.08720,-0.18000,36.0
10.09760,-0.18000,36.0
10.10710,2.82000,36.0
10.11760,-0.18000,36.0
10.12700,-0.18000,36.0
10.13740,-0.18000,36.0
10.14770,-0.18000,36.0
10.15720,-0.18000,36.0
10.16760,2.82000,36.0
10.17720,-0.18000,36.0
10.18760,-0.18000,36.0
10.19710,-0.18000,36.0
10.20750,2.82000,36.0
10.21710,-0.18000,36.0
10.22750,-0.18000,36.0
10.23690,-0.18000,36.0
10.24730,-0.18000,36.0
10.25770,-3.18000,36.0
10.26720,-0.18000,36.0
10.27690,-0.18000,36.0
10.28730,2.82000,36.0
10.29690,-3.18000,36.0
10.30720,-0.18000,36.0
10.31770,-0.18000,36.0
10.32720,2.82000,36.0
10.33770,-0.18000,36.0
10.34710,-0.18000,36.0
10.35750,-0.18000,36.0
10.36700,-3.18000,36.0
10.37740,-0.18000,36.0
10.38690,-0.18000,36.0
10.39720,-0.18000,36.0
10.40770,-0.18000,36.0
10.41720,2.82000,36.0
10.42760,-0.18000,36.0
10.43710,-3.18000,36.0
10.44750,-3.18000,36.0
10.45700,-0.18000,36.0
10.46740,-0.18000,36.0
10.47680,-0.18000,36.0
10.48720,-0.18000,36.0
10.49760,-0.18000,36.0
10.50710,-0.18000,36.0
10.51740,-0.18000,36.0
10.52690,-0.18000,36.0
10.53730,-0.18000,36.0
10.54680,-0.18000,36.0
