#2023/09/17 00:54:04
time,fog,T
10.55720,-0.18000,36.0
10.56760,-3.18000,36.0
10.57720,-3.18000,36.0
10.58760,-0.18000,36.0
10.59710,-0.18000,36.0
10.60750,-3.18000,36.0
10.61710,-0.18000,36.0
10.62740,2.82000,36.0
10.63700,-3.18000,36.0
10.64750,2.82000,36.0
10.65710,2.82000,36.0
10.66750,-0.18000,36.0
10.67710,-3.18000,36.0
10.68750,-0.18000,36.0
10.69700,-0.18000,36.0
10.70740,-0.18000,36.0
10.71700,-0.18000,36.0
10.72730,-0.18000,36.0
10.73680,-0.18000,36.0
10.74720,-0.18000,36.0
10.75670,-0.18000,36.0
10.76710,-0.18000,36.0
10.77670,-0.18000,36.0
10.78710,-0.18000,36.0
10.79750,-0.18000,36.0
10.80700,-3.18000,36.0
10.81740,-3.18000,36.0
10.82690,-3.18000,36.0
10.83740,-0.18000,36.0
10.84700,2.82000,36.0
10.85740,-0.18000,36.0
10.86700,-0.18000,36.0
10.87740,-0.18000,36.0
10.88690,-3.18000,36.0
10.89730,2.82000,36.0
10.90670,2.82000,36.0
10.91710,-0.18000,36.0
10.92750,2.82000,36.0
10.93700,-0.18000,36.0
10.94740,-0.18000,36.0
10.95690,-0.18000,36.0
10.96720,-0.18000,36.0
10.97670,-0.18000,36.0
10.98700,-0.18000,36.0
10.99740,-0.18000,36.0
11.00690,-3.18000,36.0
11.01720,-0.18000,36.0
11.02670,-0.18000,36.0
11.03710,2.82000,36.0
11.04750,-0.18000,36.0
11.05700,-0.18000,36.0
11.06730,-0.18000,36.0
11.07680,-0.18000,36.0
11.08720,2.82000,36.0
11.09670,-0.18000,36.0
11.10720,-0.18000,36.0
11.11670,-3.18000,36.0
11.12720,-0.18000,36.0
11.13660,-0.18000,36.0
11.14710,-0.18000,36.0
11.15660,2.82000,36.0
11.16700,-0.18000,36.0
11.17740,2.82000,36.0
11.18690,-0.18000,36.0
11.19730,-0.18000,36.0
11.20680,-0.18000,36.0
11.21720,-3.18000,36.0
11.22670,-0.18000,36.0
11.23720,-0.18000,36.0
11.24680,-0.18000,36.0
11.25720,-0.18000,36.0
11.26670,-0.18000,36.0
11.27710,-0.18000,36.0
11.28660,-0.18000,36.0
11.29700,2.82000,36.0
11.30660,-0.18000,36.0
11.31690,2.82000,36.0
11.32730,-0.18000,36.0
11.33680,2.82000,36.0
11.34730,-3.18000,36.0
11.35670,-0.18000,36.0
11.36720,-0.18000,36.0
11.37660,2.82000,36.0
11.38710,-0.18000,36.0
11.39660,2.82000,36.0
11.40710,-0.18000,36.0
11.41660,-0.18000,36.0
11.42700,-0.18000,36.0
11.43650,-0.18000,36.0
11.44690,-0.18000,36.0
11.45730,-0.18000,36.0
11.46680,-0.18000,36.0
11.47710,-0.18000,36.0
11.48650,-0.18000,36.0
11.49700,-0.18000,36.0
11.50650,-0.18000,36.0
11.51690,-0.18000,36.0
11.52730,-0.18000,36.0
11.53690,-0.18000,36.0
11.54650,-3.18000,36.5
11.55670,-3.18000,36.5
11.56700,-0.18000,36.5
11.57710,2.82000,36.5
11.58730,-0.18000,36.5
11.59650,-3.18000,36.5
11.60680,-0.18000,36.5
11.61700,-3.18000,36.5
11.62730,-3.18000,36.5
11.63650,-0.18000,36.5
11.64670,2.82000,36.5
11.65700,-0.18000,36.5
11.66720,-3.18000,36.5
11.67640,2.82000,36.5
11.68660,-3.18000,36.5
11.69680,2.82000,36.5
11.70710,-0.18000,36.5
11.71730,-0.18000,36.5
11.72650,-0.18000,36.5
11.73660,-0.18000,36.5
11.74680,-0.18000,36.5
11.75700,-0.18000,36.5
11.76720,-0.18000,36.5
11.77640,-3.18000,36.5
11.78660,-0.18000,36.5
11.79670,-3.18000,36.5
11.80700,-0.18000,36.5
11.81720,-0.18000,36.5
11.82640,-0.18000,36.5
11.83650,-0.18000,36.5
11.84670,2.82000,36.5
11.85690,-0.18000,36.5
11.86710,2.82000,36.5
11.87630,-0.18000,36.5
11.88640,-0.18000,36.5
11.89660,-3.18000,36.5
11.90690,-3.18000,36.5
11.91710,-0.18000,36.5
11.92630,-0.18000,36.5
11.93650,-0.18000,36.5
11.94670,-0.18000,36.5
11.95690,-0.18000,36.5
11.96710,-0.18000,36.5
11.97640,-0.18000,36.5
11.98660,2.82000,36.5
11.99680,-0.18000,36.5
12.00700,-3.18000,36.5
12.01710,-0.18000,36.5
12.02630,-0.18000,36.5
12.03650,-3.18000,36.5
12.04660,-0.18000,36.5
12.05680,-0.18000,36.5
12.06700,-0.18000,36.5
12.07710,-0.18000,36.5
12.08630,2.82000,36.5
12.09640,-0.18000,36.5
12.10650,-3.18000,36.5
12.11680,-0.18000,36.5
12.12700,-0.18000,36.5
12.13620,-0.18000,36.5
12.14640,-0.18000,36.5
12.15650,-0.18000,36.5
12.16670,-0.18000,36.5
12.17690,-0.18000,36.5
12.18710,-0.18000,36.5
12.19630,-0.18000,36.5
12.20690,-0.18000,36.0
12.21640,-0.18000,36.0
12.22680,2.82000,36.0
12.23640,-0.18000,36.0
12.24680,-0.18000,36.0
12.25630,2.82000,36.0
12.26670,-0.18000,36.0
12.27710,-0.18000,36.0
12.28650,-0.18000,36.0
12.29690,-0.18000,36.0
12.30640,-0.18000,36.0
12.31680,2.82000,36.0
12.32640,2.82000,36.0
12.33680,-0.18000,36.0
12.34640,-0.18000,36.0
12.35670,2.82000,36.0
12.36720,-0.18000,36.0
12.37660,-0.18000,36.0
12.38700,-0.18000,36.0
12.39660,-0.18000,36.0
12.40700,2.82000,36.0
12.41650,-0.18000,36.0
12.42690,-0.18000,36.0
12.43640,-3.18000,36.0
12.44680,2.82000,36.0
12.45630,-0.18000,36.0
12.46680,-0.18000,36.0
12.47620,-3.18000,36.0
12.48670,-0.18000,36.0
12.49710,-0.18000,36.0
12.50650,-3.18000,36.0
12.51700,-0.18000,36.0
12.52650,-3.18000,36.0
12.53690,-0.18000,36.0
12.54640,-0.18000,36.0
12.55680,-0.18000,36.0
12.56620,-0.18000,36.0
12.57660,-0.18000,36.0
12.58620,-0.18000,36.0
12.59660,-3.18000,36.0
12.60690,-0.18000,36.0
12.61640,-0.18000,36.0
12.62680,-0.18000,36.0
12.63630,2.82000,36.0
12.64670,-0.18000,36.0
12.65710,-0.18000,36.0
12.66650,-0.18000,36.0
12.67690,-3.18000,36.0
12.68630,-0.18000,36.0
12.69670,-0.18000,36.0
12.70620,-0.18000,36.0
12.71660,-0.18000,36.0
12.72690,-0.18000,36.0
12.73640,-0.18000,36.0
12.74680,-0.18000,36.0
12.75620,-0.18000,36.0
12.76650,-0.18000,36.0
12.77690,-0.18000,36.0
12.78640,-0.18000,36.0
12.79680,2.82000,36.0
12.80620,2.82000,36.0
12.81670,-0.18000,36.0
12.82700,-0.18000,36.0
12.83650,-0.18000,36.0
12.84680,-0.18000,36.0
12.85620,-0.18000,36.0
12.86660,-0.18000,36.0
12.87700,-0.18000,36.0
12.88640,-0.18000,36.0
12.89680,-0.18000,36.0
12.90620,-0.18000,36.0
12.91650,-0.18000,36.0
12.92680,-0.18000,36.0
12.93630,-0.18000,36.0
12.94670,-0.18000,36.0
12.95610,-3.18000,36.0
12.96650,2.82000,36.0
12.97610,-3.18000,36.0
12.98660,-0.18000,36.0
12.99610,-0.18000,36.0
13.00650,-0.18000,36.0
13.01690,-0.18000,36.0
13.02650,-0.18000,36.0
13.03690,-3.18000,36.0
13.04650,-0.18000,36.0
13.05690,-0.18000,36.0
13.06640,2.82000,36.0
13.07680,-0.18000,36.0
13.08630,-0.18000,36.0
13.09670,-0.18000,36.0
13.10610,-3.18000,36.0
13.11650,-0.18000,36.0
13.12680,-3.18000,36.0
13.13630,-0.18000,36.0
13.14670,2.82000,36.0
13.15620,-3.18000,36.0
13.16660,-0.18000,36.0
13.17610,-0.18000,36.0
13.18640,-0.18000,36.0
13.19680,-0.18000,36.0
13.20620,-0.18000,36.0
13.21660,-0.18000,36.0
13.22600,-0.18000,36.0
13.23650,-0.18000,36.0
13.24680,-0.18000,36.0
13.25620,-0.18000,36.0
13.26660,-0.18000,36.0
13.27600,-0.18000,36.0
13.28640,-0.18000,36.0
13.29680,-0.18000,36.0
13.30630,-0.18000,36.0
13.31660,2.82000,36.0
13.32600,-0.18000,36.0
13.33630,-3.18000,36.0
13.34670,-0.18000,36.0
13.35610,-0.18000,36.0
13.36650,-0.18000,36.0
13.37680,-0.18000,36.0
13.38620,-0.18000,36.0
13.39660,-0.18000,36.0
13.40600,-0.18000,36.0
13.41640,-0.18000,36.0
13.42660,-3.18000,36.0
13.43610,-0.18000,36.0
13.44640,-0.18000,36.0
13.45680,-0.18000,36.0
13.46620,-0.18000,36.0
13.47660,-0.18000,36.0
13.48600,-0.18000,36.0
13.49640,-0.18000,36.0
13.50670,-0.18000,36.0
13.51620,-0.18000,36.0
13.52650,-0.18000,36.0
13.53590,2.82000,36.0
13.54630,-0.18000,36.0
13.55660,-0.18000,36.0
13.56610,-0.18000,36.0
13.57640,-0.18000,36.0
13.58590,-0.18000,36.0
13.59640,2.82000,36.0
13.60590,-0.18000,36.0
13.61630,-0.18000,36.0
13.62660,-0.18000,36.0
13.63590,-0.18000,36.0
13.64630,-0.18000,36.0
13.65670,-0.18000,36.0
13.66610,-3.18000,36.0
13.67660,-0.18000,36.0
13.68610,-0.18000,36.0
13.69650,-0.18000,36.0
13.70600,2.82000,36.0
13.71650,2.82000,36.0
13.72600,-3.18000,36.0
13.73640,2.82000,36.0
13.74590,-0.18000,36.0
13.75630,-0.18000,36.0
13.76660,-0.18000,36.0
13.77610,-3.18000,36.0
13.78650,-0.18000,36.0
13.79600,-0.18000,36.0
13.80640,-0.18000,36.0
13.81590,-0.18000,36.0
13.82630,-3.18000,36.0
13.83660,-0.18000,36.0
13.84600,-0.18000,36.0
13.85640,-0.18000,36.0
13.86670,-3.18000,36.0
13.87620,-0.18000,36.0
13.88660,-0.18000,36.0
13.89610,-0.18000,36.0
13.90650,-0.18000,36.0
13.91590,-0.18000,36.0
13.92630,-0.18000,36.0
13.93660,-0.18000,36.0
13.94610,-0.18000,36.0
13.95650,-0.18000,36.0
13.96600,2.82000,36.0
13.97640,-0.18000,36.0
13.98590,-0.18000,36.0
13.99620,-3.18000,36.0
14.00670,-0.18000,36.0
14.01610,-0.18000,36.0
14.02650,-0.18000,36.0
14.03590,-0.18000,36.0
14.04630,-3.18000,36.0
14.05680,-0.18000,36.0
14.06620,-0.18000,36.0
14.07660,-0.18000,36.0
14.08600,2.82000,36.0
14.09640,-0.18000,36.0
14.10590,-0.18000,36.0
14.11620,-0.18000,36.0
14.12660,-3.18000,36.0
14.13600,-0.18000,36.0
14.14630,2.82000,36.0
14.15580,-3.18000,36.0
14.16620,2.82000,36.0
14.17660,-0.18000,36.0
14.18610,-0.18000,36.0
14.19650,-0.18000,36.0
14.20590,-0.18000,36.0
14.21630,-0.18000,36.0
14.22660,-0.18000,36.0
14.23620,2.82000,36.0
14.24650,-0.18000,36.0
14.25610,-3.18000,36.0
14.26650,-3.18000,36.0
14.27600,-0.18000,36.0
14.28640,2.82000,36.0
14.29590,-3.18000,36.0
14.30640,-0.18000,36.0
14.31590,-0.18000,36.0
14.32620,-0.18000,36.0
14.33570,2.82000,36.0
14.34610,-0.18000,36.0
14.35650,-3.18000,36.0
14.36600,-0.18000,36.0
14.37630,-0.18000,36.0
14.38570,-3.18000,36.0
14.39610,-0.18000,36.0
14.40650,2.82000,36.0
14.41600,-0.18000,36.0
14.42630,-0.18000,36.0
14.43580,-0.18000,36.0
14.44610,-0.18000,36.0
14.45640,-0.18000,36.0
14.46580,-0.18000,36.0
14.47620,-0.18000,36.0
14.48660,-3.18000,36.0
14.49600,-0.18000,36.0
14.50650,-3.18000,36.0
14.51600,-3.18000,36.0
14.52640,2.82000,36.0
14.53590,-0.18000,36.0
14.54630,-0.18000,36.0
14.55570,-0.18000,36.0
14.56610,-0.18000,36.0
14.57640,-0.18000,36.0
14.58590,-0.18000,36.0
14.59620,-0.18000,36.0
14.60570,-0.18000,36.0
14.61610,-0.18000,36.0
14.62650,-0.18000,36.0
14.63590,-0.18000,36.0
14.64620,2.82000,36.0
14.65650,-0.18000,36.0
14.66590,2.82000,36.0
14.67630,-0.18000,36.0
14.68570,-0.18000,36.0
14.69600,-0.18000,36.0
14.70640,-0.18000,36.0
14.71600,-3.18000,36.0
14.72640,-0.18000,36.0
14.73590,-3.18000,36.0
14.74620,-0.18000,36.0
14.75560,-0.18000,36.0
14.76600,-3.18000,36.0
14.77640,2.82000,36.0
14.78590,2.82000,36.0
14.79630,-0.18000,36.0
14.80570,2.82000,36.0
14.81620,-0.18000,36.0
14.82660,-0.18000,36.0
14.83610,-3.18000,36.0
14.84650,2.82000,36.0
14.85600,-0.18000,36.0
14.86620,2.82000,36.0
14.87580,-0.18000,36.0
14.88610,-0.18000,36.0
14.89560,-0.18000,36.0
14.90610,-3.18000,36.0
14.91640,-0.18000,36.0
14.92590,-0.18000,36.0
14.93630,-0.18000,36.0
14.94580,-0.18000,36.0
14.95620,2.82000,36.0
14.96560,-0.18000,36.0
14.97590,-0.18000,36.0
14.98620,-0.18000,36.0
14.99570,-0.18000,36.0
15.00610,-0.18000,36.0
15.01570,-3.18000,36.0
15.02610,-0.18000,36.0
15.03550,2.82000,36.0
15.04600,2.82000,36.0
15.05640,-0.18000,36.0
15.06570,-0.18000,36.0
15.07600,-0.18000,36.0
15.08550,2.82000,36.0
15.09600,-0.18000,36.0
15.10550,-3.18000,36.0
15.11600,-3.18000,36.0
15.12640,-0.18000,36.0
15.13590,-0.18000,36.0
15.14620,2.82000,36.0
15.15570,-0.18000,36.0
15.16600,-0.18000,36.0
15.17630,-0.18000,36.0
15.18580,-0.18000,36.0
15.19620,-0.18000,36.0
15.20560,-0.18000,36.0
15.21600,-0.18000,36.0
15.22640,2.82000,36.0
15.23590,-0.18000,36.0
15.24630,-0.18000,36.0
15.25580,-0.18000,36.0
15.26610,-0.18000,36.0
15.27640,-0.18000,36.0
15.28580,-3.18000,36.0
15.29630,-0.18000,36.0
15.30580,-0.18000,36.0
15.31610,2.82000,36.0
15.32560,-0.18000,36.0
15.33590,-0.18000,36.0
15.34630,-0.18000,36.0
15.35570,-0.18000,36.0
15.36600,-0.18000,36.0
15.37630,-0.18000,36.0
15.38580,-3.18000,36.0
15.39620,-3.18000,36.0
15.40580,-0.18000,36.0
15.41620,-0.18000,36.0
15.42560,-0.18000,36.0
15.43600,-0.18000,36.0
15.44550,2.82000,36.0
15.45590,-0.18000,36.0
15.46630,2.82000,36.0
15.47570,-0.18000,36.0
15.48610,-0.18000,36.0
15.49550,2.82000,36.0
15.50600,-0.18000,36.0
15.51550,-0.18000,36.0
15.52590,-0.18000,36.0
15.53630,-0.18000,36.0
15.54570,-0.18000,36.0
15.55610,2.82000,36.0
15.56560,-0.18000,36.0
15.57600,2.82000,36.0
15.58540,-0.18000,36.0
15.59590,-0.18000,36.0
15.60620,-0.18000,36.0
15.61570,-0.18000,36.0
15.62610,-0.18000,36.0
15.63560,-0.18000,36.0
15.64600,-0.18000,36.0
15.65540,-0.18000,36.0
15.66580,-0.18000,36.0
15.67620,-0.18000,36.0
15.68560,-0.18000,36.0
15.69600,-3.18000,36.0
15.70550,-0.18000,36.0
15.71580,-0.18000,36.0
15.72620,-0.18000,36.0
15.73570,-0.18000,36.0
15.74600,-0.18000,36.0
15.75550,-0.18000,36.0
15.76580,-0.18000,36.0
15.77620,-0.18000,36.0
15.78560,-0.18000,36.0
15.79600,-0.18000,36.0
15.80540,-3.18000,36.0
15.81580,-0.18000,36.0
15.82610,-0.18000,36.0
15.83560,-0.18000,36.0
15.84600,-0.18000,36.0
15.85550,-0.18000,36.0
15.86590,-3.18000,36.0
15.87540,-0.18000,36.0
15.88580,-0.18000,36.0
15.89620,-0.18000,36.0
15.90560,-0.18000,36.0
15.91600,-0.18000,36.0
15.92540,-0.18000,36.0
15.93580,-0.18000,36.0
15.94620,-0.18000,36.0
15.95570,-0.18000,36.0
15.96610,-0.18000,36.0
15.97560,-0.18000,36.0
15.98590,-0.18000,36.0
15.99530,-0.18000,36.0
16.00570,-0.18000,36.0
16.01610,-0.18000,36.0
16.02560,-0.18000,36.0
16.03600,-0.18000,36.0
16.04540,-0.18000,36.0
16.05580,-0.18000,36.0
16.06620,-0.18000,36.0
16.07560,-0.18000,36.0
16.08590,2.82000,36.0
16.09540,2.82000,36.0
16.10580,-3.18000,36.0
16.11530,-0.18000,36.0
16.12570,-0.18000,36.0
16.13610,-0.18000,36.0
16.14560,-0.18000,36.0
16.15600,-0.18000,36.0
16.16550,-0.18000,36.0
16.17590,-0.18000,36.0
16.18530,-0.18000,36.0
16.19570,-3.18000,36.0
16.20610,-0.18000,36.0
16.21550,-0.18000,36.0
16.22590,-3.18000,36.0
16.23540,-0.18000,36.0
16.24580,-3.18000,36.0
16.25530,-0.18000,36.0
16.26570,-0.18000,36.0
16.27600,-0.18000,36.0
16.28540,-0.18000,36.0
16.29570,-0.18000,36.0
16.30610,-0.18000,36.0
16.31560,-0.18000,36.0
16.32590,-0.18000,36.0
16.33530,-0.18000,36.0
16.34570,-0.18000,36.0
16.35610,-3.18000,36.0
16.36560,-0.18000,36.0
16.37590,-0.18000,36.0
16.38540,-0.18000,36.0
16.39570,-0.18000,36.0
16.40610,-0.18000,36.0
16.41560,2.82000,36.0
16.42610,-0.18000,36.0
16.43560,-0.18000,36.0
16.44600,-0.18000,36.0
16.45550,2.82000,36.0
16.46590,-3.18000,36.0
16.47540,-0.18000,36.0
16.48580,-0.18000,36.0
16.49620,-3.18000,36.0
16.50570,-0.18000,36.0
16.51600,-0.18000,36.0
16.52550,-0.18000,36.0
16.53590,-0.18000,36.0
16.54540,2.82000,36.0
16.55590,-0.18000,36.0
16.56540,-0.18000,36.0
16.57590,-3.18000,36.0
16.58550,-0.18000,36.0
16.59580,-0.18000,36.0
16.60520,2.82000,36.0
16.61570,-0.18000,36.0
16.62530,2.82000,36.0
16.63580,-0.18000,36.0
16.64520,-0.18000,36.0
16.65570,2.82000,36.0
16.66520,-0.18000,36.0
16.67570,2.82000,36.0
16.68520,2.82000,36.0
16.69570,-0.18000,36.0
16.70600,2.82000,36.0
16.71550,-0.18000,36.0
16.72600,-0.18000,36.0
16.73550,-0.18000,36.0
16.74590,-3.18000,36.0
16.75550,-0.18000,36.0
16.76600,-0.18000,36.0
16.77550,-0.18000,36.0
16.78580,-0.18000,36.0
16.79530,-0.18000,36.0
16.80570,-0.18000,36.0
16.81510,-0.18000,36.0
16.82550,2.82000,36.0
16.83600,2.82000,36.0
16.84550,-0.18000,36.0
16.85600,-0.18000,36.0
16.86550,-3.18000,36.0
16.87510,-3.18000,36.0
16.88560,-0.18000,36.0
16.89600,-3.18000,36.0
16.90550,-0.18000,36.0
16.91590,-0.18000,36.0
16.92550,-3.18000,36.0
16.93590,-0.18000,36.0
16.94540,-0.18000,36.0
16.95580,-0.18000,36.0
16.96520,-0.18000,36.0
16.97560,-3.18000,36.0
16.98510,-0.18000,36.0
16.99560,-0.18000,36.0
17.00590,-3.18000,36.0
17.01540,2.82000,36.0
17.02580,-0.18000,36.0
17.03530,-0.18000,36.0
17.04580,2.82000,36.0
17.05530,-0.18000,36.0
17.06570,2.82000,36.0
17.07520,-3.18000,36.0
17.08570,-0.18000,36.0
17.09530,-3.18000,36.0
17.10570,-0.18000,36.0
17.11520,2.82000,36.0
17.12560,-3.18000,36.0
17.13510,-0.18000,36.0
17.14540,-0.18000,36.0
17.15590,-3.18000,36.0
17.16530,-0.18000,36.0
17.17570,-0.18000,36.0
17.18520,-0.18000,36.0
17.19560,-3.18000,36.0
17.20510,-0.18000,36.0
17.21540,2.82000,36.0
17.22590,-0.18000,36.0
17.23540,-3.18000,36.0
17.24590,2.82000,36.0
17.25530,-0.18000,36.0
17.26570,-3.18000,36.0
17.27530,-3.18000,36.0
17.28570,-0.18000,36.0
17.29520,-0.18000,36.0
17.30570,-0.18000,36.0
17.31510,-0.18000,36.0
17.32540,-3.18000,36.0
17.33580,2.82000,36.0
17.34530,-0.18000,36.0
17.35570,-0.18000,36.0
17.36520,-0.18000,36.0
17.37560,-0.18000,36.0
17.38510,2.82000,36.0
17.39550,-0.18000,36.0
17.40590,2.82000,36.0
17.41530,-3.18000,36.0
17.42570,2.82000,36.0
17.43520,-0.18000,36.0
17.44560,-0.18000,36.0
17.45510,-0.18000,36.0
17.46550,-0.18000,36.0
17.47590,-0.18000,36.0
17.48530,-0.18000,36.0
17.49570,2.82000,36.0
17.50530,-0.18000,36.0
17.51560,-0.18000,36.0
17.52510,-0.18000,36.0
17.53540,-0.18000,36.0
17.54580,-0.18000,36.0
17.55520,-0.18000,36.0
17.56560,-0.18000,36.0
17.57500,-0.18000,36.0
17.58540,-0.18000,36.0
17.59580,-0.18000,36.0
17.60530,-0.18000,36.0
17.61570,-0.18000,36.0
17.62520,-0.18000,36.0
17.63550,-0.18000,36.0
17.64500,-0.18000,36.0
17.65540,-0.18000,36.0
17.66580,-0.18000,36.0
17.67530,-0.18000,36.0
17.68570,-0.18000,36.0
17.69520,-0.18000,36.0
17.70570,-0.18000,36.0
17.71530,-0.18000,36.0
17.72570,-0.18000,36.0
17.73510,-0.18000,36.0
17.74550,-0.18000,36.0
17.75490,-3.18000,36.0
17.76540,-0.18000,36.0
17.77580,-0.18000,36.0
17.78530,-3.18000,36.0
17.79570,-0.18000,36.0
17.80520,-0.18000,36.0
17.81560,-0.18000,36.0
17.82500,-0.18000,36.0
17.83540,-0.18000,36.0
17.84580,2.82000,36.0
17.85520,-0.18000,36.0
17.86560,-0.18000,36.0
17.87500,-3.18000,36.0
17.88550,-0.18000,36.0
17.89500,-0.18000,36.0
17.90550,-0.18000,36.0
17.91500,-0.18000,36.0
17.92530,-0.18000,36.0
17.93560,-3.18000,36.0
17.94510,-0.18000,36.0
17.95540,-0.18000,36.0
17.96490,-0.18000,36.0
17.97530,-0.18000,36.0
17.98560,-0.18000,36.0
17.99510,2.82000,36.0
18.00550,-0.18000,36.0
18.01510,-0.18000,36.0
18.02550,-0.18000,36.0
18.03500,-0.18000,36.0
18.04530,-0.18000,36.0
18.05480,2.82000,36.0
18.06530,-0.18000,36.0
18.07560,-0.18000,36.0
18.08510,-0.18000,36.0
18.09550,-3.18000,36.0
18.10500,-0.18000,36.0
18.11530,-0.18000,36.0
18.12570,-0.18000,36.0
18.13510,-0.18000,36.0
18.14550,-0.18000,36.0
18.15490,-0.18000,36.0
18.16530,-3.18000,36.0
18.17480,-0.18000,36.0
18.18530,-0.18000,36.0
18.19570,2.82000,36.0
18.20520,-0.18000,36.0
18.21560,-0.18000,36.0
18.22510,-0.18000,36.0
18.23550,-0.18000,36.0
18.24500,-0.18000,36.0
18.25540,-0.18000,36.0
18.26500,-0.18000,36.0
18.27540,-0.18000,36.0
18.28490,-0.18000,36.0
18.29530,-0.18000,36.0
18.30490,-0.18000,36.0
18.31530,-0.18000,36.0
18.32490,2.82000,36.0
18.33530,-0.18000,36.0
18.34480,-0.18000,36.0
18.35530,-0.18000,36.0
18.36480,-0.18000,36.0
18.37520,-0.18000,36.0
18.38470,-3.18000,36.0
18.39520,-0.18000,36.0
18.40560,-0.18000,36.0
18.41520,-0.18000,36.0
18.42570,-3.18000,36.0
18.43510,-3.18000,36.0
18.44550,-0.18000,36.0
18.45500,-0.18000,36.0
18.46540,-0.18000,36.0
18.47490,-3.18000,36.0
18.48540,-0.18000,36.0
18.49490,-3.18000,36.0
18.50540,-0.18000,36.0
18.51480,-3.18000,36.0
18.52530,-0.18000,36.0
18.53480,-3.18000,36.0
18.54510,-3.18000,36.0
18.55550,-3.18000,36.0
18.56500,-0.18000,36.0
18.57540,-0.18000,36.0
18.58490,-0.18000,36.0
18.59520,-0.18000,36.0
18.60480,-0.18000,36.0
18.61520,-0.18000,36.0
18.62470,-3.18000,36.0
18.63520,-0.18000,36.0
18.64550,-0.18000,36.0
18.65500,-3.18000,36.0
18.66550,-3.18000,36.0
18.67510,-0.18000,36.0
18.68550,-0.18000,36.0
18.69500,-3.18000,36.0
18.70540,-0.18000,36.0
18.71490,2.82000,36.0
18.72540,2.82000,36.0
18.73490,-0.18000,36.0
18.74530,2.82000,36.0
18.75480,-0.18000,36.0
18.76520,-0.18000,36.0
18.77480,-0.18000,36.0
18.78510,2.82000,36.0
18.79560,2.82000,36.0
18.80510,-0.18000,36.0
18.81550,-0.18000,36.0
18.82510,2.82000,36.0
18.83550,-0.18000,36.0
18.84510,-0.18000,36.0
18.85540,-0.18000,36.0
18.86490,-3.18000,36.0
18.87540,-0.18000,36.0
18.88490,-3.18000,36.0
18.89530,-0.18000,36.0
18.90490,2.82000,36.0
18.91530,-0.18000,36.0
18.92480,-3.18000,36.0
18.93520,-0.18000,36.0
18.94470,-0.18000,36.0
18.95510,-0.18000,36.0
18.96550,-3.18000,36.0
18.97500,-3.18000,36.0
18.98550,-0.18000,36.0
18.99490,-3.18000,36.0
19.00540,-0.18000,36.0
19.01490,-3.18000,36.0
19.02540,-0.18000,36.0
19.03490,-0.18000,36.0
19.04530,-3.18000,36.0
19.05480,-3.18000,36.0
19.06520,-0.18000,36.0
19.07460,-0.18000,36.0
19.08500,-0.18000,36.0
19.09540,-0.18000,36.0
19.10490,-0.18000,36.0
19.11530,-3.18000,36.0
19.12500,-3.18000,36.0
19.13540,-0.18000,36.0
19.14490,2.82000,36.0
19.15530,-0.18000,36.0
19.16480,-0.18000,36.0
19.17510,-0.18000,36.0
19.18460,-0.18000,36.0
19.19500,-0.18000,36.0
19.20540,-0.18000,36.0
19.21490,-0.18000,36.0
19.22530,2.82000,36.0
19.23480,-0.18000,36.0
19.24530,-0.18000,36.0
19.25470,-0.18000,36.0
19.26510,-0.18000,36.0
19.27460,2.82000,36.0
19.28500,-0.18000,36.0
19.29450,-3.18000,36.0
19.30500,-0.18000,36.0
19.31450,2.82000,36.0
19.32500,2.82000,36.0
19.33450,-0.18000,36.0
19.34500,-0.18000,36.0
19.35530,-0.18000,36.0
19.36480,-3.18000,36.0
19.37510,2.82000,36.0
19.38460,-0.18000,36.0
19.39510,-0.18000,36.0
19.40460,-0.18000,36.0
19.41500,-0.18000,36.0
19.42450,-0.18000,36.0
19.43500,-0.18000,36.0
19.44450,2.82000,36.0
19.45500,2.82000,36.0
19.46450,2.82000,36.0
19.47490,-0.18000,36.0
19.48530,-0.18000,36.0
19.49480,-0.18000,36.0
19.50520,-0.18000,36.0
19.51470,-3.18000,36.0
19.52520,2.82000,36.0
19.53470,-3.18000,36.0
19.54520,-3.18000,36.0
19.55470,-0.18000,36.0
19.56510,-0.18000,36.0
19.57460,-0.18000,36.0
19.58490,-3.18000,36.0
19.59450,-3.18000,36.0
19.60490,-0.18000,36.0
19.61450,-0.18000,36.0
19.62490,-0.18000,36.0
19.63530,-0.18000,36.0
19.64490,-0.18000,36.0
19.65450,-0.18000,36.0
19.66490,-0.18000,36.0
19.67520,2.82000,36.0
19.68470,2.82000,36.0
19.69510,-0.18000,36.0
19.70460,-0.18000,36.0
19.71500,2.82000,36.0
19.72460,-0.18000,36.0
19.73500,-0.18000,36.0
19.74460,-0.18000,36.0
19.75500,-0.18000,36.0
19.76460,2.82000,36.0
19.77500,-3.18000,36.0
19.78460,-0.18000,36.0
19.79500,-0.18000,36.0
19.80450,-0.18000,36.0
19.81490,2.82000,36.0
19.82450,-0.18000,36.0
19.83490,-0.18000,36.0
19.84440,2.82000,36.0
19.85490,-0.18000,36.0
19.86520,-0.18000,36.0
19.87460,2.82000,36.0
19.88500,-0.18000,36.0
19.89440,2.82000,36.0
19.90480,-0.18000,36.0
19.91510,-0.18000,36.0
19.92460,-0.18000,36.0
19.93500,-0.18000,36.0
19.94450,-0.18000,36.0
