#2023/10/02 19:41:33
time,fog,T
40.04900,-10.00000,30.5
40.05900,10.00000,30.5
40.06900,0.00000,30.5
40.07900,0.00000,30.5
40.08900,0.00000,30.5
40.09900,0.00000,30.5
40.10900,0.00000,30.5
40.12000,0.00000,30.5
40.12900,0.00000,30.5
40.13900,0.00000,30.5
40.14900,0.00000,30.5
40.15900,0.00000,30.5
40.16900,0.00000,30.5
40.17900,0.00000,30.5
40.18900,0.00000,30.5
40.19900,0.00000,30.5
40.20900,0.00000,30.5
40.21900,0.00000,30.5
40.22900,0.00000,30.5
40.23900,0.00000,30.5
40.24900,-10.00000,30.5
40.25900,0.00000,30.5
40.27000,0.00000,30.5
40.28000,0.00000,30.5
40.29000,10.00000,30.5
40.30000,0.00000,30.5
40.30900,0.00000,30.5
40.31900,0.00000,30.5
40.32900,0.00000,30.5
40.33900,0.00000,30.5
40.34900,0.00000,30.5
40.35900,-10.00000,30.5
40.36900,0.00000,30.5
40.37900,0.00000,30.5
40.38900,0.00000,30.5
40.40000,0.00000,30.5
40.40900,-10.00000,30.5
40.41900,0.00000,30.5
40.42900,0.00000,30.5
40.43900,0.00000,30.5
40.44900,10.00000,30.5
40.45900,0.00000,30.5
40.46900,0.00000,30.5
40.47900,0.00000,30.5
40.48900,10.00000,30.5
40.49900,0.00000,30.5
40.50900,0.00000,30.5
40.51900,0.00000,30.5
40.53000,0.00000,30.5
40.53900,0.00000,30.5
40.54900,0.00000,30.5
40.55900,0.00000,30.5
40.56900,0.00000,30.5
40.57900,0.00000,30.5
40.58900,-10.00000,30.5
40.59900,0.00000,30.5
40.60900,0.00000,30.5
40.61900,0.00000,30.5
40.62900,0.00000,30.5
40.63900,0.00000,30.5
40.64900,-10.00000,30.5
40.65900,0.00000,30.5
40.66900,0.00000,30.5
40.67900,-10.00000,30.5
40.68900,-10.00000,30.5
40.70000,0.00000,30.5
40.71000,0.00000,30.5
40.71900,0.00000,30.5
40.72900,0.00000,30.5
40.73900,0.00000,30.5
40.74900,0.00000,30.5
40.75900,0.00000,30.5
40.76900,0.00000,30.5
40.77900,0.00000,30.5
40.78900,0.00000,30.5
40.79900,0.00000,30.5
40.80900,0.00000,30.5
40.81900,10.00000,30.5
40.82900,-10.00000,30.5
40.83900,0.00000,30.5
40.84900,10.00000,30.5
40.86000,0.00000,30.5
40.87000,-10.00000,30.5
40.87900,0.00000,30.5
40.88900,10.00000,30.5
40.89900,10.00000,30.5
40.90900,0.00000,30.5
40.92000,-10.00000,30.5
40.92900,-10.00000,30.5
40.93900,0.00000,30.5
#2023/10/02 19:41:35
