#2021-03-09 16:12:06
0.00000,0.00095
0.00997,-0.00029
0.01995,0.00036
0.02994,-0.00185
0.03990,-0.00310
0.04988,-0.00319
0.05987,-0.00061
0.06981,-0.00114
0.07977,-0.00194
0.08975,-0.00239
0.09973,0.00342
0.10968,0.00879
0.11964,0.00223
0.12964,0.00194
0.13960,-0.00297
0.14958,-0.00596
0.15956,-0.00154
0.16953,-0.00355
0.17952,-0.00649
0.18949,-0.00034
0.19948,-0.00066
0.20945,0.00639
0.21943,0.00572
0.22940,0.00042
0.23939,-0.00311
0.24939,0.00021
0.25936,-0.00014
0.26934,-0.00209
0.27927,0.00009
0.28926,-0.00195
0.29924,0.00085
0.30921,0.00669
0.31918,0.00229
0.32915,-0.00528
0.33913,-0.00016
0.34907,-0.00137
0.35902,0.00009
0.36900,0.00064
0.37898,-0.00049
0.38896,0.00163
0.39889,-0.00125
0.40889,0.00465
0.41885,0.00004
0.42884,-0.00305
0.43881,-0.00255
0.44879,-0.00109
0.45879,0.00104
0.46877,0.00224
0.47875,0.00491
0.48873,-0.00641
0.49870,-0.00221
0.50868,0.00249
0.51866,0.00404
0.52863,0.00175
0.53861,0.00117
0.54861,-0.00047
0.55859,0.00188
0.56857,0.00438
0.57855,-0.00321
0.58853,-0.00267
0.59850,-0.00424
0.60846,0.00057
0.61844,-0.00015
0.62839,0.00304
0.63838,0.00193
0.64835,-0.00099
0.65829,-0.00043
0.66827,0.00395
0.67826,-0.00407
0.68823,-0.00644
0.69821,-0.00266
0.70814,-0.00004
0.71814,0.00038
0.72814,0.00282
0.73814,-0.00235
0.74813,-0.00024
0.75812,0.00288
0.76809,0.00307
0.77807,-0.00204
0.78805,-0.00070
0.79802,-0.00449
0.80800,-0.00284
0.81797,0.00340
0.82798,-0.00279
0.83796,-0.00112
0.84789,0.00038
0.85789,-0.00162
0.86788,0.00282
0.87787,-0.00274
0.88784,-0.00174
0.89778,0.00132
0.90773,0.00226
0.91772,0.00473
0.92769,0.00215
0.93767,-0.00206
0.94764,0.00229
0.95762,-0.00518
0.96760,0.00303
0.97761,0.00087
0.98758,-0.00412
0.99756,-0.00059
1.00754,0.00346
1.01752,0.00340
1.02749,-0.00044
1.03747,0.00076
1.04745,-0.00516
1.05743,-0.00715
1.06743,0.00560
1.07744,0.00044
1.08741,0.00424
1.09739,0.00061
1.10737,0.00103
1.11734,0.00146
1.12732,-0.00280
1.13727,-0.00659
1.14723,-0.00393
1.15718,-0.00072
1.16717,0.00120
1.17715,0.00038
1.18715,-0.00178
1.19713,0.00060
1.20706,0.00067
1.21706,0.00370
1.22703,-0.00022
1.23702,-0.00451
1.24700,-0.00232
1.25699,-0.00267
1.26697,0.00584
1.27694,-0.00160
1.28692,-0.00220
1.29690,-0.00187
1.30687,-0.00435
1.31685,0.00365
1.32683,0.00204
1.33680,0.00372
1.34678,0.00034
1.35675,0.00194
1.36673,0.00307
1.37672,0.00009
1.38672,-0.00251
1.39670,-0.00565
1.40668,0.00063
1.41665,0.00311
1.42663,0.00225
1.43660,-0.00022
1.44658,-0.00002
1.45655,0.00188
1.46653,0.00087
1.47654,-0.00351
1.48649,-0.00303
1.49647,-0.00175
1.50645,-0.00114
1.51642,0.00521
1.52640,0.00289
1.53637,0.00035
1.54634,0.00229
1.55636,-0.00336
1.56633,0.00400
1.57631,0.00426
1.58628,0.00065
1.59626,0.00193
1.60624,0.00314
1.61623,0.00035
1.62620,0.00041
1.63618,0.00294
1.64612,-0.00176
1.65611,0.00163
1.66610,0.00039
1.67605,-0.00051
1.68602,0.00154
1.69601,-0.00048
1.70598,-0.00138
1.71592,-0.00038
1.72591,0.00232
1.73589,-0.00487
1.74579,0.00220
1.75576,0.00043
1.76570,0.00399
1.77568,0.00399
1.78566,0.00031
1.79561,-0.00152
1.80560,-0.00325
1.81556,0.00300
1.82554,0.00079
1.83552,0.00305
1.84544,-0.00132
1.85541,0.00414
1.86540,0.00136
1.87537,0.00117
1.88535,0.00105
1.89532,-0.00389
1.90530,-0.00045
1.91528,-0.00186
1.92525,0.00831
1.93523,0.00046
1.94521,-0.00003
1.95518,-0.00102
1.96517,-0.00429
1.97513,0.00623
1.98513,-0.00175
1.99510,0.00908
2.00508,0.01003
2.01506,0.01793
2.02503,0.01593
2.03501,0.01059
2.04499,0.01322
2.05499,0.00469
2.06497,0.00173
2.07495,-0.00930
2.08493,-0.00396
2.09490,0.00076
2.10488,0.00466
2.11481,0.00535
2.12478,0.00936
2.13476,0.00779
2.14475,0.00669
2.15475,0.00482
2.16475,-0.00175
2.17475,-0.00188
2.18475,-0.00880
2.19475,-0.00458
2.20475,0.00076
2.21474,0.00567
2.22472,0.01126
2.23468,0.00701
2.24466,-0.00156
2.25464,-0.00776
2.26461,-0.00534
2.27459,-0.00539
2.28457,0.00195
2.29455,-0.00049
2.30452,0.00057
2.31450,0.00258
2.32448,0.00326
2.33446,0.00274
2.34443,-0.00431
2.35440,-0.00905
2.36441,-0.00996
2.37440,0.00152
2.38438,0.00276
2.39437,0.00278
2.40432,0.00572
2.41431,0.00560
2.42429,0.00168
2.43426,-0.00287
2.44424,-0.00444
2.45422,-0.00799
2.46419,-0.00119
2.47417,0.00845
2.48415,0.00361
2.49412,0.00274
2.50409,0.00145
2.51409,0.00111
2.52408,0.00068
2.53408,-0.00374
2.54405,-0.00102
2.55403,-0.00500
2.56401,0.00292
2.57398,0.00609
2.58399,0.00728
2.59397,0.00473
2.60394,-0.00090
2.61392,-0.00372
2.62390,-0.00056
2.63387,0.00043
2.64387,-0.00535
2.65386,-0.00126
2.66384,0.00106
2.67382,0.00620
2.68381,0.00224
2.69381,-0.00437
2.70379,-0.00489
2.71375,-0.00583
2.72374,0.00434
2.73372,0.00488
2.74370,-0.24870
2.75367,-0.03254
2.76366,0.05997
2.77363,0.00063
2.78362,0.04260
2.79361,0.04338
2.80360,-0.03624
2.81355,-0.01251
2.82352,-0.02852
2.83350,0.02264
2.84349,0.04424
2.85348,-0.01513
2.86343,0.00663
2.87342,0.00361
2.88342,-0.08603
2.89340,0.02691
2.90340,0.06387
2.91340,0.03659
2.92338,0.02882
2.93335,-0.02330
2.94333,0.02573
2.95330,-0.03066
2.96328,-0.02618
2.97326,-0.00565
2.98324,-0.02089
2.99324,-0.00933
3.00321,0.00236
3.01321,-0.12174
3.02321,0.00873
3.03319,0.04476
3.04315,-0.01968
3.05314,0.02993
3.06312,-0.00359
3.07310,0.02223
3.08309,-0.02103
3.09307,-0.00438
3.10305,-0.01132
3.11303,-0.00387
3.12297,-0.00854
3.13294,0.00257
3.14291,-0.00221
3.15286,0.00287
3.16282,0.00468
3.17276,-0.00256
3.18276,-0.01096
3.19274,-0.01389
3.20268,-0.01944
3.21266,-0.02167
3.22265,-0.01127
3.23263,-0.01144
3.24261,0.00008
3.25259,0.00692
3.26253,0.01329
3.27249,0.01399
3.28249,-0.00070
3.29247,0.00281
3.30243,0.00389
3.31241,0.00846
3.32239,-0.00533
3.33236,0.00841
3.34234,-0.02512
3.35232,-0.02060
