#2020-11-22 10:06:39
0.00,0.01110,-0.07674,1.01211,0.73248,-3.97523,-1.39629
0.01,0.01000,-0.07649,1.01309,0.97664,-4.03627,-1.37340
0.02,0.01183,-0.07503,1.01187,0.99953,-4.07442,-1.32762
0.03,0.01086,-0.07552,1.01065,0.84693,-4.02864,-1.35051
0.04,0.01061,-0.07515,1.01223,0.71722,-4.01338,-1.28947
0.05,0.01086,-0.07710,1.01248,0.88508,-4.08968,-1.35051
0.06,0.01049,-0.07686,1.01382,0.83167,-4.00575,-1.37340
0.07,0.01257,-0.07796,1.01248,0.86219,-4.00575,-1.25895
0.08,0.01061,-0.07564,1.01162,0.86982,-4.03627,-1.36577
0.09,0.01147,-0.07454,1.01089,0.76300,-4.06679,-1.31999
0.10,0.01135,-0.07454,1.01236,0.93086,-4.02864,-1.30473
0.11,0.01147,-0.07710,1.01236,0.99953,-3.96760,-1.31236
0.12,0.01098,-0.07808,1.01260,0.78589,-3.96760,-1.32762
0.13,0.01196,-0.07625,1.01382,0.90034,-3.92182,-1.38103
0.14,0.01147,-0.07674,1.01333,1.02242,-4.02864,-1.37340
0.15,0.01110,-0.07710,1.01309,0.93849,-4.05153,-1.38866
0.16,0.01025,-0.07698,1.01162,0.69433,-4.05153,-1.32762
0.17,0.01074,-0.07637,1.01211,0.67144,-3.87604,-1.34288
0.18,0.01037,-0.07613,1.01211,0.87745,-3.98286,-1.36577
0.19,0.01061,-0.07454,1.01211,0.99190,-4.03627,-1.38866
0.20,0.00988,-0.07552,1.01236,0.93849,-4.02101,-1.27421
0.21,0.00915,-0.07540,1.01150,0.75537,-3.95234,-1.37340
0.22,0.01074,-0.07796,1.01162,0.75537,-4.08968,-1.35051
0.23,0.01281,-0.07759,1.01236,0.93086,-4.00575,-1.32762
0.24,0.01098,-0.07662,1.01382,1.15213,-4.05153,-1.31236
0.25,0.01074,-0.07344,1.01260,1.02242,-4.06679,-1.23606
0.26,0.01220,-0.07686,1.01175,0.63329,-4.00575,-1.42681
0.27,0.01220,-0.07649,1.01077,0.66381,-3.99049,-1.39629
0.28,0.00964,-0.07613,1.01114,0.95375,-4.02101,-1.35814
0.29,0.01061,-0.07527,1.01101,1.22843,-4.05153,-1.21317
0.30,0.00976,-0.07491,1.01138,1.03005,-4.03627,-1.23606
0.31,0.01098,-0.07625,1.01272,0.63329,-4.03627,-1.26658
0.32,0.01147,-0.07686,1.01138,0.59514,-4.08968,-1.31999
0.33,0.01110,-0.07625,1.01101,0.99953,-3.98286,-1.35051
0.34,0.01037,-0.07552,1.01345,1.15213,-4.01338,-1.33525
0.35,0.00988,-0.07601,1.01297,0.94612,-4.02101,-1.37340
0.36,0.01122,-0.07698,1.01199,0.61803,-4.08968,-1.35814
0.37,0.01147,-0.07613,1.01028,0.57988,-3.99049,-1.30473
0.38,0.01037,-0.07613,1.01175,1.16739,-4.14309,-1.35051
0.39,0.00976,-0.07466,1.01211,1.25132,-4.02101,-1.34288
0.40,0.01037,-0.07503,1.01419,0.88508,-4.00575,-1.29710
0.41,0.01061,-0.07637,1.01223,0.48832,-4.02101,-1.27421
0.42,0.01049,-0.07710,1.01284,1.05294,-4.05916,-1.28184
0.43,0.01098,-0.07613,1.01211,1.44970,-3.99049,-1.31236
0.44,0.01074,-0.07442,1.01175,1.05294,-4.04390,-1.31236
0.45,0.01232,-0.07698,1.01236,0.51884,-3.89893,-1.37340
0.46,0.01220,-0.07723,1.01333,0.65618,-3.95997,-1.31999
0.47,0.01013,-0.07637,1.01077,0.96901,-4.10494,-1.29710
0.48,0.01061,-0.07552,1.01236,1.06820,-3.98286,-1.25895
0.49,0.01049,-0.07454,1.01236,0.78589,-4.05916,-1.32762
0.50,0.01013,-0.07564,1.01126,0.55699,-4.05153,-1.32762
0.51,0.00976,-0.07723,1.01199,0.87745,-3.97523,-1.30473
0.52,0.01196,-0.07662,1.01150,0.96901,-4.03627,-1.22843
0.53,0.00964,-0.07637,1.01309,0.80878,-4.06679,-1.39629
0.54,0.01061,-0.07662,1.01089,0.66381,-4.05153,-1.31999
0.55,0.01122,-0.07686,1.01138,0.70196,-3.97523,-1.28947
0.56,0.01342,-0.07527,1.01126,1.33525,-4.06679,-1.33525
0.57,0.01049,-0.07442,1.01138,1.50311,-4.04390,-1.33525
0.58,0.01098,-0.07588,1.01236,0.35098,-3.97523,-1.32762
0.59,0.01098,-0.07954,1.00955,-0.08393,-3.95234,-1.39629
0.60,0.01074,-0.08028,1.01248,1.10635,-4.02101,-1.26658
0.61,0.01122,-0.07527,1.01053,1.91513,-3.97523,-1.37340
0.62,0.01086,-0.07283,1.01187,0.80878,-4.02864,-1.28947
0.63,0.01013,-0.07552,1.01114,-0.48832,-4.05153,-1.28947
0.64,0.01110,-0.07967,1.01406,0.09156,-3.93708,-1.25895
0.65,0.01220,-0.07710,1.01101,1.89224,-4.03627,-1.36577
0.66,0.01074,-0.07332,1.01309,2.18981,-4.05916,-1.33525
0.67,0.01061,-0.07320,1.01175,0.57988,-4.04390,-1.35814
0.68,0.00976,-0.07857,1.01114,-0.40439,-3.99812,-1.23606
0.69,0.01122,-0.07869,1.00809,0.32046,-3.95997,-1.23606
0.70,0.01110,-0.07832,1.01053,1.88461,-4.02864,-1.41918
0.71,0.01086,-0.07235,1.01260,0.09919,-3.99812,-1.28184
0.72,0.01013,-0.07393,1.01297,-0.08393,-3.94471,-1.34288
0.73,0.01208,-0.07808,1.01028,-0.13734,-3.98286,-1.31999
0.74,0.01122,-0.07845,1.01053,1.12161,-3.96760,-1.28184
0.75,0.01025,-0.07613,1.01150,1.77779,-3.99812,-1.31236
0.76,0.01049,-0.07344,1.01345,1.06820,-4.02864,-1.42681
0.77,0.01049,-0.07662,1.01211,0.16786,-4.05916,-1.35051
0.78,0.01025,-0.07820,1.00955,0.20601,-3.95997,-1.31999
0.79,0.01061,-0.07710,1.01040,1.19028,-4.02101,-1.25895
0.80,0.00939,-0.07479,1.01309,1.58704,-4.05153,-1.30473
0.81,0.01086,-0.07588,1.01162,0.87745,-3.95997,-1.37340
0.82,0.01171,-0.07747,1.01358,0.36624,-3.98286,-1.33525
0.83,0.01159,-0.07759,1.01345,0.90797,-3.99812,-1.31999
0.84,0.01074,-0.07503,1.01077,1.35051,-4.02101,-1.42681
0.85,0.01135,-0.07491,1.01211,0.98427,-4.02864,-1.33525
0.86,0.01269,-0.07540,1.01187,0.59514,-4.06679,-1.31999
0.87,0.01135,-0.07820,1.01370,0.51121,-3.99812,-1.27421
0.88,0.01086,-0.07698,1.01114,1.02242,-4.02864,-1.37340
0.89,0.01122,-0.07625,1.01175,1.16739,-3.95234,-1.36577
0.90,0.01135,-0.07564,1.01187,0.85456,-4.02101,-1.26658
0.91,0.01122,-0.07771,1.01150,0.61803,-4.03627,-1.28947
0.92,0.01147,-0.07808,1.01248,0.93849,-4.04390,-1.35814
0.93,0.01147,-0.07649,1.01187,1.11398,-3.99812,-1.29710
0.94,0.01122,-0.07613,1.01211,0.99190,-3.95997,-1.30473
0.95,0.01159,-0.07588,1.01236,0.70959,-4.05916,-1.27421
0.96,0.01110,-0.07723,1.01528,0.75537,-3.99049,-1.38103
0.97,0.01135,-0.07613,1.01321,0.98427,-3.95234,-1.25895
0.98,0.01074,-0.07454,1.01284,1.07583,-3.99049,-1.36577
0.99,0.01037,-0.07601,1.01175,0.98427,-3.99812,-1.36577
1.00,0.01122,-0.07601,1.01223,0.63329,-3.89130,-1.22843
1.01,0.01110,-0.07674,1.01333,0.76300,-4.02864,-1.30473
1.02,0.01196,-0.07601,1.01138,0.98427,-4.01338,-1.33525
1.03,0.01159,-0.07637,1.01382,1.04531,-4.13546,-1.32762
1.04,0.00878,-0.07613,1.01187,0.73248,-4.01338,-1.31999
1.05,0.01074,-0.07698,1.01333,0.70959,-4.02864,-1.31999
1.06,0.01074,-0.07430,1.01236,0.96901,-3.95997,-1.28184
1.07,0.01110,-0.07576,1.01370,0.99190,-3.92945,-1.33525
1.08,0.00964,-0.07662,1.01236,0.85456,-4.04390,-1.28184
1.09,0.00988,-0.07588,1.01272,0.64092,-4.02101,-1.27421
1.10,0.01110,-0.07576,1.01101,0.73248,-4.08205,-1.26658
1.11,0.01000,-0.07796,1.01272,0.80115,-4.02864,-1.38866
1.12,0.01135,-0.07735,1.01260,0.96138,-4.06679,-1.44970
1.13,0.01013,-0.07564,1.01321,0.93849,-4.02864,-1.34288
1.14,0.01074,-0.07662,1.01211,0.77826,-3.96760,-1.31999
1.15,0.00988,-0.07771,1.01138,0.82404,-4.11257,-1.40392
1.16,0.01037,-0.07771,1.01260,0.96901,-4.03627,-1.30473
1.17,0.01159,-0.07625,1.01199,1.04531,-4.04390,-1.34288
1.18,0.01147,-0.07637,1.01065,0.90034,-4.02864,-1.35814
1.19,0.01025,-0.07393,1.01284,0.82404,-4.09731,-1.26658
1.20,0.01122,-0.07503,1.01260,0.73248,-3.99812,-1.32762
1.21,0.01110,-0.07601,1.01272,0.91560,-3.95234,-1.36577
1.22,0.01135,-0.07576,1.01455,0.91560,-4.02101,-1.34288
1.23,0.01159,-0.07649,1.01492,1.01479,-4.09731,-1.43444
1.24,0.01122,-0.07649,1.01406,0.86982,-4.01338,-1.37340
1.25,0.01013,-0.07759,1.01345,0.80878,-4.00575,-1.30473
1.26,0.01049,-0.07637,1.01333,0.80878,-4.05153,-1.40392
1.27,0.01049,-0.07613,1.01260,0.90797,-4.02101,-1.28947
1.28,0.00976,-0.07613,1.01101,0.91560,-4.01338,-1.25132
1.29,0.01074,-0.07601,1.01248,0.87745,-4.12020,-1.38866
1.30,0.00939,-0.07479,1.01236,0.82404,-4.03627,-1.28184
1.31,0.01110,-0.07564,1.01175,0.86219,-4.01338,-1.31236
1.32,0.01135,-0.07552,1.01406,0.83167,-3.97523,-1.29710
1.33,0.01135,-0.07637,1.01309,0.85456,-3.95997,-1.31236
1.34,0.01061,-0.07540,1.01101,0.92323,-4.05916,-1.32762
1.35,0.01098,-0.07576,1.01284,0.92323,-4.05153,-1.26658
1.36,0.01110,-0.07662,1.01333,0.89271,-4.05916,-1.35051
1.37,0.01061,-0.07649,1.01345,0.82404,-4.07442,-1.19028
1.38,0.01220,-0.07601,1.01321,0.94612,-4.00575,-1.27421
1.39,0.00854,-0.07723,1.01443,0.84693,-4.04390,-1.38103
1.40,0.01098,-0.07527,1.01260,0.86982,-4.08205,-1.33525
1.41,0.01147,-0.07686,1.01211,0.78589,-3.95234,-1.23606
1.42,0.01037,-0.07527,1.01443,0.96138,-4.15072,-1.41155
1.43,0.00988,-0.07491,1.01199,0.85456,-3.99812,-1.32762
1.44,0.01037,-0.07747,1.01272,0.88508,-4.05153,-1.33525
1.45,0.01074,-0.07564,1.01480,0.87745,-4.01338,-1.28184
1.46,0.01061,-0.07601,1.01321,0.84693,-3.99049,-1.28184
1.47,0.00854,-0.07491,1.01321,0.90034,-4.03627,-1.25132
1.48,0.01061,-0.07527,1.01528,0.86219,-4.00575,-1.31236
1.49,0.01208,-0.07515,1.01065,0.90034,-4.05153,-1.39629
1.50,0.01110,-0.07662,1.01345,0.80878,-4.03627,-1.33525
1.51,0.01196,-0.07576,1.01260,0.90034,-4.01338,-1.33525
1.52,0.00988,-0.07527,1.01382,0.86219,-3.99049,-1.33525
1.53,0.01098,-0.07662,1.01492,0.92323,-4.00575,-1.33525
1.54,0.01098,-0.07576,1.01443,0.82404,-3.97523,-1.29710
1.55,0.00830,-0.07747,1.01467,0.91560,-4.02864,-1.44207
1.56,0.01074,-0.07796,1.01236,0.88508,-3.92182,-1.36577
1.57,0.01013,-0.07710,1.01236,0.75537,-4.08205,-1.24369
1.58,0.00964,-0.07686,1.01626,0.99190,-3.98286,-1.24369
1.59,0.01110,-0.07771,1.01150,0.97664,-4.08205,-1.37340
1.60,0.01098,-0.07686,1.01528,0.87745,-4.05153,-1.41155
1.61,0.01049,-0.07674,1.01480,0.83930,-3.98286,-1.22843
1.62,0.01061,-0.07698,1.01480,1.05294,-4.11257,-1.32762
1.63,0.01159,-0.07601,1.01626,0.88508,-4.05916,-1.31236
1.64,0.01049,-0.07649,1.01492,0.83930,-4.05916,-1.35814
1.65,0.01122,-0.07723,1.01284,0.81641,-4.00575,-1.31236
1.66,0.01159,-0.07796,1.01321,0.86982,-3.99049,-1.29710
1.67,0.01147,-0.07576,1.01333,0.86982,-4.02864,-1.31236
1.68,0.00952,-0.07637,1.01528,0.78589,-4.02864,-1.37340
1.69,0.00988,-0.07649,1.01504,0.83167,-4.02101,-1.44970
1.70,0.00964,-0.07613,1.01480,0.97664,-4.02864,-1.24369
1.71,0.01061,-0.07576,1.01272,0.97664,-4.00575,-1.30473
1.72,0.01025,-0.07674,1.01333,0.71722,-3.97523,-1.36577
1.73,0.00988,-0.07442,1.01345,0.86219,-3.91419,-1.35814
1.74,0.01013,-0.07625,1.01443,0.88508,-4.08968,-1.35051
1.75,0.01098,-0.07564,1.01370,0.99953,-4.03627,-1.38866
1.76,0.01135,-0.07698,1.01480,0.86219,-4.03627,-1.39629
1.77,0.01171,-0.07552,1.01443,0.86219,-4.02864,-1.32762
1.78,0.01049,-0.07479,1.01309,0.77826,-4.03627,-1.31236
1.79,0.01037,-0.07735,1.01394,0.80115,-4.05153,-1.28947
1.80,0.01110,-0.07491,1.01309,0.93086,-4.06679,-1.35814
1.81,0.01061,-0.07576,1.01284,0.90797,-4.08968,-1.25132
1.82,0.01171,-0.07503,1.01443,0.77063,-4.02101,-1.31236
1.83,0.01049,-0.07686,1.01370,0.79352,-3.97523,-1.33525
1.84,0.01171,-0.07649,1.01309,0.90797,-4.11257,-1.48022
1.85,0.01159,-0.07674,1.01528,0.87745,-4.08968,-1.29710
1.86,0.01196,-0.07503,1.01394,0.86219,-4.00575,-1.24369
1.87,0.01159,-0.07540,1.01199,0.93086,-4.02101,-1.31999
1.88,0.01000,-0.07540,1.01272,0.86219,-3.97523,-1.37340
1.89,0.01086,-0.07588,1.01248,0.77063,-3.99812,-1.33525
1.90,0.01049,-0.07637,1.01443,0.70196,-4.02101,-1.35814
1.91,0.01135,-0.07613,1.01199,0.98427,-4.03627,-1.30473
1.92,0.01037,-0.07540,1.01443,0.83167,-3.98286,-1.35051
1.93,0.01013,-0.07527,1.01431,0.69433,-4.03627,-1.29710
1.94,0.01110,-0.07893,1.01541,0.67907,-4.02864,-1.29710
1.95,0.00891,-0.07588,1.01309,1.03768,-4.01338,-1.30473
1.96,0.00988,-0.07723,1.01492,0.97664,-3.98286,-1.32762
1.97,0.01098,-0.07491,1.01541,0.81641,-4.02864,-1.24369
1.98,0.01171,-0.07527,1.01284,0.83167,-4.09731,-1.35051
1.99,0.01159,-0.07613,1.01162,0.91560,-4.06679,-1.34288
2.00,0.01037,-0.07662,1.01370,1.10635,-4.01338,-1.31236
2.01,0.01025,-0.07674,1.01504,0.85456,-4.03627,-1.30473
2.02,0.01013,-0.07588,1.01443,0.77063,-4.09731,-1.38103
2.03,0.00988,-0.07784,1.01443,0.96138,-3.99812,-1.38866
2.04,0.01147,-0.07527,1.01345,0.99190,-4.08205,-1.31999
2.05,0.01025,-0.07576,1.01602,1.05294,-4.04390,-1.24369
2.06,0.01025,-0.07515,1.01565,0.89271,-4.00575,-1.35051
2.07,0.01013,-0.07698,1.01406,0.69433,-4.06679,-1.31236
2.08,0.01183,-0.07649,1.01528,0.84693,-4.05916,-1.31236
2.09,0.01110,-0.07564,1.01260,0.83930,-3.97523,-1.31999
2.10,0.00976,-0.07527,1.01480,0.87745,-3.95997,-1.33525
2.11,0.01061,-0.07588,1.01431,0.73248,-4.01338,-1.28184
2.12,0.00939,-0.07686,1.01467,0.80878,-3.99812,-1.41918
2.13,0.01049,-0.07710,1.01467,0.93086,-3.98286,-1.27421
2.14,0.01122,-0.07564,1.01309,0.89271,-4.03627,-1.28947
2.15,0.01122,-0.07674,1.01504,0.84693,-4.03627,-1.31236
2.16,0.01037,-0.07552,1.01553,0.77063,-4.02101,-1.36577
2.17,0.01061,-0.07540,1.01309,0.85456,-3.97523,-1.25132
2.18,0.01135,-0.07625,1.01467,0.81641,-3.95234,-1.31999
2.19,0.01098,-0.07576,1.01406,0.93086,-3.97523,-1.33525
2.20,0.01013,-0.07625,1.01211,0.89271,-4.14309,-1.25895
2.21,0.01025,-0.07710,1.01516,0.86219,-3.99812,-1.32762
2.22,0.00903,-0.07710,1.01577,0.74774,-4.08968,-1.47259
2.23,0.01025,-0.07735,1.01675,0.90797,-3.98286,-1.33525
2.24,0.01074,-0.07491,1.01260,0.94612,-4.02864,-1.32762
2.25,0.01244,-0.07601,1.01528,0.94612,-4.01338,-1.28947
2.26,0.01037,-0.07442,1.01260,0.90797,-3.99049,-1.32762
2.27,0.01098,-0.07686,1.01736,0.61040,-4.01338,-1.30473
2.28,0.01098,-0.07491,1.01321,0.90797,-3.95234,-1.28184
2.29,0.01013,-0.07527,1.01358,0.90797,-3.98286,-1.53363
2.30,0.01049,-0.07454,1.01345,1.00716,-3.99049,-1.31999
2.31,0.00952,-0.07674,1.01565,0.92323,-4.10494,-1.32762
2.32,0.01086,-0.07564,1.01382,0.75537,-3.94471,-1.28184
2.33,0.00952,-0.07674,1.01553,0.83930,-4.08968,-1.36577
2.34,0.01098,-0.07613,1.01358,1.01479,-3.99812,-1.34288
2.35,0.00988,-0.07503,1.01455,0.90797,-3.95997,-1.39629
2.36,0.00939,-0.07649,1.01565,0.72485,-3.99049,-1.36577
2.37,0.01098,-0.07613,1.01528,0.64855,-3.99049,-1.26658
2.38,0.01025,-0.07503,1.01504,0.83930,-4.05153,-1.42681
2.39,0.01159,-0.07625,1.01394,1.04531,-4.08968,-1.37340
2.40,0.01000,-0.07637,1.01419,0.88508,-3.99049,-1.30473
2.41,0.01061,-0.07527,1.01370,0.83930,-3.99049,-1.42681
2.42,0.01074,-0.07698,1.01480,0.69433,-3.98286,-1.41918
2.43,0.01159,-0.07588,1.01467,1.01479,-3.93708,-1.38103
2.44,0.01086,-0.07454,1.01309,0.92323,-3.92945,-1.35051
2.45,0.01037,-0.07576,1.01541,0.97664,-3.99812,-1.32762
2.46,0.01147,-0.07637,1.01394,0.73248,-3.99049,-1.27421
2.47,0.01000,-0.07698,1.01614,0.83930,-4.09731,-1.28184
2.48,0.01098,-0.07686,1.01528,0.90797,-4.02101,-1.26658
2.49,0.00976,-0.07479,1.01382,0.93086,-4.08968,-1.42681
2.50,0.00878,-0.07418,1.01358,0.93086,-4.00575,-1.34288
2.51,0.01086,-0.07601,1.01248,0.75537,-4.01338,-1.35051
2.52,0.01122,-0.07479,1.01565,0.76300,-3.90656,-1.46496
2.53,0.01061,-0.07552,1.01406,0.81641,-4.05916,-1.38103
2.54,0.01013,-0.07466,1.01358,0.98427,-4.00575,-1.35051
2.55,0.01025,-0.07503,1.01504,0.99953,-4.05916,-1.31999
2.56,0.01074,-0.07503,1.01663,0.80878,-4.01338,-1.40392
