#2021-03-09 17:43:16
0.00000,-0.00076,0.00000,-0.04033,0.01880
0.01000,0.00438,0.00000,-0.04189,0.01847
0.01999,0.00209,0.00000,-0.04047,0.01881
0.02998,-0.00015,0.00000,-0.04059,0.01905
0.03994,-0.00460,0.00000,-0.04087,0.01870
0.04993,0.00350,0.00000,-0.04045,0.01805
0.05994,0.00705,0.00000,-0.04145,0.01864
0.06993,0.00561,0.00000,-0.04000,0.01806
0.07993,0.00497,0.00000,-0.04097,0.01847
0.08994,-0.00095,0.00000,-0.04053,0.01905
0.09992,-0.00008,0.00000,-0.04036,0.01825
0.10992,-0.00260,0.00000,-0.04145,0.01844
0.11991,0.00217,0.00000,-0.04089,0.01842
0.12991,0.00304,0.00000,-0.04095,0.01903
0.13990,0.00095,0.00000,-0.04056,0.01852
0.14989,0.00804,0.00000,-0.04153,0.01853
0.15988,0.00444,0.00000,-0.04079,0.01821
0.16989,0.00327,0.00000,-0.04044,0.01788
0.17990,-0.00291,0.00000,-0.04106,0.01817
0.18989,0.00258,0.00000,-0.04025,0.01895
0.19988,0.00449,0.00000,-0.04128,0.01830
0.20987,0.00598,0.00000,-0.04106,0.01803
0.21987,0.00078,0.00000,-0.04044,0.01841
0.22987,-0.00196,0.00000,-0.04089,0.01853
0.23986,0.00059,0.00000,-0.04039,0.01880
0.24987,-0.00006,0.00000,-0.04134,0.01827
0.25987,0.00813,0.00000,-0.04048,0.01903
0.26986,0.00003,0.00000,-0.04084,0.01808
0.27986,0.00468,0.00000,-0.04090,0.01839
0.28985,0.00075,0.00000,-0.04029,0.01895
0.29987,0.00006,0.00000,-0.04153,0.01808
0.30987,0.00122,0.00000,-0.04031,0.01838
0.31985,0.00522,0.00000,-0.04145,0.01881
0.32985,0.00388,0.00000,-0.04020,0.01941
0.33987,0.00174,0.00000,-0.04064,0.01831
0.34985,0.00519,0.00000,-0.04178,0.01839
0.35985,0.00501,0.00000,-0.03984,0.01842
0.36985,-0.00054,0.00000,-0.04148,0.01760
0.37985,0.00502,0.00000,-0.04058,0.01892
0.38985,0.00139,0.00000,-0.04086,0.01881
0.39984,0.00307,0.00000,-0.04109,0.01866
0.40985,0.00358,0.00000,-0.04081,0.01789
0.41986,0.00362,0.00000,-0.04118,0.01866
0.42987,-0.00056,0.00000,-0.03914,0.01878
0.43987,-0.00015,0.00000,-0.04200,0.01791
0.44986,0.00411,0.00000,-0.04073,0.01909
0.45986,0.00802,0.00000,-0.04122,0.01824
0.46985,0.00150,0.00000,-0.04097,0.01869
0.47984,0.00038,0.00000,-0.04040,0.01836
0.48986,-0.00158,0.00000,-0.04118,0.01900
0.49986,0.00049,0.00000,-0.04005,0.01866
0.50983,0.00473,0.00000,-0.04231,0.01761
0.51981,0.00215,0.00000,-0.04033,0.01905
0.52981,0.00183,0.00000,-0.04087,0.01831
0.53982,0.00053,0.00000,-0.04136,0.01853
0.54982,0.00123,0.00000,-0.04051,0.01855
0.55981,0.00163,0.00000,-0.04175,0.01883
0.56981,0.00243,0.00000,-0.03980,0.01842
0.57980,0.00107,0.00000,-0.04175,0.01830
0.58979,0.00368,0.00000,-0.04019,0.01939
0.59981,-0.00052,0.00000,-0.04084,0.01783
0.60981,0.00719,0.00000,-0.04167,0.01796
0.61981,0.00690,0.00000,-0.03990,0.01847
0.62979,-0.00188,0.00000,-0.04103,0.01872
0.63981,0.00023,0.00000,-0.04009,0.01875
0.64979,0.00420,0.00000,-0.04204,0.01849
0.65981,0.00355,0.00000,-0.04050,0.01903
0.66975,0.00176,0.00000,-0.04075,0.01730
0.67976,-0.00065,0.00000,-0.04122,0.01866
0.68977,-0.00100,0.00000,-0.03992,0.01880
0.69977,0.00241,0.00000,-0.04168,0.01824
0.70976,0.00714,0.00000,-0.04067,0.01864
0.71975,0.00492,0.00000,-0.04120,0.01858
0.72976,0.00060,0.00000,-0.04011,0.01928
0.73974,-0.00224,0.00000,-0.04075,0.01824
0.74974,0.00075,0.00000,-0.04187,0.01872
0.75973,0.00291,0.00000,-0.04006,0.01872
0.76972,0.00545,0.00000,-0.04175,0.01813
0.77972,0.00510,0.00000,-0.04040,0.01847
0.78972,0.00180,0.00000,-0.04051,0.01855
0.79973,-0.00088,0.00000,-0.04079,0.01783
0.80972,-0.00055,0.00000,-0.04081,0.01747
0.81971,0.00155,0.00000,-0.04154,0.01917
0.82971,-0.00333,0.00000,-0.04005,0.01905
0.83972,-0.00304,0.00000,-0.04167,0.01860
0.84973,0.00264,0.00000,-0.04137,0.01903
0.85974,0.00474,0.00000,-0.04061,0.01892
0.86976,0.00146,0.00000,-0.04064,0.01810
0.87977,-0.00159,0.00000,-0.04019,0.01822
0.88975,-0.00029,0.00000,-0.04065,0.01881
0.89975,0.00300,0.00000,-0.04078,0.01771
0.90974,0.00552,0.00000,-0.04153,0.01825
0.91973,0.00294,0.00000,-0.04140,0.01942
0.92972,-0.00073,0.00000,-0.04026,0.01980
0.93972,0.00254,0.00000,-0.04170,0.01923
0.94971,0.00753,0.00000,-0.04123,0.01939
0.95970,0.01014,0.00000,-0.04090,0.01780
0.96972,0.01390,0.00000,-0.04025,0.01635
0.97972,0.01034,0.00000,-0.03964,0.01638
0.98971,0.00394,0.00000,-0.03953,0.01660
0.99970,-0.00066,0.00000,-0.04028,0.01654
1.00970,-0.00925,0.00000,-0.04165,0.01705
1.01969,-0.00654,0.00000,-0.04009,0.02006
1.02968,-0.00576,0.00000,-0.04137,0.02432
1.03967,-0.00020,0.00000,-0.04087,0.01938
1.04966,0.00096,0.00000,-0.04100,0.01752
1.05966,0.01137,0.00000,-0.04139,0.01861
1.06965,0.02056,0.00000,-0.03881,0.01460
1.07965,0.02033,0.00000,-0.04190,0.01427
1.08964,0.00723,0.00000,-0.04006,0.01778
1.09963,-0.00327,0.00000,-0.03945,0.01897
1.10958,-0.00808,0.00000,-0.04235,0.01919
1.11959,-0.00806,0.00000,-0.04157,0.02078
1.12961,-0.00466,0.00000,-0.04103,0.02006
1.13960,0.00357,0.00000,-0.04001,0.01875
1.14959,0.01475,0.00000,-0.04195,0.01736
1.15959,0.01337,0.00000,-0.03928,0.01700
1.16958,0.01004,0.00000,-0.04033,0.01632
1.17959,-0.00316,0.00000,-0.04170,0.01791
1.18960,-0.00761,0.00000,-0.03919,0.01934
1.19959,-0.00704,0.00000,-0.04190,0.01847
1.20961,0.00394,0.00000,-0.04081,0.01941
1.21960,0.00505,0.00000,-0.04151,0.01830
1.22959,0.00417,0.00000,-0.04068,0.01895
1.23955,0.00250,0.00000,-0.04019,0.01771
1.24955,0.00390,0.00000,-0.04175,0.01847
1.25954,0.00609,0.00000,-0.03941,0.01827
1.26956,0.00632,0.00000,-0.04176,0.01767
1.27955,0.00731,0.00000,-0.03986,0.01905
1.28955,0.00487,0.00000,-0.04089,0.01805
1.29954,0.00289,0.00000,-0.04059,0.01816
1.30953,0.00038,0.00000,-0.04058,0.01683
1.31952,-0.00583,0.00000,-0.04178,0.01878
1.32954,-0.00412,0.00000,-0.03936,0.01891
1.33954,0.00251,0.00000,-0.04198,0.01866
1.34953,0.00527,0.00000,-0.04059,0.01934
1.35952,0.00416,0.00000,-0.04092,0.01767
1.36952,0.00582,0.00000,-0.04045,0.01791
1.37951,0.00496,0.00000,-0.03948,0.01814
1.38951,0.00109,0.00000,-0.04148,0.01841
1.39951,0.00469,0.00000,-0.03998,0.01803
1.40950,0.00424,0.00000,-0.04178,0.01800
1.41949,0.00215,0.00000,-0.04029,0.01913
1.42950,0.00184,0.00000,-0.04033,0.01808
1.43951,-0.00296,0.00000,-0.04129,0.01889
1.44951,-0.00233,0.00000,-0.04028,0.01867
1.45951,0.00416,0.00000,-0.04176,0.01839
1.46950,0.00110,0.00000,-0.04014,0.01835
1.47951,0.00726,0.00000,-0.04100,0.01814
1.48948,0.00335,0.00000,-0.04019,0.01852
1.49948,0.00484,0.00000,-0.04051,0.01728
1.50947,0.00208,0.00000,-0.04109,0.01800
1.51946,-0.00160,0.00000,-0.03998,0.01861
1.52947,0.00001,0.00000,-0.04156,0.01903
1.53946,-0.00300,0.00000,-0.04053,0.01892
1.54946,0.00471,0.00000,-0.04156,0.01842
1.55947,0.00455,0.00000,-0.04097,0.01835
1.56948,-0.00032,0.00000,-0.03956,0.01791
1.57947,0.00116,0.00000,-0.04101,0.01869
1.58947,0.00510,0.00000,-0.03970,0.01850
1.59946,0.00629,0.00000,-0.04136,0.01799
1.60945,0.00343,0.00000,-0.04118,0.01803
1.61947,0.00207,0.00000,-0.04058,0.01842
1.62943,-0.00385,0.00000,-0.04083,0.01799
1.63944,-0.00248,0.00000,-0.03984,0.01905
1.64942,-0.00237,0.00000,-0.04159,0.01913
1.65942,0.00411,0.00000,-0.04050,0.01816
1.66943,0.00633,0.00000,-0.04093,0.01833
1.67943,0.00079,0.00000,-0.04101,0.01841
1.68942,0.00269,0.00000,-0.04015,0.01786
1.69943,-0.00160,0.00000,-0.04128,0.01761
1.70944,0.00150,0.00000,-0.03997,0.01836
1.71943,0.00289,0.00000,-0.04092,0.01816
1.72942,0.00039,0.00000,-0.04089,0.01895
1.73942,-0.00212,0.00000,-0.04090,0.01864
1.74941,0.00167,0.00000,-0.04111,0.01867
1.75943,0.00377,0.00000,-0.04039,0.01805
1.76943,0.00282,0.00000,-0.04154,0.01758
1.77942,0.00347,0.00000,-0.03973,0.01889
1.78941,0.00465,0.00000,-0.04120,0.01816
1.79940,0.00751,0.00000,-0.04104,0.01856
1.80939,-0.00067,0.00000,-0.04026,0.01852
1.81939,-0.00021,0.00000,-0.04146,0.01810
1.82938,-0.00272,0.00000,-0.03942,0.01869
1.83936,0.00104,0.00000,-0.04184,0.01849
1.84936,0.00271,0.00000,-0.04039,0.01931
1.85935,0.00834,0.00000,-0.04129,0.01769
1.86934,0.00288,0.00000,-0.04097,0.01853
1.87932,0.00051,0.00000,-0.03961,0.01878
1.88928,-0.00422,0.00000,-0.04154,0.01802
1.89929,0.00021,0.00000,-0.03969,0.01813
1.90930,0.00388,0.00000,-0.04190,0.01786
1.91931,0.00464,0.00000,-0.04023,0.01845
1.92931,0.00172,0.00000,-0.04045,0.01777
1.93930,-0.00076,0.00000,-0.04122,0.01944
1.94930,0.00181,0.00000,-0.04005,0.01847
1.95929,-0.00119,0.00000,-0.04170,0.01778
1.96928,-0.00198,0.00000,-0.03972,0.01892
1.97927,0.00145,0.00000,-0.04117,0.01849
1.98927,0.00427,0.00000,-0.04036,0.01861
1.99926,0.00313,0.00000,-0.04136,0.01747
2.00928,0.00583,0.00000,-0.04106,0.01853
2.01924,-0.00104,0.00000,-0.03970,0.01758
2.02921,0.00093,0.00000,-0.04159,0.01833
2.03921,-0.00369,0.00000,-0.03944,0.01970
2.04920,0.00434,0.00000,-0.04171,0.01811
2.05920,0.00248,0.00000,-0.04093,0.01828
2.06918,0.00002,0.00000,-0.04056,0.01800
2.07918,-0.00041,0.00000,-0.04123,0.01867
2.08917,-0.00139,0.00000,-0.03983,0.01786
2.09916,0.00530,0.00000,-0.04179,0.01842
2.10915,0.00391,0.00000,-0.03972,0.01920
2.11911,0.00473,0.00000,-0.04128,0.01764
2.12908,-0.00131,0.00000,-0.04067,0.01839
2.13907,-0.00295,0.00000,-0.04003,0.01847
2.14908,-0.00148,0.00000,-0.04156,0.01830
2.15907,-0.00307,0.00000,-0.04006,0.01755
2.16906,0.00318,0.00000,-0.04170,0.01891
2.17908,0.00218,0.00000,-0.04011,0.01950
2.18908,0.00283,0.00000,-0.04081,0.01814
2.19908,0.00011,0.00000,-0.04151,0.01856
2.20906,0.00176,0.00000,-0.04031,0.01808
2.21905,0.00139,0.00000,-0.04134,0.01771
2.22905,0.00168,0.00000,-0.04005,0.01830
2.23904,0.00548,0.00000,-0.04122,0.01953
2.24903,0.00253,0.00000,-0.04065,0.01892
2.25902,-0.00135,0.00000,-0.04122,0.01811
2.26903,-0.00248,0.00000,-0.04075,0.01897
2.27902,-0.00089,0.00000,-0.03961,0.01825
2.28901,-0.00113,0.00000,-0.04176,0.01805
2.29896,0.00310,0.00000,-0.04042,0.01821
2.30895,0.01077,0.00000,-0.04072,0.01833
