#2025/12/18 16:45:13
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw,gps_status_code
17.717,0.03853,-0.02369,-0.00412,-0.01153,0.06154,-9.80224,30.5,-0.06459,-0.34616,359.94809,1
17.727,-0.03170,0.03648,-0.00673,-0.01174,0.06199,-9.79154,30.5,-0.08013,-0.36004,359.94806,1
17.737,-0.01414,0.03821,-0.00457,-0.01182,0.05624,-9.79037,30.5,-0.06175,-0.34997,359.94800,1
17.747,0.05918,-0.00373,-0.00205,-0.01194,0.05703,-9.79582,30.5,-0.07698,-0.36701,359.94797,1
17.757,0.04251,0.04449,-0.00287,-0.01501,0.05733,-9.80375,30.5,-0.06683,-0.34623,359.94791,1
17.767,0.05744,0.17058,-0.00468,-0.01314,0.05448,-9.80093,30.5,-0.08177,-0.36321,359.94788,1
17.777,-0.00203,0.06779,-0.00323,-0.01248,0.06229,-9.79988,30.5,-0.06994,-0.34317,283.61093,0
17.787,-0.04638,-0.03611,-0.00410,-0.00336,0.05944,-9.80252,30.5,-0.07737,-0.36436,283.61090,0
17.797,0.00217,0.03213,-0.00548,-0.00283,0.05832,-9.80350,30.5,-0.06264,-0.34602,283.61084,0
17.807,-0.04539,0.03628,-0.00367,-0.01428,0.05772,-9.78898,30.5,-0.07480,-0.36392,283.61084,0
17.817,-0.08502,-0.04829,-0.00264,-0.01005,0.06062,-9.80418,30.5,-0.05784,-0.34811,283.61078,0
17.827,-0.05679,0.02721,-0.00560,0.00052,0.05883,-9.80421,30.5,-0.06521,-0.37100,283.61075,0
17.837,-0.04600,0.05605,-0.00659,-0.01316,0.05501,-9.80396,30.5,-0.05888,-0.35034,283.61066,0
17.847,-0.10866,0.13119,-0.00960,-0.02127,0.05942,-9.79501,30.5,-0.07682,-0.36775,283.61063,0
17.857,-0.10957,0.03099,-0.01039,-0.00973,0.06721,-9.80065,30.5,-0.05982,-0.35639,283.61053,0
17.867,-0.06566,-0.00703,-0.00580,-0.01116,0.06418,-9.79976,30.5,-0.07926,-0.37219,283.61047,0
17.877,-0.07127,0.02132,-0.00174,-0.01762,0.05706,-9.80226,30.5,-0.07272,-0.35101,283.61038,0
17.887,-0.00730,0.05405,-0.00088,-0.00244,0.06341,-9.80644,30.5,-0.07649,-0.37422,283.61035,0
17.897,-0.09271,-0.02013,-0.00084,-0.00549,0.05687,-9.81083,30.5,-0.06121,-0.35770,283.61029,0
17.907,-0.14805,0.03741,-0.00078,-0.00363,0.05437,-9.80666,30.5,-0.06414,-0.37704,283.61029,0
17.917,-0.08178,0.18897,-0.00295,0.00580,0.06538,-9.81111,30.5,-0.04174,-0.36193,283.61023,0
17.927,-0.16567,0.07414,-0.00257,-0.00217,0.06348,-9.79497,30.5,-0.04344,-0.38461,283.61023,0
17.937,-0.13114,-0.01232,-0.00412,-0.01413,0.05381,-9.79748,30.5,-0.03869,-0.36257,283.61020,0
17.947,-0.09619,-0.00219,-0.00601,-0.00967,0.05311,-9.78385,30.5,-0.03977,-0.38562,283.61017,0
17.957,-0.06135,0.08783,-0.00546,-0.01107,0.06469,-9.78453,30.5,-0.04121,-0.36297,283.61011,0
17.967,-0.02532,0.03632,-0.00475,-0.00284,0.05740,-9.79960,30.5,-0.03949,-0.38294,283.61005,0
17.977,-0.01171,0.03816,-0.00436,-0.01157,0.05748,-9.80814,30.5,-0.04088,-0.36219,283.60892,0
17.987,-0.07281,0.03846,-0.00522,-0.00588,0.06050,-9.79682,30.5,-0.03005,-0.38175,283.60889,0
17.997,-0.05160,-0.00418,-0.00214,-0.02150,0.07038,-9.79227,30.5,-0.03751,-0.36718,283.60880,0
18.007,-0.04396,0.04404,-0.00011,-0.01568,0.06836,-9.79657,30.5,-0.02782,-0.38986,283.60876,0
18.017,-0.01802,-0.06643,0.00012,-0.00161,0.05882,-9.80130,30.5,-0.04018,-0.37285,283.60876,0
18.027,-0.05329,0.02015,-0.00429,-0.00813,0.06692,-9.80297,30.5,-0.03412,-0.39713,283.60873,0
18.037,-0.04455,0.03186,-0.00918,-0.01053,0.06703,-9.79771,30.5,-0.05011,-0.38226,283.60870,0
18.047,0.00314,0.01510,-0.01045,0.00035,0.06423,-9.79881,30.5,-0.03063,-0.39507,283.60867,0
18.057,0.00007,-0.09897,-0.00884,-0.01629,0.06891,-9.80483,30.5,-0.04871,-0.38212,283.60858,0
18.067,-0.11189,-0.10021,-0.00813,-0.00785,0.07380,-9.80441,30.5,-0.03617,-0.40198,283.60852,0
18.077,-0.11172,0.07163,-0.00857,0.00151,0.06381,-9.79252,30.5,-0.04222,-0.38093,283.60840,0
18.087,-0.15469,-0.01355,-0.00420,-0.00090,0.05997,-9.79379,30.5,-0.02496,-0.39822,283.60834,0
18.097,-0.10484,-0.04568,-0.00317,-0.00777,0.05846,-9.79713,30.5,-0.03906,-0.38259,283.60828,0
18.107,-0.02031,0.04998,-0.00423,-0.01930,0.05189,-9.80415,30.5,-0.03327,-0.40083,283.60822,0
18.117,-0.03123,-0.04279,-0.00104,-0.01483,0.04947,-9.80696,30.5,-0.04557,-0.38236,283.60818,0
18.127,-0.08024,0.00753,-0.00190,-0.01302,0.05442,-9.79627,30.5,-0.05045,-0.36079,283.60812,0
18.137,-0.05428,-0.03750,-0.00049,-0.01541,0.05337,-9.80392,30.5,-0.06761,-0.34479,283.60809,0
18.147,0.02128,0.03173,-0.00098,-0.01643,0.06483,-9.80981,30.5,-0.09140,-0.35081,283.60809,0
18.157,-0.08199,-0.00715,-0.00386,-0.01068,0.06032,-9.79741,30.5,-0.09285,-0.32850,283.60806,0
18.167,-0.05575,0.06442,-0.00271,-0.00283,0.06169,-9.81337,30.5,-0.07189,-0.33420,283.60803,0
18.177,-0.04573,0.09176,-0.00281,-0.01134,0.05017,-9.79865,30.5,-0.06740,-0.35371,283.60803,0
18.187,-0.04157,0.05919,-0.00085,-0.00880,0.05474,-9.79903,30.5,-0.04427,-0.35772,283.30096,0
18.197,-0.14999,-0.01845,-0.00086,-0.00489,0.04765,-9.80508,30.5,-0.01919,-0.34589,283.30096,0
18.207,-0.16959,-0.00496,0.00135,-0.00036,0.05972,-9.79275,30.5,0.00014,-0.35566,283.30093,0
18.217,-0.08886,0.02223,0.00234,-0.00457,0.05246,-9.79676,30.5,-0.01781,-0.34341,283.30093,0
18.227,-0.12464,0.07524,0.00029,-0.01215,0.05853,-9.79823,30.5,-0.01771,-0.36231,283.30096,0
18.237,-0.07113,-0.03313,-0.00315,-0.00908,0.06384,-9.79300,30.5,-0.03575,-0.35173,283.30096,0
18.247,-0.02919,0.01162,-0.00219,-0.01095,0.06882,-9.79685,30.5,-0.03834,-0.37380,283.30096,0
18.257,-0.10108,-0.03634,-0.00221,-0.01455,0.06476,-9.79532,30.5,-0.05553,-0.35727,283.30096,0
18.267,-0.12857,-0.05465,-0.00441,-0.00711,0.06035,-9.80075,30.5,-0.05473,-0.38037,283.30096,0
18.277,-0.07280,-0.06123,-0.00643,-0.01021,0.05863,-9.80567,30.5,-0.05503,-0.35846,283.30090,0
18.287,-0.11826,0.00037,-0.00832,-0.01437,0.06682,-9.80460,30.5,-0.05974,-0.38177,283.30087,0
18.297,-0.06949,0.04580,-0.00772,-0.01595,0.06698,-9.80418,30.5,-0.06133,-0.36022,283.30078,0
18.307,-0.05099,0.08465,-0.00583,-0.00169,0.06125,-9.80127,30.5,-0.05335,-0.38116,283.30072,0
18.317,-0.04360,0.05648,-0.00419,0.00081,0.06198,-9.79718,30.5,-0.05553,-0.35776,283.30066,0
18.327,-0.10753,0.10983,-0.00332,-0.00705,0.05920,-9.79254,30.5,-0.04851,-0.37901,283.30060,0
18.337,-0.04325,0.08773,-0.00278,-0.01005,0.05222,-9.79369,30.5,-0.04619,-0.35543,283.30051,0
18.347,-0.15143,0.09999,-0.00312,-0.01116,0.04955,-9.79119,30.5,-0.03847,-0.37707,283.30048,0
18.357,-0.08131,-0.02369,-0.00002,-0.01176,0.06041,-9.79910,30.5,-0.04739,-0.35686,283.30045,0
18.367,-0.01036,-0.07066,-0.00076,-0.01204,0.05571,-9.81092,30.5,-0.04518,-0.38052,283.30045,0
18.377,-0.04971,-0.06749,-0.00254,-0.00912,0.05983,-9.80667,30.5,-0.05174,-0.35933,283.30042,0
18.387,-0.10989,0.06248,-0.00502,-0.01078,0.04949,-9.79614,30.5,-0.04719,-0.38229,282.94800,0
18.397,-0.06611,0.04801,-0.00462,-0.01448,0.05146,-9.79798,30.5,-0.05315,-0.36109,282.94794,0
18.407,-0.00548,0.08576,-0.00232,-0.01014,0.05528,-9.81055,30.5,-0.03762,-0.37789,282.94794,0
18.417,0.01750,0.12169,-0.00306,-0.00845,0.05673,-9.81240,30.5,-0.04177,-0.35607,282.94788,0
18.427,-0.01743,0.07062,-0.00199,-0.00772,0.05429,-9.80722,30.5,-0.02140,-0.36592,282.94781,0
18.437,-0.00850,0.02974,0.00051,-0.00453,0.05045,-9.81116,30.5,-0.02636,-0.34222,282.94778,0
18.447,-0.04928,0.01385,0.00070,-0.00914,0.05186,-9.80376,30.5,-0.00679,-0.35431,282.94775,0
18.457,0.00077,0.09422,-0.00182,-0.01100,0.05243,-9.80976,30.5,-0.02127,-0.33633,282.94775,0
18.467,-0.06814,0.08136,0.00002,0.00308,0.05574,-9.80933,30.5,0.00227,-0.34048,282.94775,0
18.477,-0.07268,0.11959,0.00107,-0.00318,0.04500,-9.80013,30.5,-0.01561,-0.32591,282.94775,0
18.487,-0.11749,-0.01662,0.00345,-0.00569,0.06460,-9.79374,30.5,-0.00587,-0.34417,282.94775,0
18.497,-0.04702,0.03942,0.00314,-0.01546,0.06311,-9.79115,30.5,-0.02687,-0.32958,282.94775,0
18.507,-0.06388,-0.00394,-0.00148,-0.00738,0.05378,-9.79619,30.5,-0.01076,-0.34116,282.94775,0
18.517,-0.02597,-0.04174,-0.00332,-0.01613,0.06194,-9.79209,30.5,-0.03844,-0.33935,282.94775,0
18.527,0.01062,-0.05605,-0.00195,-0.01636,0.05912,-9.78172,30.5,-0.02519,-0.35637,282.94778,0
18.537,0.02397,0.02451,-0.00215,-0.01364,0.05812,-9.78958,30.5,-0.04047,-0.34237,282.94775,0
18.547,-0.03754,0.09789,-0.00351,-0.01273,0.06074,-9.80142,30.5,-0.02506,-0.36141,282.94775,0
18.557,-0.10350,-0.11091,-0.00339,-0.00937,0.05879,-9.80303,30.5,-0.04597,-0.35326,282.94769,0
18.567,-0.08563,-0.03985,-0.00568,-0.01099,0.05504,-9.80065,30.5,-0.02496,-0.36246,282.94769,0
18.577,-0.05686,0.00893,-0.00601,-0.01752,0.05947,-9.79673,30.5,-0.04581,-0.35466,282.94763,0
18.587,-0.04660,0.13507,-0.00235,-0.02010,0.05823,-9.80406,30.5,-0.05626,-0.37661,282.94763,0
18.597,-0.04187,0.07572,0.00193,-0.01824,0.05782,-9.81573,30.5,-0.07446,-0.36362,283.11896,0
18.607,-0.10684,0.11717,0.00108,-0.00857,0.07251,-9.80564,30.5,-0.06651,-0.38670,283.11896,0
18.617,-0.13137,0.09000,-0.00131,-0.01074,0.06326,-9.80460,30.5,-0.08702,-0.37903,283.11893,0
18.627,-0.05267,0.12317,-0.00201,-0.02324,0.05365,-9.79519,30.5,-0.10659,-0.38886,283.11893,0
18.637,-0.06636,0.07106,-0.00435,-0.00738,0.05315,-9.79484,30.5,-0.09500,-0.36913,283.11887,0
18.647,-0.07129,0.00816,-0.00690,-0.00439,0.05297,-9.80349,30.5,-0.07322,-0.35953,283.11884,0
18.657,-0.16094,-0.10243,-0.00810,-0.01501,0.05573,-9.80075,30.5,-0.08150,-0.33844,283.11877,0
18.667,-0.13028,0.04927,-0.00758,-0.01024,0.06279,-9.79985,30.5,-0.06119,-0.34842,283.11871,0
18.677,-0.07391,0.04297,-0.00664,-0.01139,0.05659,-9.80532,30.5,-0.04006,-0.33736,283.11862,0
18.687,-0.05172,-0.04547,-0.00333,-0.02065,0.05708,-9.80141,30.5,-0.05869,-0.34856,283.11859,0
18.697,-0.08808,0.00651,-0.00405,-0.02408,0.06315,-9.78816,30.5,-0.07868,-0.35764,283.11853,0
18.707,-0.03521,-0.03775,-0.00385,-0.01368,0.05675,-9.79796,30.5,-0.09743,-0.36861,283.11850,0
18.717,-0.03709,-0.05479,-0.00210,-0.00379,0.06322,-9.79592,30.5,-0.11555,-0.36141,283.11847,0
18.727,-0.03814,-0.01829,-0.00243,-0.00590,0.05676,-9.79798,30.5,-0.09899,-0.34856,283.11844,0
18.737,-0.08272,-0.00462,-0.00255,-0.00979,0.06318,-9.80463,30.5,-0.07792,-0.34057,283.11838,0
18.747,-0.09931,-0.06390,-0.00486,-0.01419,0.06560,-9.80419,30.5,-0.09293,-0.36031,283.11841,0
18.757,-0.08450,0.04262,-0.00644,-0.00695,0.05179,-9.80705,30.5,-0.07215,-0.35251,283.11835,0
18.767,-0.12210,-0.04599,-0.00792,-0.01582,0.05522,-9.78739,30.5,-0.07204,-0.33021,283.11826,0
18.777,-0.15913,0.00603,-0.00429,-0.01649,0.05664,-9.80053,30.5,-0.08882,-0.34783,283.11823,0
18.787,-0.01845,0.00534,-0.00189,-0.01074,0.06312,-9.79388,30.5,-0.07337,-0.33362,283.11816,0
18.797,-0.00860,-0.03820,-0.00161,-0.00278,0.05682,-9.80906,30.5,-0.05801,-0.31888,282.91992,0
18.807,-0.02725,-0.01195,-0.00224,-0.00274,0.05440,-9.81776,30.5,-0.04133,-0.30565,282.91989,0
18.817,0.00979,-0.00165,-0.00396,-0.00263,0.05641,-9.81226,30.5,-0.04163,-0.33060,282.91989,0
18.827,-0.06472,0.04475,-0.00271,-0.00532,0.05411,-9.79244,30.5,-0.02495,-0.31567,282.91986,0
18.837,-0.02596,-0.06616,-0.00184,-0.01241,0.06211,-9.79365,30.5,-0.04152,-0.33162,282.91983,0
18.847,-0.10044,0.01996,0.00100,-0.00932,0.06525,-9.80302,30.5,-0.02119,-0.32153,282.91980,0
18.857,-0.01748,-0.07550,0.00207,-0.01690,0.06042,-9.80057,30.5,-0.03912,-0.33525,282.91980,0
18.867,-0.05226,-0.09085,-0.00002,-0.01992,0.06749,-9.80555,30.5,-0.03607,-0.35562,282.91983,0
18.877,-0.08828,-0.01083,-0.00197,-0.01217,0.05843,-9.81049,30.5,-0.05102,-0.37041,282.91986,0
18.887,-0.05799,0.04151,-0.00214,-0.01508,0.06081,-9.80642,30.5,-0.07321,-0.36667,282.91986,0
18.897,0.10855,0.01944,-0.00108,-0.01926,0.06765,-9.81073,30.5,-0.09264,-0.37880,282.91986,0
18.907,-0.07134,0.07404,-0.00195,-0.01475,0.05546,-9.80358,30.5,-0.10236,-0.36181,282.91980,0
18.917,-0.16184,0.05174,-0.00216,-0.01003,0.05082,-9.79795,30.5,-0.10212,-0.34062,282.91977,0
18.927,-0.10805,0.04378,-0.00364,-0.00534,0.04319,-9.80466,30.5,-0.10241,-0.31961,282.91974,0
18.937,0.00135,-0.02324,-0.00347,-0.00655,0.05208,-9.80427,30.5,-0.07568,-0.32263,282.91971,0
18.947,-0.02408,0.07978,-0.00335,-0.00113,0.05555,-9.80715,30.5,-0.06789,-0.29845,282.91965,0
18.957,-0.03375,0.11912,0.00003,-0.01365,0.05963,-9.79038,30.5,-0.05587,-0.31576,282.91965,0
18.967,-0.03617,-0.03790,0.00363,-0.01560,0.05830,-9.79579,30.5,-0.05847,-0.29226,282.91962,0
18.977,-0.01586,0.00981,-0.00148,-0.00453,0.05495,-9.80096,30.5,-0.05332,-0.31338,282.91962,0
18.987,0.01400,0.02816,-0.00259,-0.00336,0.06846,-9.80293,30.5,-0.04221,-0.29173,282.91959,0
18.997,-0.01844,-0.00812,-0.00068,-0.00865,0.05281,-9.80060,30.5,-0.04763,-0.31135,282.91962,0
19.007,-0.03099,-0.00047,-0.00001,-0.01684,0.05277,-9.81730,30.5,-0.05156,-0.28730,283.70697,0
19.017,0.07471,0.00312,0.00175,-0.01096,0.06463,-9.80618,30.5,-0.04987,-0.30794,283.70697,0
19.027,-0.06156,-0.01808,-0.00122,-0.01458,0.05726,-9.80476,30.5,-0.06798,-0.28936,283.70694,0
19.037,-0.00349,0.01752,-0.00569,-0.01002,0.06040,-9.79843,30.5,-0.08104,-0.30807,283.70694,0
19.047,-0.06953,0.00907,-0.00736,-0.00545,0.07054,-9.80196,30.5,-0.07289,-0.32950,283.70694,0
19.057,-0.05102,0.07063,-0.00701,-0.01553,0.06839,-9.80607,30.5,-0.07058,-0.35337,283.70691,0
19.067,-0.02123,0.00825,-0.00605,-0.00752,0.06175,-9.80779,30.5,-0.05238,-0.36348,283.70685,0
19.077,-0.03290,0.11333,-0.00774,-0.00743,0.06215,-9.80842,30.5,-0.03988,-0.38207,283.70682,0
19.087,-0.08091,0.06717,-0.00775,-0.00446,0.05938,-9.81163,30.5,-0.01984,-0.38603,283.70673,0
19.097,-0.12118,0.02790,-0.00652,-0.00022,0.05239,-9.80406,30.5,-0.02959,-0.36183,283.70663,0
19.107,-0.11449,0.01304,-0.00836,-0.00760,0.06446,-9.80402,30.5,-0.01152,-0.37326,283.70657,0
19.117,-0.15630,0.02861,-0.01104,-0.00736,0.06315,-9.79814,30.5,-0.03127,-0.36097,283.70648,0
19.127,-0.01679,-0.07204,-0.00832,-0.00429,0.05972,-9.79593,30.5,-0.01053,-0.36894,283.70639,0
19.137,-0.11909,0.01760,-0.00661,-0.01791,0.05531,-9.79781,30.5,-0.03267,-0.36361,283.70630,0
19.147,-0.09144,-0.01227,-0.00772,-0.01423,0.05075,-9.79865,30.5,-0.01616,-0.35006,283.70624,0
19.157,-0.12471,-0.06697,-0.00453,-0.01274,0.06377,-9.78429,30.5,-0.03162,-0.33743,283.70615,0
19.167,-0.09400,0.01993,-0.00332,-0.00921,0.05694,-9.78471,30.5,-0.02060,-0.32017,283.70605,0
19.177,-0.03840,0.09641,-0.00300,-0.00206,0.05442,-9.79378,30.5,-0.03662,-0.31240,283.70602,0
19.187,-0.03865,0.03947,-0.00396,-0.00809,0.05334,-9.78829,30.5,-0.03115,-0.29306,283.70593,0
19.197,-0.06147,0.10360,-0.00484,-0.01926,0.05284,-9.78606,30.5,-0.04958,-0.31035,283.70593,0
19.207,-0.06952,0.04207,-0.00212,-0.02057,0.05268,-9.78525,30.5,-0.05486,-0.28832,283.66492,0
19.217,-0.09515,0.08294,0.00012,-0.02134,0.06750,-9.79971,30.5,-0.07027,-0.30927,283.66492,0
19.227,-0.08223,0.01267,0.00025,-0.01850,0.06721,-9.79348,30.5,-0.09496,-0.32404,283.66492,0
19.237,-0.07762,0.02885,-0.00148,-0.01455,0.06420,-9.79997,30.5,-0.10378,-0.34697,283.66495,0
19.247,-0.09765,-0.00812,-0.00203,-0.01014,0.06605,-9.80544,30.5,-0.08757,-0.36223,283.66495,0
19.257,0.00469,0.04296,-0.00380,-0.01707,0.05476,-9.79265,30.5,-0.08604,-0.38488,283.66498,0
19.267,-0.02297,0.12658,-0.00409,-0.02002,0.07125,-9.80254,30.5,-0.09724,-0.40324,283.66498,0
19.277,-0.05422,-0.03517,-0.00395,-0.01499,0.06570,-9.79165,30.5,-0.07798,-0.38826,283.66492,0
19.287,-0.00035,-0.03202,-0.00432,-0.00729,0.06367,-9.79935,30.5,-0.07236,-0.41015,283.66492,0
19.297,-0.13520,0.07575,-0.00422,-0.00731,0.06879,-9.79932,30.5,-0.08726,-0.39564,283.66486,0
19.307,-0.09742,-0.01156,-0.00583,-0.00130,0.05893,-9.79642,30.5,-0.06520,-0.40746,283.66479,0
19.317,-0.01682,-0.02302,-0.00229,-0.00507,0.06404,-9.80408,30.5,-0.05063,-0.39026,283.66473,0
19.327,-0.07438,-0.02794,0.00118,-0.01813,0.06581,-9.78918,30.5,-0.04676,-0.41379,283.66473,0
19.337,0.01394,-0.00764,0.00171,-0.00851,0.06077,-9.80134,30.5,-0.04693,-0.39218,283.66467,0
19.347,-0.04074,-0.00042,-0.00099,-0.01087,0.06770,-9.81182,30.5,-0.04738,-0.41559,283.66470,0
19.357,-0.03937,-0.01903,-0.00199,-0.01149,0.06434,-9.79519,30.5,-0.06553,-0.40516,283.66470,0
19.367,-0.17078,-0.11297,-0.00203,-0.01486,0.06900,-9.80059,30.5,-0.07112,-0.42690,283.66473,0
19.377,-0.08839,-0.14805,0.00025,-0.01020,0.06491,-9.80272,30.5,-0.07137,-0.40524,283.66470,0
19.387,0.03083,-0.07488,0.00039,-0.01136,0.06035,-9.80349,30.5,-0.08706,-0.42290,283.66473,0
19.397,-0.01249,0.01704,-0.00065,-0.01478,0.06155,-9.80374,30.5,-0.08531,-0.40049,283.66470,0
19.407,0.08204,-0.03319,-0.00161,-0.01312,0.06204,-9.80389,30.5,-0.10113,-0.41736,283.66473,0
19.417,0.02965,-0.03142,-0.00001,-0.00954,0.06816,-9.80105,30.5,-0.09209,-0.39736,283.27197,0
19.427,-0.03503,0.03351,-0.00059,-0.01704,0.07042,-9.79985,30.5,-0.10889,-0.41267,283.27200,0
19.437,-0.03816,0.12297,-0.00488,-0.01705,0.06543,-9.81119,30.5,-0.09327,-0.39570,283.27194,0
19.447,0.02785,0.02853,-0.00698,-0.02603,0.07531,-9.81837,30.5,-0.10924,-0.41134,283.27194,0
19.457,0.00905,-0.02933,-0.00648,-0.02323,0.06720,-9.80056,30.5,-0.09555,-0.39256,283.27188,0
19.467,-0.02069,0.01295,-0.00641,-0.01329,0.05827,-9.79680,30.5,-0.11347,-0.40647,283.27185,0
19.477,-0.05396,0.00745,-0.00405,-0.00956,0.05488,-9.80126,30.5,-0.09934,-0.38835,283.27176,0
19.487,-0.15552,0.06932,-0.00355,-0.01110,0.05948,-9.79999,30.5,-0.11401,-0.40539,283.27173,0
19.497,-0.10560,0.05048,-0.00115,-0.02641,0.05812,-9.79635,30.5,-0.10525,-0.38577,283.27164,0
19.507,0.00170,0.06533,0.00051,-0.01757,0.05481,-9.80399,30.5,-0.10727,-0.40631,283.27161,0
19.517,-0.04522,0.00594,0.00163,-0.00812,0.05650,-9.79228,30.5,-0.09463,-0.38654,283.27158,0
19.527,-0.04217,0.13393,-0.00058,-0.00761,0.05717,-9.79954,30.5,-0.07620,-0.39525,283.27155,0
19.537,-0.08407,0.03201,0.00143,0.00156,0.05747,-9.79361,30.5,-0.06378,-0.37107,283.27151,0
19.547,-0.05510,-0.11418,0.00278,0.00196,0.06944,-9.79722,30.5,-0.04283,-0.38535,283.27155,0
19.557,-0.11144,-0.01988,0.00009,-0.00379,0.06213,-9.80437,30.5,-0.03989,-0.35955,283.27151,0
19.567,-0.00028,-0.00454,-0.00382,-0.01482,0.06515,-9.80111,30.5,-0.03085,-0.37848,283.27155,0
19.577,-0.00170,-0.04196,-0.00541,-0.01590,0.06036,-9.78811,30.5,-0.04997,-0.36509,283.27155,0
19.587,-0.02493,0.02962,-0.00433,-0.00750,0.05567,-9.78915,30.5,-0.03478,-0.38104,283.27151,0
19.597,-0.14268,-0.15877,-0.00047,-0.00436,0.05391,-9.79543,30.5,-0.04876,-0.36229,283.27148,0
19.607,-0.05620,-0.07938,-0.00054,-0.02092,0.05603,-9.79759,30.5,-0.05616,-0.38276,283.27148,0
19.617,0.02071,-0.00578,-0.00038,-0.00951,0.06292,-9.79574,30.5,-0.05850,-0.36143,282.87796,0
19.627,-0.12651,-0.00025,-0.00077,0.00073,0.06562,-9.79806,30.5,-0.04751,-0.38375,282.87796,0
19.637,-0.13954,0.13118,-0.00447,-0.01301,0.06350,-9.79280,30.5,-0.06200,-0.36982,282.87793,0
19.647,-0.07746,0.07426,-0.00633,-0.01537,0.06274,-9.79672,30.5,-0.06019,-0.39650,282.87796,0
19.657,-0.14197,0.03048,-0.00768,-0.01335,0.06249,-9.80120,30.5,-0.05302,-0.37912,282.87787,0
19.667,-0.10077,0.07866,-0.00606,-0.01532,0.06230,-9.78521,30.5,-0.06064,-0.40420,282.87784,0
19.677,-0.15054,-0.01086,-0.00539,-0.01335,0.05937,-9.79974,30.5,-0.07027,-0.38479,282.87775,0
19.687,-0.14807,0.04110,-0.00470,-0.01552,0.05229,-9.80523,30.5,-0.09334,-0.38488,282.87769,0
19.697,-0.03571,-0.06741,-0.00276,-0.01041,0.05260,-9.80448,30.5,-0.09597,-0.36163,282.87762,0
19.707,-0.12536,-0.10967,-0.00254,-0.01448,0.05861,-9.81001,30.5,-0.11394,-0.37541,282.87759,0
19.717,-0.02859,0.09005,-0.00254,-0.01298,0.06090,-9.80334,30.5,-0.11014,-0.35299,282.87753,0
19.727,-0.01311,0.08018,-0.00331,-0.01240,0.06178,-9.80079,30.5,-0.12338,-0.37077,282.87753,0
19.737,-0.07368,0.09752,-0.00683,-0.01211,0.05025,-9.79978,30.5,-0.10169,-0.37011,282.87750,0
19.747,-0.00857,0.12619,-0.00601,-0.01508,0.06066,-9.80234,30.5,-0.11166,-0.39089,282.87747,0
19.757,-0.04965,0.09371,-0.00417,-0.01029,0.06764,-9.80046,30.5,-0.09188,-0.37750,282.87738,0
19.767,-0.10907,0.01653,-0.00426,-0.01120,0.06429,-9.78497,30.5,-0.10194,-0.39742,282.87738,0
19.777,-0.06613,0.07348,-0.00629,-0.00585,0.06314,-9.79680,30.5,-0.08483,-0.38116,282.87729,0
19.787,-0.09389,0.09495,-0.00472,-0.01555,0.05665,-9.79819,30.5,-0.10248,-0.38461,282.87723,0
19.797,-0.12692,0.14603,-0.00592,-0.01640,0.06310,-9.80173,30.5,-0.08818,-0.36908,282.87717,0
19.807,-0.13873,0.05801,-0.00435,-0.00773,0.06265,-9.79437,30.5,-0.10817,-0.37061,282.87711,0
19.817,-0.09982,0.13218,-0.00259,-0.00753,0.06546,-9.80330,30.5,-0.09399,-0.35641,283.33591,0
19.827,-0.01778,0.03190,-0.00498,-0.01324,0.06348,-9.79779,30.5,-0.11557,-0.35653,283.33588,0
19.837,-0.11964,0.07881,-0.00691,-0.01243,0.06865,-9.78985,30.5,-0.09274,-0.36278,283.33582,0
19.847,-0.11368,0.01096,-0.00291,-0.00625,0.05886,-9.79570,30.5,-0.10174,-0.34644,283.33575,0
19.857,-0.11173,0.02806,-0.00225,-0.02171,0.05795,-9.80358,30.5,-0.08524,-0.35535,283.33572,0
19.867,-0.17696,-0.00883,-0.00247,-0.01577,0.06066,-9.80382,30.5,-0.09297,-0.33783,283.33566,0
19.877,-0.11431,0.08516,-0.00523,-0.00758,0.06470,-9.80107,30.5,-0.07337,-0.34672,283.33563,0
19.887,-0.08989,0.05654,-0.00439,-0.00432,0.05733,-9.79410,30.5,-0.07316,-0.32651,283.33557,0
19.897,-0.10245,0.02395,0.00004,-0.00910,0.06041,-9.79726,30.5,-0.06744,-0.34963,283.33560,0
19.907,-0.08518,0.01165,-0.00022,-0.01990,0.06746,-9.80424,30.5,-0.07523,-0.32989,283.33554,0
19.917,0.03202,-0.01387,-0.00244,-0.00915,0.06138,-9.80415,30.5,-0.06766,-0.35068,283.33551,0
19.927,-0.14430,-0.00347,-0.00285,-0.00795,0.05606,-9.80112,30.5,-0.07329,-0.32778,283.33548,0
19.937,-0.07909,0.00132,-0.00345,-0.01034,0.05988,-9.78816,30.5,-0.07386,-0.34911,283.33548,0
19.947,0.01224,-0.01795,-0.00484,-0.01134,0.06433,-9.78911,30.5,-0.08109,-0.32730,283.33542,0
19.957,0.04664,0.03921,-0.00680,-0.01176,0.06012,-9.79534,30.5,-0.06760,-0.34571,283.33539,0
19.967,-0.05087,0.08188,-0.00939,-0.01755,0.05245,-9.77702,30.5,-0.07939,-0.32665,283.33533,0
19.977,0.04541,-0.03005,-0.00837,-0.01413,0.05558,-9.79072,30.5,-0.07099,-0.34797,283.33527,0
19.987,0.03741,0.01294,-0.00499,-0.00686,0.06569,-9.78724,30.5,-0.08118,-0.32759,283.33517,0
