#2025/12/18 16:45:13
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw,gps_status_code
169.947,0.02095,-0.04685,0.00059,0.00988,0.05728,-9.83065,32.5,0.04599,-0.36678,1.38660,0
169.957,0.00596,0.00639,-0.00291,0.01426,0.05162,-9.79967,32.5,0.05702,-0.34676,1.38661,0
169.967,-0.04345,-0.03807,-0.00107,0.00671,0.05541,-9.81422,32.5,0.04098,-0.36096,1.38660,0
169.977,-0.01796,-0.07630,0.00142,0.01590,0.06280,-9.79641,32.5,0.05051,-0.34391,1.38662,0
169.987,0.03546,-0.02610,-0.00039,0.01346,0.05375,-9.79833,32.5,0.03064,-0.34397,0.61100,0
169.997,-0.05539,0.09992,-0.00205,0.00343,0.05916,-9.81368,32.5,0.04442,-0.33234,0.61100,0
170.007,-0.13318,-0.00275,-0.00176,-0.00028,0.06414,-9.80777,32.5,0.02346,-0.34058,0.61099,0
170.017,-0.03077,0.02335,0.00028,0.00715,0.04839,-9.81736,32.5,0.04161,-0.32730,0.61100,0
170.027,0.03077,-0.00956,0.00308,0.00714,0.05710,-9.80337,32.5,0.02021,-0.33519,0.61099,0
170.037,-0.03413,-0.02266,0.00115,-0.00165,0.04848,-9.79786,32.5,0.03572,-0.33002,0.61099,0
170.047,-0.10389,0.07959,0.00023,0.00652,0.06314,-9.81070,32.5,0.02195,-0.33912,0.61099,0
170.057,-0.10783,0.03277,-0.00116,-0.00196,0.05082,-9.80655,32.5,0.03177,-0.32474,0.61099,0
170.067,-0.10981,0.07940,-0.00221,-0.00522,0.04907,-9.80497,32.5,0.01152,-0.33935,0.61098,0
170.077,-0.10993,0.01118,-0.00103,0.00520,0.05744,-9.81340,32.5,0.02365,-0.32380,0.61098,0
170.087,-0.08805,0.00677,-0.00190,0.00642,0.05759,-9.80184,32.5,0.01027,-0.34567,0.61096,0
170.097,-0.12374,-0.01668,-0.00385,-0.00182,0.05455,-9.78552,32.5,0.01154,-0.32468,0.61094,0
170.107,-0.11590,0.06051,-0.00388,0.00076,0.06534,-9.78824,32.5,0.00719,-0.34858,0.61091,0
170.117,-0.06806,0.00424,-0.00140,0.01058,0.05772,-9.79820,32.5,0.02129,-0.33088,0.61089,0
170.127,-0.07251,0.06863,-0.00110,0.01448,0.05476,-9.79023,32.5,0.01885,-0.35415,0.61085,0
170.137,0.01370,0.15828,-0.00060,0.02472,0.05375,-9.79614,32.5,0.03765,-0.33690,0.61083,0
170.147,0.09207,0.02076,0.00001,0.00211,0.04718,-9.79506,32.5,0.02727,-0.34472,0.61082,0
170.157,0.07733,0.03248,-0.00141,0.00809,0.05965,-9.80079,32.5,0.04411,-0.33136,0.61082,0
170.167,0.02751,0.03668,-0.00212,0.00442,0.05845,-9.80876,32.5,0.02875,-0.33864,0.61081,0
170.177,-0.03637,0.12405,-0.00552,0.00324,0.05201,-9.79707,32.5,0.03957,-0.31994,0.61080,0
170.187,-0.08176,0.00675,-0.00611,0.01164,0.04668,-9.79567,32.5,0.01769,-0.31818,0.84097,0
170.197,-0.09973,0.04797,-0.00673,0.01192,0.05052,-9.78922,32.5,0.04049,-0.31625,0.84092,0
170.207,-0.03982,-0.00041,-0.00485,0.00598,0.05198,-9.79845,32.5,0.01815,-0.31005,0.84087,0
170.217,-0.03934,0.02399,-0.00414,0.00654,0.06739,-9.80500,32.5,0.03854,-0.31451,0.84081,0
170.227,0.02776,-0.05231,-0.00268,0.01883,0.05556,-9.79584,32.5,0.02979,-0.30058,0.84077,0
170.237,-0.01349,0.00415,-0.00039,0.00869,0.05388,-9.79509,32.5,0.04730,-0.31243,0.84073,0
170.247,-0.09588,0.06834,-0.00244,0.00779,0.05622,-9.79191,32.5,0.03642,-0.29902,0.84072,0
170.257,-0.08316,0.09312,-0.00350,0.00144,0.05413,-9.79943,32.5,0.05059,-0.31146,0.84069,0
170.267,-0.01204,0.10300,-0.00559,0.00499,0.05041,-9.79944,32.5,0.04273,-0.29050,0.84069,0
170.277,-0.05037,-0.00116,-0.00562,0.00353,0.04300,-9.79055,32.5,0.04156,-0.31415,0.84063,0
170.287,-0.04401,0.10973,-0.00602,0.00270,0.05504,-9.80191,32.5,0.03431,-0.29292,0.84060,0
170.297,-0.06318,0.08742,-0.00325,0.00242,0.04780,-9.80917,32.5,0.03420,-0.31625,0.84053,0
170.307,-0.07001,0.01438,-0.00086,0.00538,0.04503,-9.80314,32.5,0.03127,-0.29412,0.84050,0
170.317,-0.00653,0.00841,-0.00279,0.00636,0.05585,-9.80677,32.5,0.03128,-0.31740,0.84044,0
170.327,0.03948,0.04927,-0.00505,-0.00188,0.04798,-9.79327,32.5,0.02574,-0.29573,0.84042,0
170.337,-0.00953,0.10749,-0.00556,0.00073,0.04804,-9.79999,32.5,0.02763,-0.31876,0.84037,0
170.347,-0.09359,0.00028,-0.00436,0.00167,0.05104,-9.80550,32.5,0.02251,-0.29709,0.84034,0
170.357,-0.08164,-0.01890,-0.00238,0.00197,0.04925,-9.81349,32.5,0.02337,-0.32029,0.84028,0
170.367,-0.14306,-0.06964,-0.00255,0.00524,0.05148,-9.79893,32.5,0.01888,-0.29857,0.84025,0
170.377,-0.18908,-0.02464,-0.00256,0.00642,0.04053,-9.80510,32.5,0.03161,-0.31882,0.84020,0
170.387,-0.16231,-0.02868,-0.00209,0.00676,0.05413,-9.80752,32.5,0.02571,-0.29877,0.84018,0
170.397,-0.08706,0.14222,-0.00330,0.00105,0.05333,-9.80539,32.5,0.03504,-0.32159,0.63496,0
170.407,-0.12413,0.14258,-0.00325,0.01363,0.06204,-9.80187,32.5,0.03419,-0.30008,0.63495,0
170.417,-0.04915,0.03574,-0.00470,0.00367,0.05635,-9.80324,32.5,0.03775,-0.32363,0.63491,0
170.427,-0.06513,0.05916,-0.00175,0.00283,0.06012,-9.80087,32.5,0.02775,-0.30476,0.63489,0
170.437,-0.09287,0.00346,-0.00213,0.01142,0.06458,-9.79422,32.5,0.03648,-0.32633,0.63485,0
170.447,-0.06008,0.08998,-0.00371,0.00590,0.05140,-9.79445,32.5,0.03009,-0.30500,0.63483,0
170.457,-0.00333,0.12329,-0.00121,0.00364,0.04641,-9.80631,32.5,0.03369,-0.32793,0.63479,0
170.467,-0.06924,0.02795,0.00063,0.00280,0.04745,-9.80791,32.5,0.03103,-0.30607,0.63477,0
170.477,-0.02847,0.03495,-0.00084,0.00545,0.05083,-9.80563,32.5,0.03735,-0.32861,0.63474,0
170.487,-0.01225,-0.04840,0.00078,-0.00237,0.05795,-9.79876,32.5,0.02563,-0.30983,0.63474,0
170.497,-0.02846,-0.03736,0.00084,0.01239,0.06378,-9.79345,32.5,0.03453,-0.33001,0.63473,0
170.507,0.00952,-0.03287,0.00003,0.00621,0.06590,-9.79126,32.5,0.01837,-0.31630,0.63473,0
170.517,-0.08647,-0.03183,-0.00243,0.00971,0.05199,-9.80223,32.5,0.03021,-0.33090,0.63472,0
170.527,-0.05731,0.03350,-0.00337,0.00816,0.05846,-9.79465,32.5,0.01213,-0.32195,0.63471,0
170.537,-0.04557,-0.02757,-0.00452,0.00454,0.06093,-9.79759,32.5,0.02916,-0.33588,0.63468,0
170.547,-0.01930,-0.00775,-0.00548,0.00615,0.06188,-9.79582,32.5,0.00845,-0.33152,0.63465,0
170.557,-0.00939,0.02132,-0.00295,-0.00233,0.05337,-9.81853,32.5,0.02978,-0.33543,0.63461,0
170.567,-0.05076,0.16119,-0.00460,0.01243,0.04724,-9.80685,32.5,0.00746,-0.32779,0.63457,0
170.577,0.06663,0.12940,-0.00459,0.00621,0.05071,-9.80224,32.5,0.03029,-0.32697,0.63453,0
170.587,0.00115,0.09508,-0.00570,0.01283,0.04321,-9.79469,32.5,0.01421,-0.30669,0.63449,0
170.597,0.02079,0.01773,-0.00581,0.00641,0.04620,-9.79464,32.5,0.03682,-0.30387,0.63443,0
170.607,-0.06005,-0.01237,-0.00327,0.00683,0.05627,-9.79763,32.5,0.01721,-0.29318,0.82496,0
170.617,-0.06836,-0.08824,-0.00181,0.00122,0.05410,-9.78984,32.5,0.03801,-0.30058,0.82491,0
170.627,-0.07217,-0.03120,-0.00247,-0.00406,0.05330,-9.80154,32.5,0.01599,-0.29262,0.82487,0
170.637,-0.00701,-0.05203,-0.00017,-0.00007,0.05006,-9.80020,32.5,0.03155,-0.30857,0.82484,0
170.647,-0.04793,-0.12490,0.00031,-0.00161,0.04883,-9.80848,32.5,0.01005,-0.29931,0.82483,0
170.657,-0.08599,-0.10986,-0.00066,0.00663,0.05438,-9.81178,32.5,0.02865,-0.31118,0.82483,0
170.667,-0.07891,-0.03946,-0.00277,0.00387,0.05052,-9.81589,32.5,0.00896,-0.29870,0.82482,0
170.677,-0.03268,0.07374,-0.00594,-0.00308,0.06378,-9.80858,32.5,0.02298,-0.31518,0.82481,0
170.687,0.00821,-0.03344,-0.00353,0.00329,0.06000,-9.79706,32.5,0.00432,-0.30373,0.82479,0
170.697,-0.04321,0.03273,-0.00125,0.01148,0.04979,-9.81038,32.5,0.02397,-0.31615,0.82476,0
170.707,0.02504,0.12307,-0.00119,0.01754,0.06071,-9.80967,32.5,0.00647,-0.30367,0.82473,0
170.717,0.00739,0.09279,-0.00155,0.00820,0.05585,-9.80037,32.5,0.02555,-0.31803,0.82470,0
170.727,-0.02174,0.12409,0.00044,0.00751,0.05404,-9.80275,32.5,0.01534,-0.29770,0.82468,0
170.737,-0.03194,0.00702,-0.00032,0.00134,0.04738,-9.80650,32.5,0.03315,-0.31292,0.82467,0
170.747,-0.08036,0.00505,-0.00252,-0.00089,0.04183,-9.79909,32.5,0.01873,-0.29618,0.82467,0
170.757,-0.14336,0.04704,-0.00343,-0.00186,0.05158,-9.79924,32.5,0.03182,-0.31499,0.82465,0
170.767,-0.12244,-0.04418,-0.00287,-0.00828,0.05530,-9.81099,32.5,0.01272,-0.30172,0.82463,0
170.777,-0.07091,0.00727,-0.00384,0.01021,0.05091,-9.79809,32.5,0.03021,-0.31392,0.82460,0
170.787,-0.07361,0.06979,-0.00267,0.01129,0.05512,-9.79604,32.5,0.01023,-0.30195,0.82457,0
170.797,-0.05176,-0.01371,-0.00220,0.01179,0.05374,-9.78936,32.5,0.02679,-0.31459,0.82453,0
170.807,-0.08792,-0.00287,-0.00227,0.00295,0.05614,-9.79847,32.5,0.01012,-0.30333,1.23398,0
170.817,-0.03530,-0.01983,-0.00218,-0.00628,0.05403,-9.79891,32.5,0.03117,-0.31282,1.23394,0
170.827,-0.05855,-0.13412,0.00207,0.00202,0.05925,-9.79632,32.5,0.00852,-0.31216,1.23393,0
170.837,-0.09036,-0.07037,-0.00021,-0.00073,0.05527,-9.79817,32.5,0.02939,-0.31928,1.23392,0
170.847,-0.08044,-0.04587,-0.00386,0.00414,0.05381,-9.79896,32.5,0.00595,-0.31841,1.23392,0
170.857,-0.01144,0.11442,-0.00332,-0.00291,0.05318,-9.80208,32.5,0.02799,-0.32029,1.23390,0
170.867,-0.02896,0.13236,-0.00279,0.00044,0.04999,-9.79452,32.5,0.00534,-0.31624,1.23389,0
170.877,-0.10131,0.05279,-0.00279,0.00752,0.05478,-9.79762,32.5,0.02829,-0.31673,1.23386,0
170.887,-0.01863,0.04458,-0.00245,0.00729,0.05362,-9.79875,32.5,0.00649,-0.31306,1.23382,0
170.897,-0.00960,0.10582,-0.00153,0.00428,0.04722,-9.79913,32.5,0.03046,-0.30977,1.23379,0
170.907,-0.13775,-0.00064,0.00107,-0.00285,0.05066,-9.80215,32.5,0.00877,-0.30788,1.23377,0
170.917,-0.03301,0.08868,-0.00080,0.00037,0.05202,-9.80044,32.5,0.03228,-0.30746,1.23375,0
170.927,-0.14721,0.05734,-0.00269,0.00451,0.04963,-9.80571,32.5,0.01059,-0.30194,1.23374,0
170.937,-0.08034,0.04604,-0.00180,0.01502,0.05469,-9.79903,32.5,0.03377,-0.30449,1.23372,0
170.947,-0.07753,0.12761,-0.00234,0.01320,0.05062,-9.79344,32.5,0.01273,-0.29965,1.23371,0
170.957,-0.07586,0.07276,-0.00494,0.00641,0.04908,-9.80594,32.5,0.03633,-0.30111,1.23368,0
170.967,0.01346,0.00934,-0.00645,-0.00485,0.04538,-9.79586,32.5,0.01565,-0.29517,1.23364,0
170.977,-0.08481,-0.03720,-0.00511,-0.00031,0.05293,-9.78922,32.5,0.03693,-0.30234,1.23359,0
170.987,-0.01123,-0.14033,-0.00306,0.00720,0.05592,-9.79854,32.5,0.01564,-0.29471,1.23356,0
170.997,0.06028,-0.07193,-0.00247,0.00421,0.05403,-9.79906,32.5,0.03492,-0.30601,1.23351,0
171.007,-0.04623,0.12543,-0.00334,0.00599,0.05334,-9.80225,32.5,0.01326,-0.29811,1.23347,0
171.017,-0.01983,0.09369,-0.00206,0.00978,0.05010,-9.79172,32.5,0.03387,-0.30771,1.83896,0
171.027,-0.00945,0.03856,-0.00249,-0.00078,0.04586,-9.80519,32.5,0.01495,-0.29517,1.83894,0
171.037,-0.09387,0.01697,-0.00400,0.00114,0.05315,-9.80161,32.5,0.03413,-0.30781,1.83891,0
171.047,-0.08192,0.00898,-0.00317,-0.00108,0.04999,-9.80313,32.5,0.01579,-0.29549,1.83888,0
171.057,0.03296,0.02812,-0.00320,0.01284,0.05188,-9.80393,32.5,0.03706,-0.30518,1.83884,0
171.067,0.03296,-0.00785,-0.00357,0.00047,0.04947,-9.80103,32.5,0.01644,-0.29612,1.83881,0
171.077,-0.05545,-0.02212,-0.00648,0.01058,0.03387,-9.80303,32.5,0.03829,-0.29304,1.83878,0
171.087,-0.00064,-0.04855,-0.00302,0.01140,0.03679,-9.80672,32.5,0.01905,-0.27729,1.83874,0
171.097,0.04208,-0.01550,-0.00232,0.01479,0.04085,-9.79641,32.5,0.04074,-0.27364,1.83871,0
171.107,0.03597,0.04000,-0.00366,0.01008,0.05125,-9.79535,32.5,0.02173,-0.27065,1.83867,0
171.117,-0.01036,0.03942,-0.00126,0.00221,0.06410,-9.80373,32.5,0.04659,-0.27472,1.83863,0
171.127,0.01663,-0.02506,0.00254,0.00814,0.05723,-9.80702,32.5,0.02644,-0.28581,1.83861,0
171.137,-0.01679,-0.11447,0.00273,0.01349,0.05164,-9.79947,32.5,0.05146,-0.29210,1.83861,0
171.147,0.01398,-0.06233,0.00075,0.00647,0.05835,-9.80827,32.5,0.03237,-0.30804,1.83860,0
171.157,-0.04103,0.02170,-0.00090,0.00090,0.06087,-9.80570,32.5,0.05552,-0.30795,1.83861,0
171.167,0.00470,-0.01030,-0.00255,-0.00133,0.06187,-9.81355,32.5,0.03421,-0.31681,1.83861,0
171.177,-0.06620,-0.02307,-0.00216,0.00104,0.05331,-9.79890,32.5,0.05412,-0.30999,1.83861,0
171.187,-0.11539,-0.02808,-0.00327,-0.00706,0.05001,-9.80495,32.5,0.03089,-0.31633,1.83860,0
171.197,-0.13403,-0.05150,-0.00476,-0.00128,0.05770,-9.80153,32.5,0.05176,-0.31420,1.83857,0
171.207,-0.16338,-0.03908,-0.00295,-0.01090,0.05757,-9.80299,32.5,0.02758,-0.31852,1.83853,0
171.217,-0.08574,-0.09831,-0.00213,-0.00283,0.06357,-9.80667,32.5,0.03927,-0.33367,1.96297,0
171.227,-0.07958,0.07247,-0.00146,-0.00553,0.05690,-9.80209,32.5,0.01810,-0.34426,1.96294,0
171.237,-0.03224,0.03045,0.00003,0.00526,0.05446,-9.80050,32.5,0.04078,-0.34458,1.96291,0
171.247,-0.12401,-0.07230,0.00003,0.01535,0.04469,-9.79995,32.5,0.01853,-0.33962,1.96291,0
171.257,-0.11536,-0.04675,-0.00117,0.01614,0.05280,-9.80268,32.5,0.04100,-0.34014,1.96290,0
171.267,-0.09027,0.00615,-0.00138,0.00451,0.06173,-9.80946,32.5,0.02644,-0.32273,1.96290,0
171.277,-0.03554,-0.10241,0.00038,0.00920,0.04444,-9.80034,32.5,0.04675,-0.31343,1.96291,0
171.287,-0.03755,-0.03648,-0.00203,-0.00086,0.04365,-9.79670,32.5,0.02148,-0.30878,1.96291,0
171.297,-0.03779,-0.07583,0.00163,0.00998,0.05239,-9.79850,32.5,0.04113,-0.30956,1.96290,0
171.307,-0.01614,-0.04770,0.00022,0.00825,0.04383,-9.80201,32.5,0.01731,-0.29646,1.96291,0
171.317,-0.09583,-0.10199,-0.00476,0.01061,0.04648,-9.79457,32.5,0.03796,-0.29001,1.96291,0
171.327,-0.06093,0.00671,-0.00751,0.01425,0.05942,-9.80359,32.5,0.01640,-0.30054,1.96288,0
171.337,-0.09065,-0.10259,-0.00494,0.00692,0.05240,-9.80098,32.5,0.03805,-0.29779,1.96285,0
171.347,-0.05941,0.07099,-0.00635,0.01009,0.05272,-9.79419,32.5,0.01738,-0.30666,1.96281,0
171.357,-0.02548,0.15891,-0.00278,0.00241,0.04388,-9.79733,32.5,0.03491,-0.30706,1.96275,0
171.367,-0.01095,-0.02256,0.00006,0.00532,0.04651,-9.80158,32.5,0.01364,-0.31574,1.96269,0
171.377,0.08295,-0.09132,-0.00116,0.00928,0.04757,-9.81207,32.5,0.03143,-0.30245,1.96267,0
171.387,0.11818,-0.03157,-0.00225,0.01684,0.05982,-9.79854,32.5,0.02729,-0.32097,1.96262,0
171.397,-0.04465,-0.07434,-0.00317,0.01083,0.05851,-9.79911,32.5,0.04294,-0.30511,1.96260,0
171.407,-0.06328,-0.00438,-0.00406,0.01430,0.05811,-9.81119,32.5,0.04540,-0.32793,1.96256,0
171.417,-0.02588,-0.02041,-0.00241,0.00687,0.05192,-9.80977,32.5,0.05893,-0.31396,1.96254,0
171.427,-0.05625,0.03771,-0.00169,0.00131,0.04650,-9.79152,32.5,0.05307,-0.33719,1.69695,0
171.437,-0.08979,0.03828,-0.00187,0.01074,0.04758,-9.80533,32.5,0.05326,-0.31591,1.69695,0
171.447,-0.01411,0.01754,-0.00491,0.01439,0.06277,-9.79887,32.5,0.05526,-0.34011,1.69689,0
171.457,0.05917,-0.01162,-0.00396,0.01583,0.05081,-9.80224,32.5,0.05425,-0.31871,1.69688,0
171.467,-0.04520,-0.04510,0.00057,-0.00430,0.05492,-9.79737,32.5,0.04441,-0.33646,1.69686,0
171.477,-0.13004,0.04938,0.00106,-0.00908,0.04766,-9.80436,32.5,0.04377,-0.31017,1.69686,0
171.487,-0.07406,0.08600,0.00228,-0.00213,0.05387,-9.81013,32.5,0.03193,-0.32796,1.69684,0
171.497,-0.07463,0.07835,0.00202,-0.00231,0.05913,-9.80052,32.5,0.02335,-0.30092,1.69686,0
171.507,-0.07516,0.11844,0.00129,0.00353,0.06120,-9.79693,32.5,0.01182,-0.31952,1.69686,0
171.517,-0.05315,0.11240,-0.00184,-0.00018,0.05603,-9.80135,32.5,0.01419,-0.29821,1.69687,0
171.527,-0.04506,0.15310,-0.00311,0.00437,0.03930,-9.80602,32.5,0.01481,-0.32050,1.69685,0
171.537,-0.06357,0.10399,-0.00169,-0.00588,0.04173,-9.81649,32.5,0.01290,-0.30010,1.69684,0
171.547,-0.07014,0.02070,0.00189,0.00219,0.03975,-9.80888,32.5,0.02505,-0.31420,1.69681,0
171.557,-0.09476,-0.01124,0.00159,0.00228,0.04490,-9.80595,32.5,0.02047,-0.29349,1.69680,0
171.567,-0.08191,-0.04481,0.00174,0.00826,0.04099,-9.80489,32.5,0.03960,-0.29674,1.69679,0
171.577,-0.09958,0.00675,0.00081,0.01058,0.04541,-9.79862,32.5,0.03045,-0.27736,1.69680,0
171.587,-0.06184,-0.01629,-0.00121,0.00251,0.04408,-9.80492,32.5,0.05301,-0.27676,1.69682,0
171.597,-0.09195,0.01766,-0.00347,-0.00059,0.05245,-9.80441,32.5,0.03412,-0.26921,1.69682,0
171.607,-0.03683,-0.01199,-0.00214,0.00739,0.05268,-9.78078,32.5,0.05725,-0.27360,1.69681,0
171.617,-0.03786,-0.02345,-0.00101,0.01020,0.05284,-9.79236,32.5,0.03496,-0.27836,1.69679,0
171.627,-0.01616,-0.02769,-0.00083,0.00241,0.05578,-9.79373,32.5,0.05782,-0.28736,1.64497,0
171.637,-0.00835,0.03520,-0.00137,0.01123,0.05702,-9.79736,32.5,0.03536,-0.29614,1.64495,0
171.647,0.01639,0.10238,-0.00402,0.01455,0.05455,-9.80462,32.5,0.05799,-0.30137,1.64493,0
171.657,0.00434,0.04189,-0.00671,0.00696,0.05648,-9.80434,32.5,0.03527,-0.30729,1.64489,0
171.667,-0.02234,0.01865,-0.00666,0.00704,0.05428,-9.80426,32.5,0.05808,-0.31064,1.64484,0
171.677,0.01180,-0.01146,-0.00804,0.01278,0.06244,-9.81612,32.5,0.03710,-0.31784,1.64478,0
171.687,-0.01949,-0.00173,-0.00726,-0.00562,0.05645,-9.81738,32.5,0.05513,-0.31142,1.64472,0
171.697,0.12373,-0.06159,-0.00298,0.00218,0.05133,-9.81512,32.5,0.03291,-0.31780,1.64464,0
171.707,0.06747,-0.02061,-0.00410,-0.00081,0.05821,-9.81420,32.5,0.05176,-0.31012,1.64459,0
171.717,-0.02077,0.05915,-0.00441,0.00416,0.05787,-9.79921,32.5,0.03045,-0.31794,1.64453,0
171.727,-0.05337,-0.06092,-0.00344,0.01191,0.06669,-9.79359,32.5,0.05324,-0.31663,1.64449,0
171.737,-0.08808,-0.08542,-0.00319,-0.00583,0.05508,-9.79994,32.5,0.03673,-0.32919,1.64445,0
171.747,-0.03536,-0.05136,-0.00331,0.00212,0.05376,-9.80553,32.5,0.05962,-0.32204,1.64442,0
171.757,-0.10391,0.00412,-0.00288,0.00227,0.04137,-9.80758,32.5,0.04133,-0.32705,1.64439,0
171.767,-0.06319,-0.06030,-0.00276,0.00227,0.05736,-9.80254,32.5,0.05770,-0.33242,1.64436,0
171.777,-0.07068,0.04399,-0.00436,0.00523,0.04575,-9.80944,32.5,0.03731,-0.32137,1.64434,0
171.787,-0.07341,0.06233,-0.00659,0.00349,0.05013,-9.80028,32.5,0.05243,-0.33146,1.64430,0
171.797,-0.02993,0.02659,-0.00582,0.00862,0.05486,-9.80571,32.5,0.03407,-0.32695,1.64426,0
171.807,0.03055,0.05622,-0.00534,0.00190,0.05356,-9.79293,32.5,0.04360,-0.34587,1.64421,0
171.817,0.05428,-0.01849,-0.00494,-0.00095,0.06499,-9.80574,32.5,0.02688,-0.32878,1.64416,0
171.827,0.01868,0.01722,-0.00548,-0.00173,0.05447,-9.79293,32.5,0.03246,-0.35059,1.40394,0
171.837,0.00479,0.07387,-0.00449,0.01262,0.05358,-9.79709,32.5,0.02394,-0.33048,1.40390,0
171.847,-0.04403,0.00920,0.00027,0.00626,0.05018,-9.80144,32.5,0.02555,-0.35280,1.40385,0
171.857,-0.04092,0.02765,0.00056,0.00383,0.05480,-9.80018,32.5,0.02253,-0.33034,1.40383,0
171.867,-0.06168,0.01306,-0.00084,0.00271,0.05367,-9.81735,32.5,0.02600,-0.35164,1.40381,0
171.877,0.01877,0.00803,-0.00089,0.00241,0.05616,-9.81214,32.5,0.02331,-0.32915,1.40381,0
171.887,-0.12866,0.19857,-0.00114,-0.00345,0.05699,-9.79535,32.5,0.01397,-0.35058,1.40380,0
171.897,-0.00699,0.10040,-0.00276,0.00914,0.05152,-9.78913,32.5,0.01755,-0.32967,1.40380,0
171.907,-0.02683,0.06251,-0.00599,0.01374,0.05837,-9.79856,32.5,0.02014,-0.35410,1.40377,0
171.917,-0.01184,-0.01635,-0.00614,0.01566,0.05798,-9.79037,32.5,0.02894,-0.33348,1.40374,0
171.927,-0.09465,-0.02551,-0.00684,0.00143,0.05479,-9.80469,32.5,0.02104,-0.35312,1.40369,0
171.937,-0.03836,0.03605,-0.00614,0.00507,0.04767,-9.79555,32.5,0.03432,-0.33305,1.40364,0
171.947,-0.14926,0.03724,-0.00545,0.00327,0.05388,-9.80676,32.5,0.02241,-0.35088,1.40357,0
171.957,-0.08053,-0.04764,-0.00548,0.00278,0.05914,-9.79339,32.5,0.02514,-0.32861,1.40353,0
171.967,-0.03330,0.07061,-0.00739,0.01144,0.05237,-9.79427,32.5,0.01389,-0.34896,1.40345,0
171.977,0.00778,-0.01312,-0.00716,-0.00014,0.06151,-9.79737,32.5,0.02511,-0.33033,1.40339,0
171.987,0.06717,0.01969,-0.00861,0.01030,0.04736,-9.80166,32.5,0.02207,-0.35276,1.40331,0
171.997,-0.04253,0.00990,-0.00751,0.00848,0.04187,-9.79438,32.5,0.03384,-0.33412,1.40324,0
172.007,-0.06294,0.09231,-0.00532,0.00188,0.04859,-9.78566,32.5,0.01319,-0.34636,1.40316,0
172.017,-0.09187,-0.00539,-0.00265,0.00526,0.04234,-9.78827,32.5,0.01981,-0.32345,1.40311,0
172.027,-0.14775,0.04305,-0.00285,0.01216,0.05490,-9.80706,32.5,0.03030,-0.34167,1.40303,0
172.037,-0.10298,0.08347,-0.00444,0.00614,0.04771,-9.80230,32.5,0.03054,-0.31808,2.00596,0
172.047,-0.01927,0.05630,-0.00326,0.00088,0.05677,-9.79459,32.5,0.02219,-0.33864,2.00592,0
172.057,-0.05326,0.00250,-0.00214,0.00484,0.04548,-9.79462,32.5,0.03892,-0.32414,2.00588,0
172.067,0.00036,-0.06065,-0.00157,0.00322,0.05303,-9.80346,32.5,0.03075,-0.34592,2.00585,0
172.077,-0.04658,0.06536,-0.00479,0.00859,0.05003,-9.80396,32.5,0.02017,-0.32719,2.00584,0
172.087,-0.06468,0.13501,-0.00755,-0.00112,0.05466,-9.79517,32.5,0.00412,-0.34265,2.00580,0
172.097,-0.02707,0.11887,-0.00661,0.00391,0.06543,-9.79785,32.5,0.01610,-0.32662,2.00576,0
172.107,-0.03399,0.00503,-0.00361,0.00593,0.04881,-9.80176,32.5,-0.00126,-0.32886,2.00571,0
172.117,-0.01535,0.06922,-0.00520,0.00362,0.05726,-9.80620,32.5,0.01114,-0.31631,2.00566,0
172.127,0.03643,0.02949,-0.00538,0.00854,0.06650,-9.81388,32.5,-0.00592,-0.33482,2.00560,0
172.137,-0.07651,0.03501,-0.00522,0.00785,0.05804,-9.79025,32.5,0.01373,-0.32721,2.00555,0
172.147,-0.18580,0.01521,-0.00739,0.00738,0.05488,-9.79888,32.5,-0.00904,-0.33650,2.00549,0
172.157,-0.16092,-0.03496,-0.00556,0.01006,0.06260,-9.80519,32.5,0.01306,-0.34579,2.00543,0
172.167,-0.10769,0.01066,-0.00466,0.01419,0.05961,-9.79879,32.5,-0.00929,-0.34568,2.00537,0
172.177,-0.04320,0.02836,-0.00642,0.00688,0.05544,-9.79916,32.5,0.01132,-0.33695,2.00532,0
172.187,-0.03953,-0.11556,-0.00355,0.02168,0.05406,-9.81133,32.5,0.03313,-0.33104,2.00528,0
172.197,-0.03892,-0.06300,-0.00406,0.01572,0.05335,-9.79814,32.5,0.05503,-0.32588,2.00524,0
172.207,-0.03883,-0.02143,-0.00318,0.01037,0.04422,-9.80776,32.5,0.06382,-0.30338,2.00523,0
172.217,-0.10539,0.03706,-0.00298,-0.00045,0.04357,-9.80248,32.5,0.08057,-0.30122,2.00520,0
172.227,-0.02052,0.08158,-0.00384,0.00713,0.05531,-9.80361,32.5,0.09633,-0.29027,2.00518,0
172.237,-0.05454,0.11969,-0.00443,0.01013,0.05384,-9.79814,32.5,0.06981,-0.29509,1.68196,0
172.247,0.02101,0.11328,-0.00350,0.00827,0.04439,-9.80481,32.5,0.07976,-0.27474,1.68194,0
172.257,0.00630,0.02454,-0.00384,0.01349,0.04971,-9.80158,32.5,0.06792,-0.29399,1.68188,0
172.267,0.00018,0.05517,-0.00627,0.00957,0.04577,-9.80319,32.5,0.07935,-0.27457,1.68185,0
172.277,0.02057,-0.01902,-0.00655,0.00207,0.05311,-9.80669,32.5,0.05811,-0.28228,1.68178,0
172.287,0.05030,-0.02572,-0.00639,-0.00081,0.05888,-9.80804,32.5,0.05953,-0.25970,1.68174,0
