#2025/09/09 15:11:30
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw
2.477,-0.31875,0.02654,-2.01575,0.59392,-0.08276,9.79396,0.0,-0.04425,0.51077,-21.99452
2.487,-0.18854,0.02774,-1.12544,0.29344,-0.08735,9.79432,0.0,-0.14579,0.48479,-22.00031
2.497,-0.16023,0.01704,-0.37618,0.17853,-0.01550,9.79436,0.0,-0.19097,0.38809,-22.00601
2.507,-0.12806,0.04616,-0.19774,0.13171,-0.00278,9.79440,0.0,-0.28677,0.33853,-22.00518
2.517,-0.10488,0.05738,-0.04346,0.08115,0.02563,9.79438,0.0,-0.36344,0.26124,-22.00586
2.527,-0.11703,-0.01563,0.05872,0.05887,0.04237,9.79141,0.0,-0.25368,0.24723,-22.00550
2.537,-0.16603,0.06632,0.07602,0.02067,0.05760,9.79323,0.0,-0.27225,0.35479,-22.00504
2.547,-0.11891,0.00999,0.05046,0.01205,0.05751,9.78207,0.0,-0.16078,0.36694,-22.00446
2.557,-0.14393,-0.05594,0.00851,0.01470,0.06042,9.76891,0.0,-0.05286,0.33921,-22.00430
2.567,-0.17538,-0.05925,-0.03984,0.00976,0.05565,9.77872,0.0,-0.14882,0.39495,-22.00482
2.577,-0.15534,-0.00518,-0.06921,-0.00102,0.04795,9.78543,0.0,-0.06162,0.32398,-22.00563
2.587,-0.32101,-0.00790,-0.05872,0.01564,0.03912,9.78504,0.0,0.03188,0.26042,-22.00673
2.597,-0.22208,0.04741,-0.02265,0.01306,0.05930,9.78783,0.0,-0.07385,0.21968,-22.00747
2.607,-0.23848,0.05709,-0.13801,0.00905,0.10821,9.78291,0.0,-0.06902,0.33021,-22.00784
2.617,-0.17902,-0.01583,-0.23580,0.01348,0.11511,9.77808,0.0,-0.06103,0.43972,-22.01030
2.627,-0.17895,0.06632,-0.26259,0.02099,0.16192,9.79100,0.0,-0.07592,0.54952,-22.01362
2.637,-0.10321,0.12032,-0.28370,-0.00553,0.03555,9.78723,0.0,-0.08906,0.65929,-22.01677
2.647,-0.10581,0.04155,0.02071,0.04671,-0.06276,9.79178,0.0,-0.06107,0.54929,-22.01979
2.657,-0.19296,-0.05531,0.22332,0.03412,-0.12388,9.77280,0.0,-0.09484,0.44069,-22.01777
2.667,-0.22702,-0.00417,0.27900,0.02313,-0.02357,9.78021,0.0,-0.10062,0.32596,-22.01432
2.677,-0.13113,-0.03888,0.21416,0.01896,-0.00880,9.78604,0.0,-0.09460,0.21120,-22.01123
2.687,-0.04129,0.05844,0.08146,0.02330,0.01448,9.77638,0.0,-0.09569,0.09792,-22.00953
2.697,0.04765,0.05197,0.05236,0.02199,0.02926,9.76972,0.0,-0.16415,0.18613,-22.00997
2.707,0.05976,0.07137,0.08428,0.01849,0.03492,9.77904,0.0,-0.08336,0.26575,-22.01002
2.717,-0.02219,0.05607,0.09658,0.02900,0.04298,9.78851,0.0,-0.11469,0.15888,-22.00903
2.727,0.09803,0.08445,0.03650,0.01819,0.04605,9.78917,0.0,-0.18234,0.24760,-22.00845
2.737,0.06930,-0.04852,0.05696,0.01705,0.04133,9.78350,0.0,-0.07282,0.28045,-22.00876
2.747,0.01340,0.07663,0.04292,0.01364,0.04541,9.77836,0.0,-0.11699,0.17690,-22.00813
2.757,-0.03999,0.06910,0.08076,0.02717,0.04697,9.77936,0.0,-0.06701,0.27836,-22.00818
2.767,0.15669,0.04586,0.04126,0.01750,0.04169,9.78272,0.0,-0.17865,0.27962,-22.00737
2.777,0.11251,0.03606,0.00473,0.02571,0.03965,9.77214,0.0,-0.07713,0.23274,-22.00733
2.787,-0.02321,-0.02369,-0.06286,0.02882,0.04183,9.77403,0.0,-0.18865,0.22552,-22.00772
2.797,-0.09683,-0.03567,-0.06715,0.02999,0.04561,9.78067,0.0,-0.15612,0.33178,-22.00932
2.807,-0.10353,-0.00702,-0.03657,0.02156,0.04116,9.78025,0.0,-0.20372,0.22847,-22.00994
2.817,-0.14950,0.00359,-0.08946,0.01536,0.04241,9.78009,0.0,-0.09106,0.22385,-22.01033
2.827,0.02847,-0.02390,-0.05590,0.02783,0.04288,9.78003,0.0,-0.02019,0.30955,-22.01187
2.837,0.04186,0.00925,0.02147,0.02070,0.04308,9.79186,0.0,-0.12801,0.27854,-22.01241
2.847,0.07940,0.03318,-0.00286,0.02098,0.04313,9.77859,0.0,-0.03917,0.20905,-22.01184
2.857,0.02896,0.00877,0.02026,0.01510,0.04318,9.79724,0.0,-0.13833,0.26194,-22.01232
2.867,0.08552,0.01104,0.02902,0.02476,0.04318,9.78658,0.0,-0.02629,0.24696,-22.01218
2.877,-0.01226,0.02201,0.06473,0.01659,0.04612,9.77954,0.0,-0.13869,0.25256,-22.01207
2.887,-0.02812,0.04840,0.04601,0.02534,0.03842,9.78279,0.0,-0.03358,0.29366,-22.01149
2.897,0.00978,-0.00729,0.04973,0.02569,0.04725,9.78401,0.0,-0.12681,0.23123,-22.01129
2.907,0.06743,-0.00619,-0.00277,0.03176,0.03885,9.79043,0.0,-0.16153,0.33889,-22.01127
2.917,0.02447,-0.01729,-0.02275,0.03999,0.05037,9.79286,0.0,-0.19635,0.23257,-22.01152
2.927,-0.01324,-0.06577,-0.01951,0.04316,0.04593,9.78787,0.0,-0.25796,0.32737,-22.01247
2.937,-0.01714,-0.04013,0.08931,0.03549,0.03834,9.78300,0.0,-0.26816,0.21439,-22.01236
2.947,0.10082,-0.05145,0.03392,0.02660,0.04428,9.78707,0.0,-0.15741,0.19248,-22.01094
2.957,0.13506,-0.05586,0.07738,0.03508,0.04654,9.78269,0.0,-0.11726,0.29965,-22.01143
2.967,0.13661,0.01950,0.05076,0.02346,0.04742,9.79584,0.0,-0.22911,0.28359,-22.01056
2.977,0.03968,0.03651,0.04069,0.01908,0.03596,9.78013,0.0,-0.11515,0.28221,-22.01043
2.987,0.04594,0.05436,0.01525,0.02032,0.04044,9.79486,0.0,-0.09566,0.17071,-22.01012
2.997,0.14656,-0.00417,0.11327,0.01487,0.04803,9.79159,0.0,-0.13091,0.27844,-22.01056
3.007,-0.06417,-0.06151,0.14019,0.01282,0.04502,9.77849,0.0,-0.02884,0.32888,-22.00912
3.017,-0.16639,-0.08358,0.07512,0.02386,0.04978,9.78830,0.0,-0.08120,0.22657,-22.00770
3.027,-0.04294,-0.06872,0.05010,0.02214,0.05160,9.79502,0.0,-0.16879,0.29655,-22.00774
3.037,-0.06124,-0.01947,0.04050,0.02741,0.04641,9.80352,0.0,-0.05959,0.32509,-22.00769
3.047,-0.02503,0.02171,0.05829,0.03241,0.04736,9.79490,0.0,-0.15617,0.26544,-22.00747
3.057,-0.03300,0.04828,0.04355,0.03141,0.03888,9.77680,0.0,-0.26426,0.29743,-22.00712
3.067,0.06098,0.12530,0.01618,0.04584,0.03564,9.77581,0.0,-0.19096,0.21035,-22.00667
3.077,-0.04295,0.02141,0.03840,0.04246,0.04029,9.76950,0.0,-0.30125,0.20018,-22.00686
3.087,0.00414,-0.01759,0.08989,0.03819,0.03913,9.77302,0.0,-0.21462,0.27063,-22.00690
3.097,-0.05428,0.02201,0.09873,0.03363,0.03866,9.75658,0.0,-0.19959,0.15956,-22.00552
3.107,-0.02181,-0.02855,0.04837,0.01109,0.03556,9.76809,0.0,-0.16886,0.26648,-22.00507
3.117,-0.02090,0.02917,0.10435,0.01733,0.02555,9.77546,0.0,-0.06435,0.22729,-22.00506
3.127,-0.02054,0.05122,0.13650,0.02262,0.02763,9.79606,0.0,-0.11556,0.12783,-22.00375
3.137,-0.06311,-0.01781,0.15974,0.03062,0.02547,9.78911,0.0,-0.18850,0.21258,-22.00266
3.147,-0.09029,-0.00016,0.88993,0.06638,-0.00481,9.77166,0.0,-0.21890,0.10318,-22.00079
3.157,-0.06677,-0.12536,1.65360,0.10087,-0.06347,9.77395,0.0,-0.30606,0.03184,-21.98730
3.167,0.03944,-0.11733,2.16045,0.09624,-0.08293,9.77779,0.0,-0.36988,-0.06199,-21.96574
3.177,-0.08244,-0.11550,2.91406,0.04671,0.08332,9.77607,0.0,-0.40847,-0.16634,-21.94054
3.187,-0.04250,-0.08107,3.23408,0.08436,0.01142,9.78744,0.0,-0.38232,-0.05995,-21.90773
3.197,0.03784,-0.11152,2.49499,0.01842,0.13995,9.77084,0.0,-0.48090,-0.11331,-21.87327
3.207,0.10058,-0.04576,2.65396,0.17469,-0.11121,9.77376,0.0,-0.43744,-0.01060,-21.85395
3.217,0.07920,0.03396,-0.72010,0.44585,-0.68111,9.76656,0.0,-0.50365,-0.09876,-21.82594
3.227,0.11561,0.06486,0.74747,0.54847,-0.36304,9.76609,0.0,-0.55391,-0.19652,-21.85334
3.237,0.20711,-0.04388,2.72947,0.89583,-0.06788,9.77752,0.0,-0.66067,-0.22303,-21.83675
3.247,0.17753,0.06851,7.83615,0.87431,0.01249,9.78787,0.0,-0.77108,-0.20411,-21.79767
3.257,0.09447,-0.17544,13.62045,0.94328,0.01375,9.78592,0.0,-0.87825,-0.18956,-21.68820
3.267,0.05075,-0.00417,18.48879,0.94303,-0.03288,9.77338,0.0,-0.98929,-0.18584,-21.51656
3.277,0.19685,0.09559,21.26335,0.77411,-0.19492,9.77176,0.0,-1.09479,-0.19367,-21.30173
3.287,-0.01627,-0.07769,23.23896,0.36847,-0.27149,9.77416,0.0,-1.18557,-0.24607,-21.07116
3.297,0.09534,0.06693,23.11011,0.17196,-0.27719,9.77802,0.0,-1.15528,-0.35297,-20.82470
3.307,0.42114,-0.01889,22.89946,-0.16761,0.01502,9.77025,0.0,-1.09424,-0.44252,-20.59292
3.317,0.19663,0.12189,22.00061,-0.11924,0.08245,9.76139,0.0,-1.00005,-0.39572,-20.36625
3.327,0.12174,0.23089,22.80923,0.16912,0.13174,9.76387,0.0,-0.91389,-0.33784,-20.15306
3.337,-0.11177,0.08359,22.04193,-0.23695,0.17418,9.77671,0.0,-0.97648,-0.26405,-19.92148
3.347,0.06995,0.07350,22.09310,-0.16349,0.13441,9.75497,0.0,-0.87989,-0.23427,-19.70661
3.357,-0.07556,-0.15237,22.28552,0.42806,0.14276,9.78216,0.0,-0.78979,-0.18622,-19.48631
3.367,0.05428,-0.13787,26.75165,0.41114,-0.07480,9.79878,0.0,-0.88943,-0.16451,-19.26288
3.377,0.15713,-0.03277,28.20967,0.60611,0.01869,9.79302,0.0,-0.97071,-0.22717,-18.96701
3.387,0.15388,-0.03699,29.83265,0.36607,0.08681,9.79971,0.0,-1.06707,-0.20998,-18.67647
3.397,0.78181,-0.06680,30.09686,-0.10507,0.00099,9.78170,0.0,-1.08715,-0.11678,-18.37014
3.407,-0.03198,0.10097,30.21971,-0.01247,0.14188,9.79235,0.0,-0.98846,-0.11602,-18.06764
3.417,-0.18896,-0.15335,28.50137,-0.25577,0.10446,9.79657,0.0,-0.94173,-0.03820,-17.76639
3.427,-0.13076,-0.11736,27.87697,-0.35789,0.24913,9.80094,0.0,-0.84682,-0.03020,-17.49245
3.437,0.18352,-0.03526,27.17514,-0.27510,0.23371,9.77601,0.0,-0.76305,0.01632,-17.21848
3.447,-0.31620,0.05732,24.61400,-0.38880,0.16605,9.80512,0.0,-0.67934,0.06901,-16.95195
3.457,-0.12724,-0.00359,22.21440,-0.65755,0.12252,9.77774,0.0,-0.58128,0.07918,-16.72209
3.467,-0.10961,-0.07142,19.68290,-0.47863,0.20598,9.79084,0.0,-0.48256,0.08599,-16.51510
3.477,-0.01622,-0.12974,17.78999,-0.19049,0.11711,9.76041,0.0,-0.39526,0.13137,-16.33453
3.487,-0.06813,-0.07559,16.73309,-0.04486,0.05671,9.78142,0.0,-0.30709,0.17586,-16.16886
3.497,0.02162,-0.17525,16.48030,0.15311,0.04247,9.80128,0.0,-0.25009,0.09038,-16.00790
3.507,-0.15148,-0.08271,16.00677,-0.06193,0.03409,9.78815,0.0,-0.35449,0.09826,-15.84496
3.517,0.04358,-0.08938,16.98864,0.30984,0.01317,9.77421,0.0,-0.25226,0.09973,-15.68810
3.527,-0.06689,-0.04930,16.86845,0.20850,0.05526,9.77478,0.0,-0.35603,0.09697,-15.51237
3.537,0.04419,-0.18705,17.03808,0.03026,0.13022,9.78086,0.0,-0.43838,0.15675,-15.34511
3.547,0.25795,0.02610,17.33908,-0.15661,0.25599,9.76529,0.0,-0.36739,0.22838,-15.17444
3.557,0.09146,-0.02660,17.80982,-0.20138,0.31289,9.79194,0.0,-0.28922,0.29929,-14.99982
3.567,-0.04821,-0.04734,17.62360,-0.31622,0.27868,9.78145,0.0,-0.22010,0.37359,-14.81940
3.577,-0.03648,-0.05475,17.57396,-0.22085,0.33628,9.80105,0.0,-0.12777,0.41457,-14.64470
3.587,-0.21571,-0.15819,17.09235,-0.33856,0.33177,9.77894,0.0,-0.07565,0.50223,-14.46968
3.597,-0.14470,-0.03135,16.72492,-0.26779,0.27119,9.80021,0.0,0.01049,0.55034,-14.30204
3.607,-0.08610,-0.01584,13.47293,-0.81015,0.20097,9.77880,0.0,0.09734,0.60462,-14.13727
3.617,-0.10785,-0.04340,9.85135,-1.30495,0.11530,9.77073,0.0,0.20040,0.60945,-14.02288
3.627,0.05524,-0.04177,3.77344,-0.61575,-0.00286,9.76767,0.0,0.30336,0.60583,-13.94702
3.637,0.13863,0.00308,0.96727,-0.45375,0.16102,9.77810,0.0,0.36767,0.52369,-13.94759
3.647,-0.12234,0.00691,-0.29817,-0.11554,-0.04133,9.78239,0.0,0.46036,0.58028,-13.95509
3.657,-0.07170,0.11967,-2.07390,0.00458,-0.03325,9.78985,0.0,0.40191,0.48657,-13.96681
3.667,0.06769,0.08655,-2.57983,0.14252,-0.06551,9.77792,0.0,0.31734,0.42031,-13.99915
3.677,0.07798,0.02950,-2.66529,-0.06010,0.01934,9.78512,0.0,0.22299,0.36853,-14.02855
3.687,0.32029,0.02056,-2.98884,0.06729,-0.00126,9.78198,0.0,0.33287,0.37580,-14.05593
3.697,0.15309,-0.00687,-2.32619,0.27637,-0.11808,9.76312,0.0,0.23082,0.34081,-14.08825
3.707,0.06658,0.09266,-2.04099,0.27604,-0.12441,9.76774,0.0,0.13484,0.28764,-14.10782
3.717,0.12169,-0.02289,-1.84567,0.10664,-0.02084,9.77235,0.0,0.04188,0.23148,-14.12678
3.727,0.07736,0.02065,-0.68372,0.24967,-0.02545,9.77118,0.0,-0.06113,0.27446,-14.14428
3.737,-0.09128,0.02509,-0.17515,0.12027,0.01697,9.78552,0.0,-0.16842,0.25021,-14.14411
3.747,0.02877,0.01720,0.00822,0.06493,0.02729,9.78804,0.0,-0.27919,0.25231,-14.14297
3.757,-0.00170,0.05766,0.01363,0.05563,0.04888,9.78601,0.0,-0.18130,0.19902,-14.14177
3.767,0.08417,0.08489,0.02636,0.04322,0.04535,9.77636,0.0,-0.24258,0.29178,-14.14218
3.777,-0.04570,0.09404,0.04212,0.03850,0.03223,9.77565,0.0,-0.16739,0.20923,-14.14176
3.787,-0.05159,0.05379,-0.04871,0.03371,0.03605,9.77833,0.0,-0.22423,0.11227,-14.14116
3.797,-0.07501,-0.01683,-0.00791,0.04669,0.03752,9.78825,0.0,-0.18293,0.21604,-14.14281
3.807,-0.17119,0.01061,0.02916,0.03684,0.03807,9.78018,0.0,-0.29545,0.22230,-14.14290
3.817,-0.07748,-0.01096,0.07559,0.03898,0.03241,9.79490,0.0,-0.18276,0.22275,-14.14263
3.827,-0.18306,0.02379,0.10411,0.01607,0.04790,9.78567,0.0,-0.26176,0.14214,-14.14151
3.837,-0.12570,0.02679,0.08265,0.01624,0.05086,9.77326,0.0,-0.17217,0.20872,-14.14080
3.847,-0.03832,-0.01562,0.08526,0.02226,0.03728,9.77447,0.0,-0.10374,0.29733,-14.14056
3.857,0.03842,-0.03149,0.05393,0.02159,0.03797,9.76899,0.0,-0.14376,0.19244,-14.13971
3.867,0.01311,0.00610,0.02038,0.02432,0.03822,9.75800,0.0,-0.08670,0.28972,-14.13980
3.877,-0.00711,-0.01268,0.02917,0.03717,0.05306,9.76861,0.0,-0.16643,0.21183,-14.13987
3.887,0.00696,-0.03070,0.02177,0.03615,0.04990,9.77860,0.0,-0.22686,0.30583,-14.14009
3.897,0.17480,-0.01430,-0.02429,0.03278,0.05164,9.78538,0.0,-0.15965,0.21648,-14.13985
3.907,0.03228,0.05648,-0.02033,0.04042,0.05229,9.77315,0.0,-0.18335,0.32899,-14.14095
3.917,0.03245,0.03987,-0.00800,0.03737,0.05844,9.78329,0.0,-0.29108,0.30188,-14.14125
3.927,-0.03283,0.08812,0.44886,-0.18992,0.45525,9.78075,0.0,-0.20063,0.36948,-14.14178
3.937,-0.09063,0.08422,-0.55018,-0.54992,0.75992,9.78258,0.0,-0.14340,0.46650,-14.13501
3.947,-0.08984,-0.04931,-0.89922,-0.67263,0.89984,9.78028,0.0,-0.06652,0.54784,-14.14708
3.957,0.07231,-0.01092,-1.16205,-0.72263,1.04159,9.78226,0.0,0.00484,0.63201,-14.15854
3.967,0.10120,0.05857,-1.33790,-0.48934,0.95148,9.78317,0.0,0.07119,0.72313,-14.17197
3.977,0.06921,0.08482,-0.58674,-0.32852,0.59916,9.80467,0.0,0.11662,0.82642,-14.18651
3.987,-0.05082,-0.01620,-1.03168,0.00314,0.34383,9.77447,0.0,0.19113,0.91096,-14.18774
3.997,0.18403,0.15677,0.04672,0.68155,0.22861,9.78661,0.0,0.08036,0.92385,-14.20103
4.007,0.02654,0.14395,4.09824,1.09441,0.48484,9.78196,0.0,-0.02799,0.92710,-14.19411
4.017,0.27172,0.07540,8.13289,1.39748,0.55034,9.80096,0.0,-0.13083,0.96354,-14.12837
4.027,0.20595,-0.08405,14.54108,1.29993,0.47818,9.76389,0.0,-0.23591,0.99572,-14.02246
4.037,-0.02353,-0.12432,21.36034,1.24454,0.61549,9.77028,0.0,-0.34494,1.01938,-13.83786
4.047,-0.51757,0.01107,15.31909,-0.15377,-2.26089,9.77365,0.0,-0.44600,1.05945,-13.58273
4.057,-0.51459,0.20730,7.73524,-0.99506,-2.44699,9.79159,0.0,-0.42245,0.95595,-13.46640
4.067,-0.18639,0.08645,4.78479,-0.29068,-0.46937,9.79274,0.0,-0.37149,0.86822,-13.43555
4.077,-0.11438,0.10611,6.97399,-0.09999,1.00425,9.77448,0.0,-0.38478,0.96594,-13.40683
4.087,-0.04256,0.14713,10.63106,-0.11541,1.15208,9.76805,0.0,-0.38218,1.06361,-13.32446
4.097,-0.14349,-0.00343,12.83589,-0.21583,1.00542,9.75104,0.0,-0.36513,1.16138,-13.19643
4.107,0.00036,0.18288,13.98968,-0.10598,0.97297,9.77711,0.0,-0.32553,1.24993,-13.05529
4.117,-0.05343,0.26420,14.01054,-0.03459,1.13128,9.75423,0.0,-0.31289,1.35100,-12.90905
4.127,0.06586,0.39548,13.33987,-0.09649,1.26831,9.76616,0.0,-0.30850,1.45193,-12.76958
4.137,0.11529,-0.02814,12.47093,-0.08507,1.61502,9.77330,0.0,-0.28975,1.55394,-12.64103
4.147,-0.77732,1.01492,10.43605,-0.20210,1.66499,9.74057,0.0,-0.28752,1.65635,-12.52257
4.157,-0.07134,0.62803,6.97863,-0.33267,1.53696,9.77570,0.0,-0.25068,1.74227,-12.43106
4.167,0.30754,0.17241,1.23328,-0.37351,1.47623,9.73873,0.0,-0.21056,1.84116,-12.38318
4.177,0.44444,-0.51966,-4.39488,-0.53716,1.25879,9.75749,0.0,-0.17314,1.94394,-12.40695
4.187,-0.30563,0.24534,-10.23926,-0.43051,1.16392,9.73797,0.0,-0.11224,2.02946,-12.48639
4.197,0.00018,0.93871,-14.18482,-0.25036,1.08650,9.76612,0.0,-0.05265,2.11554,-12.62494
4.207,0.10189,0.47627,-15.09822,-0.20480,0.85964,9.72081,0.0,-0.01022,2.21945,-12.79085
4.217,0.71440,-0.87492,-16.78026,-0.29714,0.65535,9.78963,0.0,0.04575,2.31290,-12.94749
4.227,1.46158,-0.64893,-19.58880,-0.38228,0.28000,9.80149,0.0,0.13230,2.36017,-13.12641
4.237,0.20894,0.35095,-22.37426,-0.29921,0.18666,9.80890,0.0,0.21369,2.31176,-13.34012
4.247,-0.64698,0.41037,-24.91238,-0.23188,0.15982,9.79986,0.0,0.29640,2.22504,-13.58110
4.257,0.14091,0.55175,-28.90845,-0.25673,0.24671,9.78739,0.0,0.36254,2.12438,-13.84630
4.267,0.76751,0.35468,-34.85981,-0.50666,0.38293,9.77363,0.0,0.47686,2.09984,-14.16008
4.277,0.19715,0.91206,-40.71915,-0.31088,0.13468,9.75984,0.0,0.59067,2.12606,-14.54520
4.287,1.04156,1.08901,-45.20824,-0.12301,-0.21327,9.79342,0.0,0.64152,2.02592,-14.98911
4.297,-0.07054,1.45399,-47.68694,0.25215,-0.77602,9.77119,0.0,0.65790,1.94256,-15.46956
4.307,1.08941,1.49550,-47.89174,0.52638,-1.22353,9.76002,0.0,0.65604,1.84369,-15.96216
4.317,-1.12802,0.71958,-46.16834,0.58392,-1.56223,9.77672,0.0,0.64978,1.77359,-16.44283
4.327,-0.28481,-0.46709,-42.59160,0.46650,-1.70924,9.78611,0.0,0.63651,1.66010,-16.89478
4.337,-0.08231,0.53324,-37.66437,0.30566,-1.53583,9.74494,0.0,0.61559,1.57304,-17.29997
4.347,0.26656,-0.17320,-31.79651,0.15199,-1.34592,9.75575,0.0,0.62053,1.48241,-17.64693
4.357,-0.17912,0.13653,-27.33792,0.06074,-1.28518,9.73618,0.0,0.61183,1.39436,-17.92992
4.367,-0.36028,0.36501,-23.62166,-0.06072,-1.00581,9.78471,0.0,0.61436,1.29497,-18.17685
4.377,-0.49229,0.27557,-20.52211,-0.04195,-0.83142,9.79130,0.0,0.62697,1.19408,-18.39121
4.387,-0.12603,-0.20706,-17.92710,-0.19211,-0.66767,9.77295,0.0,0.62517,1.09089,-18.57849
4.397,-0.34070,0.37705,-18.75682,-0.12494,-0.59923,9.78668,0.0,0.64575,0.99536,-18.74310
4.407,-0.74314,0.68633,-5.95939,23.93240,-4.87280,9.93421,0.0,0.65284,0.88997,-18.93701
4.417,-0.15385,0.11603,-2.33011,3.37792,-2.96145,9.86467,0.0,0.57853,0.86391,-18.91779
4.427,-0.18978,-0.01568,-0.83616,1.26177,-1.10154,9.81530,0.0,0.64876,0.85087,-18.91911
4.437,-0.05236,0.01230,-0.31962,0.49506,-0.40585,9.78163,0.0,0.60273,0.78071,-18.91924
4.447,0.08672,0.04570,-0.06860,0.19920,-0.13128,9.78062,0.0,0.53742,0.72322,-18.92007
4.457,0.16190,0.01455,-0.02648,0.08024,-0.02051,9.78319,0.0,0.46551,0.66772,-18.91994
4.467,0.04979,-0.02047,-0.05331,0.05558,0.01003,9.78715,0.0,0.38898,0.61104,-18.92063
4.477,0.05011,-0.01148,-0.18207,0.03433,0.00402,9.78572,0.0,0.30715,0.55316,-18.92194
4.487,0.05031,-0.03010,-0.50038,0.03802,0.03706,9.78513,0.0,0.24415,0.47293,-18.92519
4.497,0.02867,-0.02635,-0.46047,0.02462,0.04084,9.78195,0.0,0.14345,0.44485,-18.93249
4.507,0.15109,-0.07899,-0.31600,0.03134,0.05700,9.78072,0.0,0.06070,0.37862,-18.93719
4.517,0.08888,-0.03383,-0.09937,0.02204,0.06024,9.78322,0.0,-0.04738,0.38640,-18.93968
4.527,0.24996,-0.07024,-0.04895,0.01258,0.04969,9.78122,0.0,-0.14584,0.34177,-18.93947
4.537,-0.01347,-0.13073,0.01371,0.01493,0.04271,9.77157,0.0,-0.06276,0.27527,-18.93973
4.547,0.03674,-0.03147,0.16649,-0.00211,0.09894,9.78263,0.0,-0.12507,0.18229,-18.93928
4.557,0.11026,0.01791,0.70930,0.03005,0.06742,9.78099,0.0,-0.08986,0.28766,-18.93709
4.567,0.18166,0.08120,1.64867,0.02124,0.24083,9.78013,0.0,-0.19983,0.28546,-18.92685
4.577,0.22108,-0.05981,1.68480,-0.00077,0.78983,9.77622,0.0,-0.19181,0.39826,-18.90515
4.587,0.30157,0.06329,6.05885,0.22544,0.85820,9.76599,0.0,-0.18832,0.51142,-18.88868
4.597,0.16059,-0.10036,7.69785,-0.07271,0.24266,9.78666,0.0,-0.22953,0.61696,-18.80164
4.607,0.08462,-0.13000,7.99005,0.06005,-0.22798,9.78890,0.0,-0.14693,0.54733,-18.71455
4.617,-0.17312,0.03325,9.40430,0.05397,-0.16342,9.78649,0.0,-0.16964,0.43909,-18.63278
4.627,-0.35847,0.09492,9.63231,0.05778,-0.26827,9.80056,0.0,-0.18048,0.32633,-18.52987
4.637,-0.44112,0.22856,9.61152,-0.02689,-0.24649,9.80289,0.0,-0.18764,0.21211,-18.43200
4.647,-0.23293,0.17130,10.07737,0.06200,-0.00565,9.79162,0.0,-0.14283,0.10583,-18.33593
4.657,-0.08766,0.09486,10.69682,-0.05510,-0.04023,9.78452,0.0,-0.20637,0.19208,-18.23277
4.667,-0.04309,0.06557,10.75040,-0.00209,0.04369,9.77575,0.0,-0.11214,0.13731,-18.12204
4.677,0.06059,0.11018,11.64282,0.08915,0.17583,9.77819,0.0,-0.12892,0.24364,-18.01465
4.687,-0.11557,0.01539,12.40400,0.07385,0.09383,9.76448,0.0,-0.18148,0.33805,-17.89317
4.697,-0.09521,-0.03109,14.51433,0.13289,0.24503,9.77975,0.0,-0.28071,0.29297,-17.76448
4.707,-0.10841,-0.08202,16.31106,-0.05167,-0.00333,9.79193,0.0,-0.32345,0.38960,-17.60704
4.717,0.12429,0.02158,17.42761,0.06410,0.26678,9.78127,0.0,-0.25072,0.31199,-17.43267
4.727,0.03963,0.01570,16.96065,-0.07829,0.19043,9.79820,0.0,-0.27589,0.41649,-17.25219
4.737,0.13643,-0.07385,12.66935,-0.18662,0.49683,9.78349,0.0,-0.17676,0.44941,-17.08583
4.747,0.12799,-0.09756,6.57266,-0.10816,-0.06613,9.78466,0.0,-0.13391,0.54740,-16.98615
4.757,0.14547,0.00372,4.20062,-0.11429,-0.01326,9.79959,0.0,-0.11786,0.44255,-16.95810
4.767,0.10853,-0.03514,1.18443,-0.04520,-0.11966,9.79952,0.0,-0.01677,0.40313,-16.93091
4.777,0.12658,-0.02771,-0.37687,0.00248,-0.44291,9.78503,0.0,-0.01482,0.29447,-16.93789
4.787,-0.11609,-0.01579,-1.03768,0.07411,-0.57816,9.78246,0.0,-0.01950,0.18571,-16.95148
4.797,-0.02410,-0.03183,-1.01023,0.02964,-0.26775,9.77807,0.0,-0.03751,0.07366,-16.96609
4.807,0.05407,-0.03766,-1.79654,-0.06182,0.04216,9.76725,0.0,-0.03243,-0.03693,-16.97616
4.817,0.07177,-0.05112,-5.34851,-0.10272,0.15760,9.77795,0.0,0.01819,0.06258,-16.99920
4.827,0.20781,0.02184,-7.15771,-0.07066,0.09571,9.77031,0.0,0.07280,0.15925,-17.07477
4.837,0.20517,0.09337,-7.81651,0.10192,-0.03390,9.77937,0.0,0.16014,0.22997,-17.15759
4.847,0.22608,-0.00042,-9.99523,0.03407,0.09027,9.77669,0.0,0.07012,0.17214,-17.24015
4.857,0.30982,-0.03567,-11.19356,0.32870,0.01405,9.79062,0.0,0.06693,0.28321,-17.35364
4.867,0.33044,-0.11543,-14.19217,-0.03032,-0.05918,9.79011,0.0,-0.04021,0.27004,-17.47320
4.877,0.19648,-0.10296,-16.38192,-0.01641,0.07766,9.76894,0.0,0.05226,0.21924,-17.63387
4.887,0.05846,-0.05477,-16.52927,0.08085,0.08874,9.79351,0.0,0.05141,0.32680,-17.81133
4.897,-0.10430,0.05086,-18.48065,0.07924,0.22543,9.79087,0.0,-0.05049,0.35374,-17.97774
4.907,-0.10908,0.03680,-13.05641,0.20651,0.09218,9.78712,0.0,-0.07617,0.45369,-18.17490
4.917,-0.10020,0.05355,-10.85538,0.07375,0.29149,9.77649,0.0,-0.17798,0.42716,-18.27209
