#2025/12/16 15:23:25
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw,gps_status_code
2.391,0.02415,-0.03080,-0.00073,0.02208,0.07645,-9.80914,40.0,0.16772,-0.38920,359.99042,1
2.401,-0.01505,0.03388,-0.00175,0.03042,0.08874,-9.80348,40.0,0.15622,-0.41008,359.99033,1
2.411,-0.05194,0.03694,0.00015,0.03069,0.08156,-9.80419,40.0,0.17930,-0.40125,359.99033,1
2.421,0.04441,0.03880,-0.00205,0.03073,0.08771,-9.80449,40.0,0.17153,-0.42627,359.99026,1
2.431,0.05913,0.03937,-0.00213,0.03353,0.08423,-9.82229,40.0,0.20029,-0.42606,359.99023,1
2.441,0.04328,-0.04657,-0.00183,0.02596,0.07978,-9.81129,40.0,0.18784,-0.44481,359.99017,1
2.451,0.10284,0.00705,-0.00585,0.02904,0.06925,-9.80714,40.0,0.20192,-0.42641,359.99020,1
2.461,0.10412,-0.05863,-0.00655,0.02129,0.06812,-9.80839,40.0,0.18254,-0.43865,359.99011,1
2.471,0.01622,-0.08426,-0.00808,0.02425,0.05591,-9.81480,40.0,0.18619,-0.41267,359.99014,1
2.481,0.09253,-0.00736,-0.00623,0.03140,0.04535,-9.81143,40.0,0.16046,-0.41669,359.99008,1
2.491,0.09989,-0.02113,-0.00509,0.02811,0.04721,-9.81596,40.0,0.16290,-0.39135,359.99008,1
2.501,0.10225,0.03812,-0.00407,0.02386,0.05382,-9.81767,40.0,0.13560,-0.39954,359.98999,1
2.511,-0.05118,0.01679,-0.00226,0.03119,0.06528,-9.80670,40.0,0.14406,-0.38066,359.98999,1
2.521,-0.08728,-0.05572,-0.00575,0.02797,0.07555,-9.80833,40.0,0.13449,-0.40385,359.98990,1
2.531,-0.12332,-0.06204,-0.00785,0.03260,0.08250,-9.81199,40.0,0.14848,-0.38937,359.98987,1
2.541,-0.02772,0.08675,-0.00929,0.03436,0.09107,-9.81046,40.0,0.14817,-0.41848,359.98975,1
2.551,-0.10042,-0.02913,-0.00932,0.03504,0.08843,-9.81280,40.0,0.17846,-0.41482,359.98969,1
2.561,-0.01771,-0.07272,-0.00905,0.03535,0.08445,-9.81074,40.0,0.17703,-0.44164,359.98953,1
2.571,-0.07461,-0.06842,-0.00534,0.04142,0.08888,-9.80417,40.0,0.20618,-0.43763,359.98947,1
2.581,-0.11908,0.01912,-0.00539,0.04085,0.07869,-9.80159,40.0,0.19879,-0.45870,359.98932,1
2.591,-0.06914,-0.03307,-0.00363,0.02582,0.07468,-9.80333,40.0,0.21379,-0.44092,359.98932,1
2.601,-0.07245,-0.01014,-0.00124,0.03169,0.07924,-9.81890,40.0,0.20245,-0.46040,359.98920,1
2.611,-0.02891,-0.08712,-0.00066,0.03710,0.07502,-9.81016,40.0,0.21695,-0.44245,359.98926,1
2.621,0.00934,-0.05188,-0.00131,0.03315,0.07931,-9.81263,40.0,0.19664,-0.45230,359.98920,1
2.631,0.00186,-0.03855,-0.00148,0.03741,0.07513,-9.82837,40.0,0.21257,-0.43654,359.98923,1
2.641,-0.06747,-0.01235,-0.00404,0.03047,0.07040,-9.81069,40.0,0.19510,-0.45113,359.98917,1
2.651,-0.07170,-0.02371,-0.00521,0.01584,0.07149,-9.81556,40.0,0.19889,-0.42605,359.98923,1
2.661,-0.00717,-0.00615,-0.00412,0.02797,0.06912,-9.82060,40.0,0.18223,-0.44040,359.98917,1
2.671,0.10585,0.00110,-0.00349,0.02672,0.07406,-9.81657,40.0,0.18489,-0.41471,359.98920,1
2.681,0.12756,-0.08228,-0.00259,0.02619,0.07893,-9.81799,40.0,0.16740,-0.42790,359.98911,1
2.691,0.00265,-0.02892,-0.00367,0.02309,0.08370,-9.81261,40.0,0.16784,-0.40526,359.98914,1
2.701,-0.00133,0.05624,-0.00356,0.02217,0.07064,-9.79579,40.0,0.15998,-0.42657,359.98904,1
2.711,-0.00235,0.02425,-0.00021,0.01856,0.06868,-9.81288,40.0,0.15281,-0.40393,359.98907,1
2.721,-0.02481,0.01188,0.00274,0.01994,0.08282,-9.82833,40.0,0.14415,-0.42619,359.98898,1
2.731,-0.05630,0.11456,0.00105,0.02373,0.07336,-9.81656,40.0,0.14078,-0.40404,359.98904,1
2.741,0.02081,0.04680,-0.00157,0.02523,0.06085,-9.81204,40.0,0.13923,-0.42740,359.98898,1
2.751,0.02849,-0.02223,-0.00140,0.01692,0.06487,-9.80727,40.0,0.13217,-0.40594,359.98901,1
2.761,0.00917,-0.02722,-0.00202,0.02551,0.06949,-9.80857,40.0,0.14026,-0.42699,359.98895,1
2.771,-0.04222,-0.05091,-0.00008,0.01989,0.07118,-9.81189,40.0,0.13259,-0.40658,359.98901,1
2.781,0.02606,0.00509,0.00068,0.03261,0.06898,-9.80747,40.0,0.14270,-0.42280,359.98895,1
2.791,-0.01398,0.00457,0.00134,0.02845,0.07107,-9.81744,40.0,0.13339,-0.40291,359.98898,1
2.801,0.01426,0.09068,-0.00119,0.02701,0.06886,-9.80946,40.0,0.14936,-0.41760,359.98895,1
2.811,0.11482,-0.06944,-0.00213,0.03245,0.06804,-9.80061,40.0,0.13920,-0.39570,359.98898,1
2.821,-0.00176,-0.08853,-0.00426,0.03443,0.07663,-9.80020,40.0,0.15676,-0.40944,359.98895,1
2.831,0.01937,-0.00939,-0.00542,0.02917,0.07990,-9.80879,40.0,0.13484,-0.40158,359.98895,1
2.841,0.00597,-0.06532,-0.00548,0.03010,0.08413,-9.81212,40.0,0.15158,-0.41739,359.98886,1
2.851,-0.04400,-0.00092,-0.00941,0.03055,0.07685,-9.81042,40.0,0.13373,-0.40387,359.98886,1
2.861,-0.01843,-0.04057,-0.01027,0.03068,0.08591,-9.80687,40.0,0.14588,-0.42479,359.98874,1
2.871,0.01312,-0.01256,-0.01094,0.03971,0.07759,-9.80266,40.0,0.16393,-0.42042,359.98868,1
2.881,0.04776,-0.06626,-0.00865,0.02841,0.07426,-9.79789,40.0,0.18155,-0.42995,359.98856,1
2.891,0.03831,-0.00089,-0.00504,0.03587,0.07016,-9.80212,40.0,0.19850,-0.41748,359.98853,1
2.901,-0.00962,0.04530,-0.00111,0.02994,0.05960,-9.80064,40.0,0.20879,-0.42729,359.98843,1
2.911,0.01640,0.04171,-0.00129,0.02762,0.06446,-9.80010,40.0,0.22602,-0.40867,359.98846,1
2.921,-0.01786,0.04008,-0.00235,0.03274,0.05747,-9.79701,40.0,0.20028,-0.40476,359.98843,1
2.931,-0.03099,0.03947,-0.00614,0.02573,0.06954,-9.79574,40.0,0.21916,-0.39760,359.98843,1
2.941,-0.07997,0.01744,-0.00240,0.02004,0.07710,-9.79817,40.0,0.19573,-0.40291,359.98840,1
2.951,0.07778,0.05311,0.00124,0.02662,0.07715,-9.81099,40.0,0.21477,-0.41289,359.98834,1
2.961,0.09400,0.04496,0.00189,0.02316,0.08600,-9.81583,40.0,0.19119,-0.42757,359.98825,1
2.971,0.05583,0.06309,0.00057,0.02489,0.08051,-9.81475,40.0,0.21034,-0.44543,359.98819,1
2.981,0.04187,-0.01601,-0.00068,0.02847,0.07845,-9.81733,40.0,0.18617,-0.45062,359.98816,1
2.991,-0.05171,-0.06826,-0.00281,0.02709,0.07165,-9.80353,40.0,0.20693,-0.45089,359.98816,1
3.001,-0.04424,0.04110,-0.00768,0.02924,0.06918,-9.82185,40.0,0.18466,-0.44350,359.98816,1
3.011,-0.06343,0.08272,-0.00504,0.03312,0.06822,-9.82006,40.0,0.20632,-0.43473,359.98816,1
3.021,-0.00370,-0.00850,-0.00355,0.03168,0.07965,-9.81054,40.0,0.18711,-0.42747,359.98816,1
3.031,0.01944,-0.08636,-0.00258,0.02814,0.07809,-9.81273,40.0,0.20833,-0.41881,359.98813,1
3.041,0.04931,0.03456,0.00041,0.02693,0.07152,-9.80472,40.0,0.18639,-0.42311,359.98807,1
3.051,0.06133,-0.00527,0.00077,0.02353,0.07194,-9.79868,40.0,0.20515,-0.41095,359.98810,1
3.061,0.06546,0.04403,0.00144,0.02521,0.06325,-9.79934,40.0,0.18200,-0.41609,359.98807,1
3.071,0.00074,0.06246,0.00031,0.02277,0.06882,-9.80546,40.0,0.19874,-0.39904,359.98813,1
3.081,-0.00145,0.00513,-0.00251,0.03068,0.07991,-9.80500,40.0,0.17903,-0.40851,359.98810,1
3.091,0.06342,0.06964,0.00009,0.02475,0.08113,-9.81353,40.0,0.20046,-0.39834,359.98813,1
3.101,0.00062,-0.01379,0.00285,0.03438,0.07577,-9.81399,40.0,0.18428,-0.41382,359.98807,1
3.111,0.02034,0.01913,0.00269,0.03501,0.07076,-9.82295,40.0,0.20615,-0.40489,359.98813,1
3.121,0.05045,-0.03268,0.00412,0.01766,0.07456,-9.81141,40.0,0.18850,-0.41883,359.98807,1
3.131,-0.04868,-0.03163,0.00392,0.01682,0.07906,-9.81593,40.0,0.17205,-0.43405,359.98810,1
3.141,0.00214,-0.07370,0.00386,0.01944,0.08377,-9.81771,40.0,0.15178,-0.44450,359.98810,1
3.151,-0.02345,0.01749,0.00074,0.02658,0.07076,-9.80665,40.0,0.13459,-0.42750,359.98816,1
3.161,0.07722,0.05301,-0.00224,0.01734,0.07164,-9.81111,40.0,0.11449,-0.44145,359.98813,1
3.171,0.04989,0.00165,-0.00127,0.01091,0.07489,-9.80689,40.0,0.09259,-0.43624,359.98816,1
3.181,-0.00508,0.02478,-0.00344,0.01727,0.07328,-9.81129,40.0,0.10791,-0.42104,359.98819,1
3.191,-0.04848,0.07648,-0.00360,0.02564,0.07862,-9.80718,40.0,0.08424,-0.42080,359.98816,1
3.201,0.04557,0.07541,-0.00428,0.02872,0.07774,-9.81738,40.0,0.09991,-0.43720,359.98810,1
3.211,-0.05126,0.09570,-0.00709,0.03000,0.07737,-9.81244,40.0,0.10579,-0.45873,359.98798,1
3.221,0.04508,-0.00325,-0.00965,0.04244,0.08026,-9.79896,40.0,0.13388,-0.46522,359.98792,1
3.231,0.03771,-0.04133,-0.00819,0.04407,0.08434,-9.80555,40.0,0.15419,-0.48265,359.98779,1
3.241,0.03444,0.00864,-0.00770,0.02992,0.06802,-9.81664,40.0,0.18378,-0.48220,359.98773,1
3.251,0.07750,0.00650,-0.00942,0.02453,0.07657,-9.81208,40.0,0.17217,-0.49431,359.98761,1
3.261,0.04917,0.09142,-0.00781,0.03150,0.07099,-9.80161,40.0,0.17336,-0.47008,359.98761,1
3.271,-0.00490,-0.00544,-0.00712,0.01933,0.07761,-9.79743,40.0,0.15294,-0.47752,359.98749,1
3.281,-0.00396,0.02222,-0.00890,0.01756,0.07427,-9.80469,40.0,0.13835,-0.45602,359.98749,1
3.291,-0.00357,0.03277,-0.00716,0.02579,0.07307,-9.80464,40.0,0.11760,-0.46470,359.98740,1
3.301,0.04061,0.05858,-0.00721,0.03764,0.08162,-9.81361,40.0,0.13696,-0.45303,359.98734,1
3.311,0.08022,-0.01745,-0.00517,0.03920,0.08191,-9.81992,40.0,0.14005,-0.47800,359.98718,1
3.321,0.07248,0.06090,-0.00432,0.02811,0.08186,-9.81040,40.0,0.15938,-0.47158,359.98712,1
3.331,0.11403,0.04808,-0.00351,0.02690,0.07001,-9.80676,40.0,0.15241,-0.45433,359.98712,1
3.341,-0.00288,0.06390,-0.00790,0.03214,0.07153,-9.82019,40.0,0.17316,-0.44661,359.98706,1
3.351,-0.09108,-0.01636,-0.00817,0.03720,0.07802,-9.81361,40.0,0.19359,-0.45354,359.98697,1
3.361,-0.10268,-0.04687,-0.00893,0.02733,0.07742,-9.81092,40.0,0.19029,-0.43146,359.98697,1
3.371,-0.01950,0.04953,-0.00802,0.02671,0.08012,-9.79228,40.0,0.17331,-0.44537,359.98688,1
3.381,0.01213,0.10786,-0.00659,0.02627,0.08417,-9.79988,40.0,0.18224,-0.46890,359.98672,1
3.391,-0.04142,0.04370,-0.00346,0.03200,0.08282,-9.80581,40.0,0.17156,-0.49091,359.98660,1
3.401,-0.01767,0.01946,-0.00136,0.02832,0.08223,-9.80505,40.0,0.15018,-0.48522,359.98654,1
3.411,-0.07461,-0.03321,-0.00309,0.04472,0.07624,-9.80204,40.0,0.17220,-0.49355,359.98648,1
3.421,-0.00832,-0.00976,-0.00618,0.02730,0.06782,-9.80643,40.0,0.19172,-0.47892,359.98648,1
3.431,0.03898,0.02082,-0.00389,0.02966,0.05873,-9.79938,40.0,0.18950,-0.45391,359.98651,1
3.441,0.03555,-0.05364,-0.00511,0.02154,0.07297,-9.79956,40.0,0.19677,-0.43184,359.98654,1
3.451,0.07862,-0.10333,-0.00263,0.02138,0.07548,-9.80261,40.0,0.18118,-0.41011,359.98657,1
3.461,0.00588,-0.01532,-0.00488,0.02410,0.08836,-9.81268,40.0,0.15359,-0.40147,359.98657,1
3.471,0.02245,-0.00294,-0.00490,0.04013,0.08151,-9.80493,40.0,0.16874,-0.40863,359.98651,1
3.481,0.00668,0.00166,-0.00543,0.04038,0.07292,-9.80187,40.0,0.16606,-0.42794,359.98642,1
3.491,-0.06614,0.06754,-0.00927,0.03136,0.06963,-9.82117,40.0,0.18706,-0.43162,359.98636,1
3.501,0.01736,-0.01417,-0.00552,0.02811,0.07127,-9.81090,40.0,0.19851,-0.44794,359.98627,1
3.511,0.00396,0.10489,-0.00499,0.02092,0.06594,-9.81276,40.0,0.20863,-0.42228,359.98627,1
3.521,-0.00112,0.15036,-0.00186,0.02711,0.06396,-9.80771,40.0,0.18898,-0.41154,359.98627,1
3.531,-0.00292,0.14622,-0.00193,0.04112,0.06929,-9.81774,40.0,0.21038,-0.40167,359.98624,1
3.541,-0.04735,0.07987,-0.00376,0.04061,0.08013,-9.81268,40.0,0.19257,-0.39931,359.98621,1
3.551,0.00260,-0.03110,-0.00295,0.03755,0.07533,-9.80774,40.0,0.21348,-0.38904,359.98621,1
3.561,0.02185,-0.09499,-0.00189,0.03621,0.07356,-9.82057,40.0,0.20878,-0.41496,359.98608,1
3.571,-0.01611,0.03088,-0.00395,0.03277,0.07876,-9.81955,40.0,0.23211,-0.40920,359.98608,1
3.581,0.01453,-0.04981,-0.00367,0.02867,0.06588,-9.81320,40.0,0.21243,-0.41849,359.98602,1
3.591,-0.01889,0.04813,-0.00344,0.02688,0.08469,-9.81672,40.0,0.22195,-0.43276,359.98593,1
3.601,-0.03136,0.04253,-0.00468,0.03822,0.08305,-9.80644,40.0,0.20576,-0.44102,359.98587,1
3.611,-0.03686,0.14791,-0.00174,0.03365,0.07643,-9.80825,40.0,0.21509,-0.45593,359.98581,1
3.621,0.00662,-0.00511,-0.00122,0.03470,0.07695,-9.82077,40.0,0.19678,-0.45980,359.98575,1
3.631,0.00100,-0.04220,0.00017,0.02634,0.07111,-9.81952,40.0,0.19623,-0.48069,359.98566,1
3.641,-0.02386,0.02952,0.00198,0.02316,0.07775,-9.81319,40.0,0.18566,-0.45943,359.98572,1
3.651,-0.05498,-0.00774,0.00248,0.02200,0.07139,-9.81074,40.0,0.17255,-0.47909,359.98569,1
3.661,0.02084,0.06460,-0.00099,0.02445,0.06901,-9.81573,40.0,0.16131,-0.45677,359.98575,1
3.671,0.02832,0.00609,-0.00376,0.02240,0.07696,-9.81468,40.0,0.14609,-0.47545,359.98572,1
3.681,-0.01299,-0.01654,-0.00267,0.03054,0.07710,-9.81145,40.0,0.14906,-0.45374,359.98578,1
3.691,-0.02859,-0.04670,-0.00044,0.02475,0.07708,-9.81304,40.0,0.13381,-0.47060,359.98572,1
3.701,0.00980,-0.07945,0.00110,0.03448,0.08010,-9.80204,40.0,0.14855,-0.45499,359.98575,1
3.711,-0.02064,0.03679,0.00250,0.02644,0.06634,-9.80058,40.0,0.13163,-0.45300,359.98575,1
3.721,-0.05406,0.03805,0.00246,0.03502,0.07604,-9.80612,40.0,0.14761,-0.43964,359.98581,1
3.731,0.02196,-0.02543,-0.00181,0.02345,0.07962,-9.81391,40.0,0.12708,-0.44665,359.98578,1
3.741,0.09457,0.03661,-0.00276,0.02804,0.08103,-9.80524,40.0,0.14582,-0.43703,359.98581,1
3.751,0.05634,0.01690,-0.00341,0.03268,0.06979,-9.81371,40.0,0.12896,-0.42438,359.98584,1
3.761,0.04093,0.11690,-0.00531,0.03446,0.05958,-9.81987,40.0,0.15427,-0.42884,359.98581,1
3.771,-0.00836,0.04730,-0.00606,0.02347,0.05847,-9.80734,40.0,0.13899,-0.41309,359.98581,1
3.781,0.06092,0.06425,-0.00266,0.03400,0.06708,-9.80280,40.0,0.16621,-0.40633,359.98578,1
3.791,-0.02216,-0.05898,-0.00193,0.02903,0.06737,-9.81270,40.0,0.15038,-0.38975,359.98578,1
3.801,-0.03273,0.02312,-0.00125,0.03906,0.06755,-9.80782,40.0,0.17245,-0.39709,359.98572,1
3.811,0.00725,0.07626,-0.00261,0.03691,0.06759,-9.81176,40.0,0.15398,-0.38378,359.98572,1
3.821,-0.06601,0.11751,-0.00245,0.03325,0.07050,-9.80145,40.0,0.17437,-0.39438,359.98566,1
3.831,-0.00548,0.11232,-0.00468,0.02287,0.06860,-9.80916,40.0,0.15383,-0.38590,359.98566,1
3.841,0.06275,-0.01842,-0.00587,0.01886,0.07381,-9.81212,40.0,0.17228,-0.40076,359.98560,1
3.851,0.08881,-0.06836,-0.00683,0.02034,0.07877,-9.80741,40.0,0.14776,-0.39978,359.98553,1
3.861,0.05330,0.08434,-0.00991,0.02682,0.08663,-9.80277,40.0,0.16233,-0.42177,359.98541,1
3.871,-0.02604,0.07774,-0.00733,0.01471,0.06281,-9.79777,40.0,0.14107,-0.41608,359.98535,1
3.881,-0.03364,-0.01066,-0.00780,0.02461,0.08351,-9.80204,40.0,0.15293,-0.43767,359.98523,1
3.891,0.05133,0.02064,-0.01075,0.03144,0.07663,-9.80367,40.0,0.13994,-0.42438,359.98517,1
3.901,0.03915,0.09683,-0.01020,0.03688,0.08294,-9.81025,40.0,0.15801,-0.43935,359.98505,1
3.911,0.03548,-0.00311,-0.00593,0.03032,0.07040,-9.80082,40.0,0.14917,-0.42035,359.98502,1
3.921,0.07876,-0.10554,-0.00220,0.02764,0.06567,-9.81194,40.0,0.16466,-0.43818,359.98489,1
3.931,0.00627,-0.05918,-0.00234,0.03846,0.06693,-9.81342,40.0,0.16730,-0.41366,359.98489,1
3.941,0.02260,-0.01969,-0.00393,0.03672,0.06142,-9.81388,40.0,0.18031,-0.43359,359.98480,1
3.951,-0.03748,-0.00500,-0.00720,0.03600,0.06821,-9.81408,40.0,0.18072,-0.41022,359.98483,1
3.961,0.04928,0.10880,-0.00709,0.02100,0.06178,-9.81392,40.0,0.17688,-0.42742,359.98474,1
3.971,0.01614,0.15187,-0.00719,0.03601,0.06837,-9.80535,40.0,0.18141,-0.40754,359.98477,1
3.981,-0.01766,0.03915,-0.00553,0.03284,0.07082,-9.80489,40.0,0.17146,-0.42730,359.98465,1
3.991,-0.11924,0.03855,-0.00359,0.04055,0.07477,-9.79897,40.0,0.17584,-0.41168,359.98465,1
4.001,-0.02498,-0.02538,-0.00058,0.03148,0.07328,-9.81419,40.0,0.16334,-0.42917,359.98453,1
4.011,-0.01171,0.03608,-0.00016,0.02213,0.08448,-9.81112,40.0,0.18510,-0.42209,359.98453,1
4.021,0.01529,0.08120,-0.00083,0.03332,0.08594,-9.81310,40.0,0.17077,-0.44253,359.98444,1
4.031,-0.03988,-0.00950,0.00038,0.01985,0.08338,-9.81653,40.0,0.18822,-0.43043,359.98447,1
4.041,-0.03919,-0.00099,-0.00037,0.02068,0.08835,-9.80912,40.0,0.17153,-0.44816,359.98441,1
4.051,-0.06069,-0.04090,0.00078,0.02388,0.09030,-9.81221,40.0,0.19775,-0.45371,359.98441,1
4.061,0.01915,-0.01258,-0.00012,0.03102,0.09110,-9.81348,40.0,0.17936,-0.46885,359.98434,1
4.071,-0.01669,-0.00215,-0.00477,0.03679,0.08253,-9.81104,40.0,0.20196,-0.46486,359.98434,1
4.081,-0.03037,0.00182,-0.00563,0.03034,0.06727,-9.79817,40.0,0.18536,-0.47560,359.98431,1
4.091,-0.01412,0.08950,-0.00611,0.02760,0.06154,-9.81680,40.0,0.20317,-0.45663,359.98434,1
4.101,0.05855,0.10188,-0.00370,0.03558,0.05642,-9.81226,40.0,0.17717,-0.44692,359.98431,1
4.111,-0.04595,0.06279,-0.00363,0.03868,0.06332,-9.80172,40.0,0.19532,-0.42565,359.98434,1
4.121,0.11312,0.02757,-0.00406,0.03676,0.06597,-9.80943,40.0,0.17022,-0.41855,359.98431,1
4.131,-0.04737,0.05578,-0.00500,0.03898,0.07293,-9.80949,40.0,0.19049,-0.40908,359.98428,1
4.141,-0.08592,-0.01934,-0.00210,0.03392,0.07553,-9.80943,40.0,0.17026,-0.41988,359.98422,1
4.151,-0.01226,-0.04750,-0.00015,0.03495,0.07064,-9.81237,40.0,0.19210,-0.41436,359.98419,1
4.161,0.01569,-0.03674,-0.00216,0.03238,0.07466,-9.81053,40.0,0.17219,-0.42716,359.98413,1
4.171,-0.01864,0.07464,-0.00636,0.01941,0.08501,-9.81851,40.0,0.19582,-0.42652,359.98410,1
4.181,-0.03142,0.07416,-0.00541,0.03227,0.08911,-9.81593,40.0,0.17831,-0.44228,359.98401,1
4.191,0.07450,0.03165,-0.00423,0.02240,0.07870,-9.82058,40.0,0.19234,-0.43002,359.98401,1
4.201,0.00479,-0.02828,-0.00419,0.03660,0.07186,-9.80494,40.0,0.18006,-0.44840,359.98392,1
4.211,-0.00006,-0.00802,-0.00470,0.03319,0.06323,-9.79882,40.0,0.19152,-0.43346,359.98389,1
4.221,0.06484,-0.06440,-0.00437,0.03173,0.06887,-9.80534,40.0,0.17700,-0.44777,359.98380,1
4.231,0.02270,-0.00031,-0.00612,0.02510,0.07397,-9.81954,40.0,0.18136,-0.42624,359.98380,1
4.241,0.05110,-0.01856,-0.00730,0.03451,0.07303,-9.81628,40.0,0.18148,-0.44730,359.98367,1
4.251,-0.00447,-0.00445,-0.00605,0.02638,0.06366,-9.81190,40.0,0.17941,-0.42482,359.98367,1
4.261,0.10670,0.02327,-0.00639,0.02637,0.06006,-9.79850,40.0,0.18308,-0.44534,359.98355,1
4.271,0.03963,-0.09585,-0.00650,0.02329,0.04983,-9.80803,40.0,0.18195,-0.42242,359.98355,1
4.281,0.03501,0.00932,-0.00725,0.03083,0.06380,-9.81479,40.0,0.20284,-0.41883,359.98349,1
4.291,0.05584,-0.01490,-0.00435,0.03089,0.07497,-9.80263,40.0,0.19668,-0.40073,359.98349,1
4.301,-0.00231,-0.04607,-0.00187,0.02784,0.08221,-9.80678,40.0,0.19592,-0.42679,359.98337,1
4.311,-0.00199,-0.12234,-0.00326,0.02970,0.08498,-9.80252,40.0,0.18896,-0.40978,359.98337,1
4.321,-0.02471,-0.04410,-0.00176,0.03052,0.08009,-9.79499,40.0,0.18949,-0.43666,359.98325,1
4.331,-0.07791,0.02854,-0.00300,0.03382,0.07232,-9.79214,40.0,0.17115,-0.44472,359.98322,1
4.341,-0.03209,0.07819,-0.00216,0.04383,0.07244,-9.80002,40.0,0.18640,-0.46478,359.98312,1
4.351,-0.08131,0.16125,0.00029,0.04172,0.06356,-9.80880,40.0,0.19529,-0.44133,359.98318,1
4.361,-0.05579,0.17175,-0.00069,0.04111,0.06306,-9.79450,40.0,0.21993,-0.45364,359.98309,1
4.371,-0.04527,0.06824,-0.00096,0.03464,0.08067,-9.80667,40.0,0.22479,-0.43573,359.98312,1
4.381,0.00293,0.02898,-0.00240,0.03216,0.07261,-9.82011,40.0,0.24864,-0.43706,359.98312,1
4.391,0.04282,0.10013,-0.00127,0.03427,0.06952,-9.81645,40.0,0.23783,-0.42073,359.98315,1
4.401,-0.02968,0.04074,-0.00047,0.03804,0.06245,-9.81802,40.0,0.25253,-0.41007,359.98318,1
4.411,-0.03516,-0.00330,-0.00287,0.02780,0.05368,-9.80961,40.0,0.22737,-0.39524,359.98322,1
4.421,0.00682,0.00164,-0.00021,0.02967,0.07113,-9.80654,40.0,0.24291,-0.39972,359.98318,1
4.431,0.00062,0.02489,0.00228,0.03022,0.07489,-9.82008,40.0,0.21535,-0.39770,359.98318,1
4.441,-0.00178,0.03378,0.00013,0.03066,0.07330,-9.80757,40.0,0.22940,-0.40633,359.98315,1
4.451,0.01985,-0.02720,-0.00185,0.02791,0.07265,-9.79981,40.0,0.20666,-0.41887,359.98312,1
4.461,0.04959,0.03567,-0.00203,0.03261,0.07546,-9.80872,40.0,0.22287,-0.43608,359.98303,1
4.471,0.01719,-0.00510,-0.00500,0.02255,0.08236,-9.81197,40.0,0.19860,-0.43282,359.98303,1
4.481,0.00498,-0.04218,-0.00552,0.03065,0.07619,-9.80746,40.0,0.21721,-0.44343,359.98297,1
4.491,0.02290,-0.12072,-0.00423,0.02769,0.08565,-9.81158,40.0,0.19371,-0.44249,359.98294,1
4.501,-0.05926,-0.06525,-0.00411,0.02970,0.08332,-9.80140,40.0,0.21234,-0.45611,359.98285,1
4.511,-0.00220,-0.04354,0.00144,0.02446,0.08536,-9.80333,40.0,0.19008,-0.45531,359.98282,1
4.521,-0.09062,-0.07891,-0.00069,0.01657,0.07721,-9.80690,40.0,0.19352,-0.44092,359.98282,1
4.531,0.00785,-0.04860,-0.00249,0.02817,0.08316,-9.81733,40.0,0.17274,-0.44504,359.98279,1
4.541,0.04513,0.00599,-0.00449,0.02685,0.07645,-9.81237,40.0,0.17491,-0.42531,359.98285,1
4.551,0.03761,-0.01630,-0.00414,0.02940,0.07093,-9.80462,40.0,0.15608,-0.42499,359.98282,1
4.561,0.03459,-0.00332,-0.00320,0.03016,0.06297,-9.82225,40.0,0.16113,-0.40252,359.98285,1
4.571,-0.05529,0.04412,-0.00543,0.03043,0.06881,-9.82607,40.0,0.16154,-0.42503,359.98276,1
4.581,0.04390,-0.06598,-0.00509,0.02768,0.07098,-9.81865,40.0,0.16219,-0.40210,359.98276,1
4.591,0.05938,-0.06516,-0.00483,0.03257,0.08368,-9.80711,40.0,0.16620,-0.42439,359.98264,1
4.601,0.08695,-0.00021,-0.00171,0.03449,0.07078,-9.80853,40.0,0.17149,-0.40125,359.98267,1
4.611,0.12006,-0.03979,0.00070,0.03235,0.06875,-9.80021,40.0,0.17298,-0.42323,359.98257,1
4.621,-0.00067,0.05182,-0.00197,0.02837,0.08280,-9.80587,40.0,0.17422,-0.39959,359.98264,1
4.631,0.04237,-0.02017,-0.00241,0.02989,0.08226,-9.80511,40.0,0.17767,-0.42141,359.98254,1
4.641,-0.00828,0.05946,-0.00515,0.03937,0.08212,-9.80200,40.0,0.19833,-0.41090,359.98257,1
4.651,0.03946,-0.01725,-0.00422,0.02810,0.07605,-9.81236,40.0,0.19489,-0.43063,359.98248,1
4.661,0.10143,0.01823,-0.00210,0.03579,0.07083,-9.80471,40.0,0.21282,-0.41467,359.98251,1
4.671,0.19136,0.03219,-0.00316,0.03573,0.06290,-9.80761,40.0,0.21044,-0.43086,359.98242,1
4.681,0.09282,0.07973,-0.00508,0.03282,0.06574,-9.79986,40.0,0.22711,-0.41205,359.98245,1
4.691,-0.01059,0.03295,-0.00261,0.03159,0.06982,-9.80574,40.0,0.20406,-0.41547,359.98239,1
4.701,0.03846,-0.00589,0.00034,0.03112,0.07138,-9.80799,40.0,0.22161,-0.39902,359.98242,1
4.711,-0.03168,0.04326,-0.00131,0.03090,0.07199,-9.81179,40.0,0.20147,-0.40834,359.98236,1
4.721,0.07458,-0.00167,-0.00068,0.03085,0.07813,-9.80737,40.0,0.22459,-0.40553,359.98236,1
4.731,0.04874,0.00226,0.00123,0.03089,0.07158,-9.80566,40.0,0.20530,-0.41581,359.98230,1
4.741,0.03951,-0.08226,0.00308,0.03966,0.06920,-9.81396,40.0,0.22760,-0.41033,359.98233,1
4.751,-0.07483,-0.07220,0.00028,0.03715,0.07709,-9.80824,40.0,0.20892,-0.42454,359.98230,1
