#2025/12/16 15:23:25
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw,gps_status_code
0.301,0.00593,-0.04094,-0.00611,0.02027,0.08857,-9.79662,40.0,0.16937,-0.42003,359.99817,1
0.311,0.13296,-0.01205,-0.00341,0.02670,0.08153,-9.81040,40.0,0.18301,-0.43925,359.99805,1
0.321,-0.03882,-0.08840,-0.00170,0.03502,0.08187,-9.81870,40.0,0.15527,-0.43912,359.99802,1
0.331,0.09360,-0.00880,-0.00332,0.02352,0.08775,-9.80990,40.0,0.16666,-0.46124,359.99792,1
0.341,-0.01062,0.04215,-0.00248,0.03106,0.07823,-9.80373,40.0,0.15098,-0.44673,359.99792,1
0.351,0.01635,-0.00251,-0.00004,0.02796,0.07457,-9.80718,40.0,0.16868,-0.46082,359.99786,1
0.361,0.09247,0.04536,0.00089,0.02973,0.07320,-9.80854,40.0,0.15476,-0.44609,359.99789,1
0.371,0.10069,-0.10853,0.00084,0.01563,0.06662,-9.81177,40.0,0.16211,-0.46245,359.99786,1
0.381,0.03704,-0.10319,-0.00231,0.01615,0.06416,-9.81309,40.0,0.14924,-0.44173,359.99789,1
0.391,0.07885,-0.07924,-0.00398,0.02823,0.06627,-9.80788,40.0,0.16536,-0.45551,359.99786,1
0.401,-0.01599,-0.02775,-0.00685,0.03286,0.06411,-9.80589,40.0,0.15485,-0.43211,359.99789,1
0.411,0.08100,-0.09330,-0.00552,0.03164,0.07511,-9.80217,40.0,0.16614,-0.44881,359.99783,1
0.421,0.00726,-0.07600,-0.00565,0.02821,0.07928,-9.80071,40.0,0.16361,-0.42453,359.99783,1
0.431,-0.10942,-0.04843,-0.00483,0.03570,0.08098,-9.80617,40.0,0.17885,-0.44022,359.99774,1
0.441,-0.04379,0.00577,-0.00067,0.02663,0.08155,-9.81691,40.0,0.15848,-0.42813,359.99774,1
0.451,-0.01905,0.06948,-0.00013,0.03212,0.08478,-9.81232,40.0,0.17043,-0.44792,359.99765,1
0.461,-0.00915,0.02931,-0.00174,0.03110,0.09491,-9.81938,40.0,0.14885,-0.45153,359.99762,1
0.471,-0.09390,0.03494,-0.00263,0.03390,0.08986,-9.80738,40.0,0.16378,-0.47140,359.99753,1
0.481,-0.03792,0.03763,-0.00472,0.03503,0.07904,-9.80277,40.0,0.14449,-0.46183,359.99753,1
0.491,0.00475,0.14633,-0.00743,0.03524,0.07498,-9.81867,40.0,0.16492,-0.47452,359.99747,1
0.501,0.04413,0.05894,-0.00430,0.02670,0.07918,-9.80108,40.0,0.14498,-0.46862,359.99744,1
0.511,0.14788,-0.01692,-0.00149,0.02637,0.06307,-9.80613,40.0,0.16958,-0.45397,359.99744,1
0.521,0.01063,-0.02548,0.00184,0.03521,0.06289,-9.79643,40.0,0.14879,-0.43884,359.99744,1
0.531,0.11318,-0.07082,0.00383,0.02958,0.06278,-9.80437,40.0,0.16966,-0.43549,359.99741,1
0.541,0.10769,-0.02388,0.00367,0.03925,0.06876,-9.80465,40.0,0.14729,-0.42635,359.99744,1
0.551,0.10543,0.01555,0.00318,0.03388,0.07990,-9.81643,40.0,0.16971,-0.42235,359.99750,1
0.561,0.12697,-0.01226,0.00287,0.02622,0.06922,-9.80314,40.0,0.14848,-0.41584,359.99753,1
0.571,0.02485,-0.04506,0.00016,0.03190,0.06826,-9.81880,40.0,0.17175,-0.41784,359.99756,1
0.581,0.05213,-0.05718,-0.00073,0.03702,0.07384,-9.82190,40.0,0.14961,-0.41903,359.99759,1
0.591,-0.00314,-0.14822,-0.00374,0.03339,0.06398,-9.80236,40.0,0.17217,-0.41330,359.99759,1
0.601,0.06330,-0.07492,-0.00843,0.03485,0.07211,-9.79791,40.0,0.15264,-0.41951,359.99756,1
0.611,0.00049,-0.06898,-0.00763,0.03551,0.07518,-9.78739,40.0,0.17465,-0.42294,359.99753,1
0.621,-0.02332,-0.08822,-0.00488,0.03856,0.07347,-9.79812,40.0,0.15776,-0.43575,359.99744,1
0.631,0.01099,0.01223,-0.00476,0.03378,0.07869,-9.80215,40.0,0.18147,-0.43573,359.99738,1
0.641,0.09069,0.00799,-0.00457,0.02292,0.07770,-9.81827,40.0,0.16251,-0.44819,359.99728,1
0.651,-0.01095,-0.05896,-0.00341,0.03384,0.07145,-9.80402,40.0,0.18304,-0.43814,359.99725,1
0.661,0.03827,-0.04097,-0.00467,0.03789,0.07206,-9.80741,40.0,0.16472,-0.45151,359.99716,1
0.671,0.01242,0.03014,-0.00415,0.03925,0.08418,-9.81758,40.0,0.18489,-0.44188,359.99716,1
0.681,0.00299,-0.00721,-0.00645,0.03985,0.07104,-9.82435,40.0,0.16551,-0.44000,359.99713,1
0.691,0.02183,-0.06436,-0.00426,0.03414,0.08076,-9.82101,40.0,0.18674,-0.43872,359.99707,1
0.701,0.00634,-0.00031,-0.00100,0.02904,0.08444,-9.81675,40.0,0.16501,-0.44864,359.99701,1
0.711,-0.04457,0.13141,-0.00177,0.03030,0.07987,-9.79748,40.0,0.18499,-0.44426,359.99698,1
0.721,0.04677,0.13939,-0.00147,0.03344,0.08121,-9.81372,40.0,0.16161,-0.45176,359.99695,1
0.731,-0.07239,0.05548,-0.00250,0.03463,0.08764,-9.81700,40.0,0.18280,-0.46566,359.99686,1
0.741,-0.02982,0.06697,-0.00172,0.03521,0.08710,-9.80941,40.0,0.16156,-0.47371,359.99683,1
0.751,0.03111,0.00711,0.00068,0.03255,0.08684,-9.80058,40.0,0.18563,-0.47761,359.99680,1
0.761,-0.03398,-0.01630,0.00189,0.03145,0.07198,-9.81189,40.0,0.16613,-0.47326,359.99680,1
0.771,0.02933,-0.00318,-0.00147,0.03384,0.07821,-9.82217,40.0,0.18894,-0.47480,359.99680,1
0.781,0.05364,-0.01966,-0.00521,0.02902,0.07456,-9.81422,40.0,0.16933,-0.46456,359.99680,1
0.791,0.01894,-0.04775,-0.00240,0.02718,0.06725,-9.81411,40.0,0.19368,-0.45651,359.99683,1
0.801,0.04987,-0.05821,-0.00152,0.02646,0.07334,-9.81115,40.0,0.17321,-0.44629,359.99683,1
0.811,0.01703,0.00204,-0.00183,0.03222,0.07272,-9.80126,40.0,0.19593,-0.44869,359.99680,1
0.821,0.02719,-0.06082,-0.00240,0.02846,0.06357,-9.80621,40.0,0.17721,-0.43232,359.99683,1
0.831,0.00804,0.04406,-0.00335,0.03264,0.07797,-9.82295,40.0,0.19612,-0.44145,359.99677,1
0.841,-0.04395,0.14837,-0.00481,0.02863,0.07444,-9.80863,40.0,0.17528,-0.43081,359.99680,1
0.851,-0.06283,0.05917,-0.00169,0.02703,0.06720,-9.81198,40.0,0.19763,-0.43510,359.99673,1
0.861,-0.00361,0.00400,-0.00152,0.02346,0.07624,-9.80736,40.0,0.17540,-0.43067,359.99673,1
0.871,-0.04758,0.02553,-0.00132,0.02805,0.06791,-9.80859,40.0,0.19676,-0.43140,359.99670,1
0.881,0.09045,0.01319,0.00046,0.01804,0.07642,-9.79715,40.0,0.17801,-0.42379,359.99670,1
0.891,0.01046,0.02917,0.00142,0.02297,0.07684,-9.80467,40.0,0.20003,-0.43181,359.99667,1
0.901,0.00211,0.01392,-0.00219,0.02195,0.07400,-9.80455,40.0,0.17852,-0.42758,359.99667,1
0.911,-0.04514,-0.01367,-0.00601,0.02740,0.06707,-9.81340,40.0,0.19691,-0.41495,359.99670,1
0.921,-0.04177,0.06196,-0.01137,0.02646,0.06442,-9.82263,40.0,0.17378,-0.41841,359.99664,1
0.931,0.02616,0.04823,-0.00990,0.03200,0.08122,-9.81746,40.0,0.19451,-0.42333,359.99658,1
0.941,0.00773,0.06423,-0.01177,0.03127,0.08757,-9.80661,40.0,0.16992,-0.42470,359.99649,1
0.951,0.04506,0.04910,-0.01073,0.03402,0.07816,-9.80247,40.0,0.19075,-0.42698,359.99637,1
0.961,0.03807,-0.06436,-0.00432,0.02913,0.06270,-9.80961,40.0,0.17199,-0.43623,359.99625,1
0.971,0.07881,0.00010,-0.00175,0.03012,0.07755,-9.80949,40.0,0.19054,-0.44634,359.99612,1
0.981,0.04969,0.08897,-0.00333,0.03931,0.08037,-9.81545,40.0,0.17034,-0.43440,359.99609,1
0.991,0.08371,-0.00585,-0.00181,0.03996,0.08435,-9.80886,40.0,0.18921,-0.43941,359.99603,1
1.001,0.07476,-0.06371,-0.00210,0.03419,0.07401,-9.82095,40.0,0.17116,-0.42804,359.99603,1
1.011,0.04832,0.04309,-0.00134,0.02627,0.06699,-9.81075,40.0,0.18842,-0.44199,359.99597,1
1.021,-0.00581,0.06210,-0.00139,0.03213,0.06734,-9.80405,40.0,0.17659,-0.42266,359.99603,1
1.031,0.04027,0.00525,-0.00051,0.04617,0.07647,-9.79874,40.0,0.19691,-0.43546,359.99597,1
1.041,0.12446,-0.05906,-0.00054,0.04265,0.07692,-9.79952,40.0,0.18598,-0.41485,359.99603,1
1.051,0.08971,0.00199,-0.00105,0.04129,0.07414,-9.80275,40.0,0.20465,-0.42880,359.99597,1
1.061,0.12029,0.06859,-0.00262,0.02896,0.07000,-9.80381,40.0,0.19149,-0.41091,359.99600,1
1.071,-0.02238,0.05008,-0.00436,0.02702,0.07147,-9.81898,40.0,0.20596,-0.42842,359.99594,1
1.081,0.03342,0.06519,-0.00628,0.03239,0.07793,-9.80427,40.0,0.18682,-0.41579,359.99594,1
1.091,-0.03379,0.09193,-0.00624,0.03149,0.08037,-9.79861,40.0,0.19931,-0.43633,359.99582,1
1.101,0.00730,0.03803,-0.00519,0.02817,0.07833,-9.79934,40.0,0.17785,-0.42733,359.99579,1
1.111,0.04556,-0.04694,-0.00453,0.02972,0.08945,-9.80559,40.0,0.18912,-0.44941,359.99567,1
1.121,0.10340,0.04991,-0.00605,0.02441,0.09068,-9.80788,40.0,0.16263,-0.44677,359.99561,1
1.131,0.05937,0.06500,-0.00726,0.02241,0.08227,-9.81167,40.0,0.17581,-0.46582,359.99548,1
1.141,0.02079,0.02760,-0.00542,0.03647,0.08805,-9.80453,40.0,0.15001,-0.46424,359.99542,1
1.151,0.00653,-0.05119,-0.00420,0.04178,0.07845,-9.81354,40.0,0.16530,-0.47731,359.99533,1
1.161,0.02333,-0.10266,-0.00356,0.03212,0.07463,-9.80504,40.0,0.14572,-0.46234,359.99533,1
1.171,-0.01474,-0.07959,-0.00238,0.02838,0.07023,-9.80767,40.0,0.16818,-0.46471,359.99527,1
1.181,0.05892,-0.04872,-0.00353,0.02103,0.06554,-9.81152,40.0,0.14970,-0.44682,359.99530,1
1.191,0.10913,-0.03679,-0.00577,0.03898,0.05800,-9.81033,40.0,0.17607,-0.43526,359.99530,1
1.201,0.03998,-0.03279,-0.00278,0.03102,0.06091,-9.80968,40.0,0.15740,-0.41737,359.99530,1
1.211,0.03551,-0.00962,-0.00140,0.03094,0.06205,-9.80947,40.0,0.18182,-0.41265,359.99530,1
1.221,0.01188,-0.02242,0.00059,0.03685,0.06845,-9.80361,40.0,0.16225,-0.40010,359.99530,1
1.231,-0.01911,-0.04893,-0.00103,0.03608,0.07088,-9.80722,40.0,0.18507,-0.40046,359.99527,1
1.241,-0.03205,0.09147,-0.00270,0.03286,0.07769,-9.80268,40.0,0.16374,-0.40722,359.99524,1
1.251,0.03024,0.01647,-0.00129,0.02556,0.08325,-9.81265,40.0,0.18756,-0.41568,359.99521,1
1.261,-0.01303,0.09495,-0.00182,0.01690,0.08530,-9.81343,40.0,0.16682,-0.42750,359.99515,1
1.271,-0.02954,0.12492,0.00017,0.01957,0.08612,-9.80792,40.0,0.19182,-0.44235,359.99509,1
1.281,-0.01344,0.09349,0.00062,0.02942,0.09836,-9.80304,40.0,0.17209,-0.46119,359.99503,1
1.291,-0.05103,0.01671,-0.00082,0.02140,0.08516,-9.80684,40.0,0.19041,-0.45681,359.99503,1
1.301,0.00073,0.00929,-0.00194,0.03324,0.07726,-9.79966,40.0,0.17008,-0.47196,359.99496,1
1.311,-0.04658,0.11358,-0.00370,0.02883,0.07419,-9.80268,40.0,0.18457,-0.46228,359.99496,1
1.321,-0.01923,-0.01835,-0.00588,0.03291,0.07311,-9.81569,40.0,0.16422,-0.46876,359.99490,1
1.331,-0.00862,-0.09024,-0.00614,0.03769,0.06377,-9.80301,40.0,0.17735,-0.45054,359.99493,1
1.341,-0.02792,0.05420,-0.00687,0.03956,0.06019,-9.79523,40.0,0.16555,-0.46917,359.99481,1
1.351,0.05390,0.00238,-0.00405,0.03710,0.06478,-9.80695,40.0,0.17824,-0.45020,359.99481,1
1.361,0.08504,0.00407,0.00011,0.03623,0.07242,-9.80261,40.0,0.18264,-0.47218,359.99469,1
1.371,0.00869,-0.01732,0.00023,0.03586,0.06352,-9.80975,40.0,0.19519,-0.45223,359.99472,1
1.381,-0.06420,-0.09027,-0.00034,0.03839,0.08391,-9.82437,40.0,0.20057,-0.47423,359.99463,1
1.391,-0.09298,0.01090,-0.00132,0.04264,0.07387,-9.81227,40.0,0.21303,-0.45252,359.99469,1
1.402,-0.01529,0.00707,-0.00135,0.03250,0.07582,-9.79868,40.0,0.20709,-0.47255,359.99463,1
1.411,0.03605,0.07025,0.00125,0.02856,0.07067,-9.80229,40.0,0.20337,-0.44866,359.99472,1
1.421,0.03401,0.02973,0.00064,0.03583,0.07769,-9.80677,40.0,0.20380,-0.46996,359.99463,1
1.431,0.05515,0.03591,-0.00161,0.03269,0.07145,-9.81426,40.0,0.19837,-0.44604,359.99472,1
1.441,0.01936,-0.00502,-0.00105,0.02861,0.07196,-9.80826,40.0,0.18787,-0.46644,359.99463,1
1.451,0.00615,-0.08516,-0.00182,0.03298,0.08700,-9.79726,40.0,0.19723,-0.44597,359.99469,1
1.461,-0.02195,0.01312,-0.00372,0.03466,0.06908,-9.80476,40.0,0.18512,-0.46489,359.99463,1
1.471,-0.12011,-0.07891,-0.00390,0.03235,0.06221,-9.80759,40.0,0.18448,-0.44189,359.99469,1
1.481,-0.02566,-0.02723,-0.00334,0.02256,0.05951,-9.81148,40.0,0.16252,-0.44056,359.99466,1
1.491,0.01090,-0.07201,-0.00206,0.02494,0.07030,-9.78954,40.0,0.16915,-0.42136,359.99469,1
1.501,0.09097,-0.06720,-0.00273,0.03444,0.06868,-9.80776,40.0,0.14510,-0.41242,359.99469,1
1.511,0.05514,-0.04427,-0.00155,0.02930,0.06794,-9.80577,40.0,0.15595,-0.39591,359.99472,1
1.521,-0.00323,0.02874,-0.00297,0.03619,0.07662,-9.80221,40.0,0.13684,-0.41233,359.99466,1
1.531,-0.02488,-0.02940,-0.00180,0.03289,0.07693,-9.80371,40.0,0.15937,-0.41702,359.99463,1
1.541,0.05460,0.03496,-0.00185,0.03153,0.06525,-9.81896,40.0,0.14034,-0.40564,359.99463,1
1.551,0.01867,0.05914,-0.00285,0.04001,0.07266,-9.80728,40.0,0.16144,-0.41617,359.99460,1
1.561,-0.03941,0.08961,-0.00355,0.03125,0.07544,-9.81737,40.0,0.14472,-0.43102,359.99451,1
1.571,-0.03935,0.07988,-0.00493,0.03693,0.07949,-9.80665,40.0,0.16581,-0.42055,359.99451,1
1.581,-0.03937,0.07618,-0.00870,0.02732,0.06908,-9.80529,40.0,0.14649,-0.41652,359.99448,1
1.591,-0.01683,0.01039,-0.01093,0.02653,0.07107,-9.80777,40.0,0.16816,-0.43174,359.99435,1
1.601,0.03567,0.02854,-0.01096,0.02619,0.06593,-9.81459,40.0,0.15053,-0.42376,359.99429,1
1.611,0.01218,-0.05083,-0.00938,0.02904,0.06103,-9.81723,40.0,0.17201,-0.40859,359.99426,1
1.621,0.02437,0.04802,-0.00846,0.02735,0.05907,-9.80348,40.0,0.15370,-0.39438,359.99420,1
1.631,0.09617,-0.02137,-0.00092,0.03251,0.06433,-9.80421,40.0,0.17749,-0.39660,359.99411,1
1.641,0.07893,0.01637,0.00141,0.03150,0.06336,-9.80739,40.0,0.15977,-0.38016,359.99408,1
1.651,0.04990,0.07368,-0.00105,0.03411,0.07483,-9.79984,40.0,0.17937,-0.38968,359.99402,1
1.661,0.03925,0.03106,-0.00449,0.02916,0.07917,-9.79982,40.0,0.15509,-0.38809,359.99402,1
1.671,-0.00962,0.10053,-0.00524,0.03605,0.07207,-9.81169,40.0,0.17372,-0.39962,359.99396,1
1.681,-0.09424,0.08364,-0.00394,0.02977,0.08112,-9.81319,40.0,0.15189,-0.41183,359.99390,1
1.691,-0.06059,0.12061,-0.00388,0.03642,0.07868,-9.80209,40.0,0.17114,-0.42703,359.99380,1
1.701,-0.13550,0.04817,-0.00445,0.02101,0.08949,-9.80941,40.0,0.15410,-0.44057,359.99371,1
1.711,-0.16460,0.08502,-0.00582,0.03583,0.08493,-9.81542,40.0,0.18041,-0.44950,359.99362,1
1.721,-0.04249,0.01388,-0.00346,0.02675,0.08304,-9.81456,40.0,0.16249,-0.46353,359.99356,1
1.731,0.00416,-0.01330,-0.00187,0.02345,0.07339,-9.80538,40.0,0.18223,-0.45253,359.99353,1
1.741,-0.00075,0.06221,-0.00223,0.03392,0.07280,-9.80793,40.0,0.16467,-0.46612,359.99347,1
1.751,-0.00156,-0.05948,-0.00424,0.02613,0.06654,-9.80872,40.0,0.17715,-0.44699,359.99347,1
1.761,-0.00246,-0.01995,-0.00299,0.03507,0.06718,-9.80037,40.0,0.16352,-0.45872,359.99341,1
1.771,-0.00295,0.01665,-0.00102,0.02942,0.06445,-9.81471,40.0,0.17448,-0.44033,359.99344,1
1.781,-0.00424,0.18117,-0.00187,0.02165,0.05438,-9.79947,40.0,0.14706,-0.42773,359.99344,1
1.791,-0.00332,0.05047,-0.00096,0.03327,0.06553,-9.80273,40.0,0.15689,-0.40800,359.99347,1
1.801,-0.02509,0.00041,-0.00301,0.04356,0.07873,-9.80409,40.0,0.17014,-0.42545,359.99338,1
1.811,0.00968,0.13210,-0.00477,0.04465,0.07188,-9.80159,40.0,0.17685,-0.40116,359.99341,1
1.821,0.06839,0.01064,-0.00561,0.03893,0.08111,-9.81236,40.0,0.18744,-0.42099,359.99332,1
1.831,-0.04186,-0.01508,-0.00263,0.03393,0.09048,-9.80173,40.0,0.20494,-0.43124,359.99326,1
1.841,-0.03964,-0.04613,-0.00203,0.02613,0.07921,-9.80343,40.0,0.21205,-0.45271,359.99313,1
1.851,-0.01606,-0.14388,-0.00070,0.02011,0.08378,-9.80700,40.0,0.18714,-0.44168,359.99313,1
1.861,-0.03014,-0.05231,-0.00526,0.02956,0.08565,-9.81443,40.0,0.19047,-0.46554,359.99304,1
1.871,-0.03469,-0.12487,-0.00275,0.02452,0.07439,-9.80532,40.0,0.17099,-0.45131,359.99304,1
1.881,0.00664,-0.00177,-0.00431,0.03123,0.07320,-9.81965,40.0,0.18416,-0.46787,359.99298,1
1.891,0.04471,0.02387,-0.00213,0.03399,0.05789,-9.81624,40.0,0.17392,-0.44529,359.99301,1
1.901,0.01458,0.09791,-0.00230,0.02308,0.05790,-9.82362,40.0,0.17941,-0.46042,359.99295,1
1.911,0.02671,-0.08872,-0.00412,0.02502,0.05493,-9.81180,40.0,0.16914,-0.43738,359.99301,1
1.921,-0.01361,-0.05275,-0.00285,0.03438,0.05988,-9.82509,40.0,0.19339,-0.41840,359.99304,1
1.931,0.05919,-0.01696,-0.00459,0.03503,0.06765,-9.82425,40.0,0.18143,-0.40135,359.99307,1
1.941,-0.00203,0.08220,-0.00774,0.03250,0.06461,-9.81210,40.0,0.19726,-0.38616,359.99307,1
1.951,0.08556,0.05622,-0.00550,0.03440,0.07238,-9.81047,40.0,0.20200,-0.36706,359.99307,1
1.961,0.09692,0.04616,-0.00522,0.03504,0.08426,-9.81281,40.0,0.21757,-0.39006,359.99292,1
1.971,-0.00927,0.04166,-0.00922,0.02344,0.09164,-9.81355,40.0,0.19644,-0.41160,359.99277,1
1.981,-0.02787,0.06158,-0.00961,0.03087,0.08865,-9.81398,40.0,0.20911,-0.43460,359.99261,1
1.991,0.11953,0.09164,-0.00882,0.03968,0.09345,-9.80542,40.0,0.18963,-0.45955,359.99243,1
2.001,0.08779,0.05956,-0.00719,0.02531,0.08034,-9.81068,40.0,0.19821,-0.48245,359.99225,1
2.011,0.03116,0.09005,-0.00682,0.03159,0.09320,-9.80703,40.0,0.17609,-0.47361,359.99219,1
2.021,-0.05627,0.03677,-0.00549,0.04593,0.08044,-9.80574,40.0,0.19412,-0.48453,359.99207,1
2.031,-0.04484,-0.06934,-0.00409,0.03679,0.06058,-9.79911,40.0,0.18202,-0.46130,359.99207,1
2.041,-0.06368,0.04054,-0.00522,0.03613,0.06194,-9.80254,40.0,0.20443,-0.46789,359.99200,1
2.051,-0.07056,0.03950,-0.00492,0.03597,0.04764,-9.80380,40.0,0.19955,-0.43860,359.99207,1
2.061,-0.00707,0.06102,-0.00578,0.02964,0.06590,-9.82193,40.0,0.20950,-0.44412,359.99200,1
2.071,-0.02713,0.09046,-0.00388,0.02448,0.06095,-9.81701,40.0,0.19794,-0.42102,359.99203,1
2.081,0.07638,-0.00512,-0.00859,0.02253,0.06201,-9.81219,40.0,0.18189,-0.42964,359.99197,1
2.091,0.07163,-0.02041,-0.00665,0.01877,0.06536,-9.81326,40.0,0.16532,-0.40831,359.99197,1
2.101,0.02565,-0.02653,-0.00347,0.02915,0.07859,-9.80799,40.0,0.15530,-0.42836,359.99185,1
2.111,-0.01411,-0.00752,0.00222,0.03318,0.07475,-9.80594,40.0,0.15772,-0.40479,359.99188,1
2.121,-0.02900,-0.04326,0.00302,0.03159,0.08809,-9.81105,40.0,0.15461,-0.42635,359.99179,1
2.131,0.05284,0.05118,-0.00282,0.04281,0.09330,-9.81317,40.0,0.19041,-0.42466,359.99179,1
2.141,0.06212,0.06563,-0.00834,0.04425,0.08931,-9.80804,40.0,0.19081,-0.45133,359.99170,1
2.151,0.11019,0.02840,-0.00836,0.03871,0.07596,-9.82656,40.0,0.21093,-0.43800,359.99170,1
2.161,0.06242,-0.00773,-0.00850,0.03971,0.07379,-9.81897,40.0,0.20840,-0.46335,359.99158,1
2.171,-0.00045,0.04270,-0.00627,0.03710,0.07295,-9.81897,40.0,0.22389,-0.44775,359.99155,1
2.181,0.02064,-0.06679,-0.00627,0.02444,0.06951,-9.80702,40.0,0.19910,-0.45359,359.99146,1
2.191,0.00596,-0.02272,-0.00879,0.03151,0.05645,-9.80259,40.0,0.20727,-0.42892,359.99146,1
2.201,-0.00077,0.14466,-0.01158,0.03401,0.06040,-9.81269,40.0,0.18536,-0.43838,359.99133,1
2.211,0.04099,0.18736,-0.01442,0.03508,0.06482,-9.80479,40.0,0.19436,-0.41417,359.99130,1
2.221,0.05808,0.05312,-0.01102,0.03259,0.06943,-9.79585,40.0,0.17425,-0.42443,359.99118,1
2.231,0.08654,0.02349,-0.01018,0.04323,0.07433,-9.81027,40.0,0.19322,-0.41116,359.99109,1
2.241,0.03103,0.03325,-0.00528,0.03255,0.08197,-9.80970,40.0,0.18084,-0.43054,359.99091,1
2.251,0.00998,0.01547,-0.00320,0.03741,0.09086,-9.80080,40.0,0.20613,-0.42761,359.99081,1
2.261,0.04627,-0.01255,-0.00399,0.03626,0.07946,-9.80908,40.0,0.19240,-0.44431,359.99069,1
2.271,0.06030,-0.04476,-0.00327,0.02982,0.07803,-9.81806,40.0,0.21685,-0.44070,359.99066,1
2.281,-0.02331,0.02841,-0.00050,0.03343,0.08045,-9.80686,40.0,0.19998,-0.45538,359.99057,1
2.291,0.10016,-0.05021,-0.00145,0.02298,0.08126,-9.80242,40.0,0.22116,-0.44672,359.99060,1
2.301,-0.00752,-0.05968,-0.00498,0.02781,0.07872,-9.80673,40.0,0.19876,-0.45172,359.99057,1
2.311,0.03989,-0.08426,-0.00527,0.02978,0.06291,-9.80539,40.0,0.21124,-0.43424,359.99057,1
2.321,0.05737,-0.00763,-0.00579,0.03333,0.06583,-9.81377,40.0,0.18940,-0.44039,359.99054,1
2.331,-0.09045,-0.00081,-0.00595,0.03794,0.06391,-9.79346,40.0,0.20252,-0.42160,359.99054,1
2.341,-0.14673,-0.01972,-0.00348,0.02761,0.06612,-9.80615,40.0,0.17662,-0.42556,359.99048,1
2.351,-0.10180,-0.04804,-0.00356,0.02071,0.06693,-9.81095,40.0,0.18546,-0.40367,359.99051,1
2.361,0.00327,0.00620,-0.00372,0.02410,0.06135,-9.80697,40.0,0.16530,-0.41643,359.99042,1
2.371,0.06504,0.09157,-0.00217,0.02240,0.06512,-9.80542,40.0,0.17270,-0.39289,359.99045,1
2.381,0.06686,0.08103,-0.00183,0.01564,0.07544,-9.81655,40.0,0.15156,-0.40421,359.99039,1
