#2025/12/16 15:23:25
mcu_time,latitude,longitude,altitude,utc_year,utc_month,utc_day,utc_hour,utc_minute,utc_second,utc_millisecond,gps_status_code
893.117,25.063608,121.280887,38.36,2025,12,16,7,22,35,0,1
893.317,25.063607,121.280887,38.32,2025,12,16,7,22,36,0,1
893.517,25.063594,121.280904,36.04,2025,12,16,7,23,23,600,1
893.717,25.063594,121.280904,36.04,2025,12,16,7,23,23,800,1
893.917,25.063594,121.280904,36.04,2025,12,16,7,23,24,0,1
894.117,25.063594,121.280904,36.04,2025,12,16,7,23,24,200,1
894.317,25.063594,121.280904,36.04,2025,12,16,7,23,24,400,1
894.517,25.063594,121.280904,36.04,2025,12,16,7,23,24,400,1
894.717,25.063594,121.280904,36.02,2025,12,16,7,23,24,600,1
894.917,25.063594,121.280904,35.97,2025,12,16,7,23,24,800,1
895.117,25.063594,121.280904,35.97,2025,12,16,7,23,25,0,1
895.317,25.063594,121.280904,35.99,2025,12,16,7,23,25,200,1
895.517,25.063594,121.280904,35.95,2025,12,16,7,23,25,400,1
895.717,25.063594,121.280905,35.92,2025,12,16,7,23,25,600,1
895.917,25.063593,121.280905,35.92,2025,12,16,7,23,25,800,1
896.117,25.063593,121.280905,35.92,2025,12,16,7,23,26,0,1
896.317,25.063594,121.280905,35.93,2025,12,16,7,23,26,200,1
896.517,25.063594,121.280905,35.93,2025,12,16,7,23,26,400,1
896.717,25.063593,121.280905,35.89,2025,12,16,7,23,26,600,1
896.917,25.063593,121.280905,35.83,2025,12,16,7,23,26,800,1
897.117,25.063593,121.280905,35.84,2025,12,16,7,23,27,200,1
897.317,25.063593,121.280906,35.82,2025,12,16,7,23,27,400,1
897.517,25.063593,121.280906,35.79,2025,12,16,7,23,27,600,1
897.717,25.063593,121.280906,35.75,2025,12,16,7,23,27,800,1
897.917,25.063593,121.280906,35.75,2025,12,16,7,23,27,800,1
898.117,25.063593,121.280906,35.75,2025,12,16,7,23,28,200,1
898.317,25.063593,121.280906,35.74,2025,12,16,7,23,28,400,1
898.517,25.063593,121.280906,35.72,2025,12,16,7,23,28,600,1
898.717,25.063593,121.280906,35.70,2025,12,16,7,23,28,800,1
898.917,25.063593,121.280906,35.71,2025,12,16,7,23,29,0,1
899.117,25.063593,121.280906,35.71,2025,12,16,7,23,29,200,1
899.317,25.063593,121.280906,35.71,2025,12,16,7,23,29,400,1
899.517,25.063593,121.280906,35.69,2025,12,16,7,23,29,600,1
899.717,25.063593,121.280906,35.68,2025,12,16,7,23,29,800,1
899.917,25.063593,121.280906,35.68,2025,12,16,7,23,29,800,1
900.117,25.063593,121.280907,35.68,2025,12,16,7,23,30,0,1
900.317,25.063593,121.280907,35.68,2025,12,16,7,23,30,200,1
900.517,25.063593,121.280907,35.69,2025,12,16,7,23,30,400,1
900.717,25.063593,121.280907,35.67,2025,12,16,7,23,30,600,1
900.917,25.063593,121.280907,35.66,2025,12,16,7,23,30,800,1
901.117,25.063593,121.280907,35.66,2025,12,16,7,23,31,0,1
901.317,25.063593,121.280907,35.66,2025,12,16,7,23,31,200,1
901.517,25.063593,121.280907,35.66,2025,12,16,7,23,31,400,1
901.717,25.063593,121.280907,35.64,2025,12,16,7,23,31,600,1
901.917,25.063593,121.280907,35.58,2025,12,16,7,23,31,800,1
902.117,25.063593,121.280907,35.57,2025,12,16,7,23,32,0,1
902.317,25.063593,121.280907,35.58,2025,12,16,7,23,32,200,1
902.517,25.063593,121.280907,35.54,2025,12,16,7,23,32,600,1
902.717,25.063592,121.280908,35.49,2025,12,16,7,23,32,800,1
902.917,25.063592,121.280908,35.49,2025,12,16,7,23,32,800,1
903.117,25.063592,121.280908,35.49,2025,12,16,7,23,33,200,1
903.317,25.063592,121.280908,35.49,2025,12,16,7,23,33,400,1
903.517,25.063592,121.280908,35.47,2025,12,16,7,23,33,600,1
903.717,25.063592,121.280908,35.46,2025,12,16,7,23,33,800,1
903.917,25.063592,121.280908,35.47,2025,12,16,7,23,34,0,1
904.117,25.063592,121.280908,35.46,2025,12,16,7,23,34,200,1
#2025/12/16 15:23:36
