#2025/12/15 15:25:54
mcu_time,latitude,longitude,altitude,utc_year,utc_month,utc_day,utc_hour,utc_minute,utc_second,utc_millisecond,gps_status_code
445.081,25.063545,1.357833,80.01,2025,12,15,7,29,46,600,2
447.159,25.063546,0.000000,151225.00,2025,12,15,7,29,46,600,3
461.681,25.063545,121.280819,79.52,2025,12,15,7,30,0,600,0
464.780,25.063545,121.280819,79.49,2025,12,15,7,30,5,400,0
471.989,25.063545,121.280818,79.27,2025,12,15,7,30,12,400,0
473.030,25.063545,121.280818,64.50,2025,12,15,7,30,12,400,0
474.069,25.063545,121.280817,79.31,2025,12,15,7,30,15,800,0
475.119,25.063545,121.280817,0.00,2025,12,15,7,30,15,800,3
476.159,25.063545,121.280817,0.00,2025,12,15,7,30,18,400,3
477.189,25.063500,121.280816,0.00,2025,12,15,7,30,18,600,3
478.219,25.063546,121.280816,79.28,2025,12,15,7,30,18,600,0
483.370,25.063547,121.280814,79.29,2025,12,15,7,30,24,800,3
484.399,25.063547,121.280814,79.30,2025,12,15,7,30,24,800,0
485.440,25.063547,121.280813,79.31,2025,12,15,7,30,24,800,0
490.570,25.063547,121.280812,78.54,2025,12,15,7,30,24,800,0
491.601,25.063547,121.280812,64.58,2025,12,15,7,30,24,800,0
496.793,0.000000,0.000000,0.00,2025,12,15,7,30,35,600,3
497.842,25.063548,121.280814,79.54,2025,12,15,7,30,35,600,3
498.881,25.063548,121.280733,79.57,2025,12,15,7,30,40,800,3
501.970,25.063549,121.280816,79.67,2025,12,15,7,30,40,800,3
511.311,25.063550,121.280819,8.00,2025,12,15,7,30,52,200,3
512.351,25.063550,121.280819,79.76,2025,12,15,7,30,52,200,0
514.430,25.063550,121.280819,0.00,2025,12,15,7,30,56,600,3
515.469,25.063550,121.280820,79.76,2025,12,15,7,30,56,600,0
516.499,25.063550,121.280820,79.76,2025,12,15,7,30,57,800,0
520.590,25.063550,121.280821,79.76,2025,12,15,7,31,0,400,0
522.670,25.063549,121.280821,79.78,2025,12,15,7,31,4,400,0
#2025/12/15 15:31:08
