#2021-07-20 14:27:03
0.00000, -0.00061, 190.00000
0.01040, -0.00031, 235.00000
0.02080, 0.00122, -548.00000
0.03120, 0.00000, -22.00000
0.04160, -0.00031, 568.00000
0.05200, 0.00214, 262.00000
0.06240, 0.00732, 146.00000
0.07280, -0.00397, 817.00000
0.08320, 0.00031, -277.00000
0.09360, -0.00153, 75.00000
0.10400, 0.00092, -6.00000
0.11440, 0.00092, -42.00000
0.12490, -0.00336, 24.00000
0.13530, -0.00336, 1074.00000
0.14570, -0.00061, -936.00000
0.15610, 0.00458, 1379.00000
0.16650, 0.00092, 1271.00000
0.17690, -0.00031, 2220.00000
0.18730, 0.00000, 1222.00000
0.19770, 0.00122, 2198.00000
0.20810, 0.00031, -782.00000
0.21850, 0.00092, 1101.00000
0.22890, -0.00061, 618.00000
0.23940, 0.00031, -243.00000
0.24980, 0.00061, 938.00000
0.26020, 0.00000, 1876.00000
0.27060, 0.00183, -984.00000
0.28100, -0.00153, -560.00000
0.29140, 0.00336, 789.00000
0.30180, -0.00092, -621.00000
0.31220, 0.00061, -146.00000
0.32260, 0.00000, -490.00000
0.33300, -0.00244, -126.00000
0.34340, 0.00000, 1066.00000
0.35390, -0.00397, -1074.00000
0.36430, 0.00366, 1124.00000
0.37470, 0.00610, -736.00000
0.38510, -0.00397, 1053.00000
0.39550, 0.00580, 60.00000
0.40590, 0.00061, -514.00000
0.41630, 0.00000, 948.00000
0.42670, -0.00214, 68.00000
0.43710, 0.00092, -43.00000
0.44750, -0.00031, 1439.00000
0.45790, 0.00183, 882.00000
0.46840, -0.00092, -530.00000
0.47880, 0.00061, 1094.00000
0.48920, 0.00183, -1470.00000
0.49960, 0.00549, -854.00000
0.51000, -0.00061, 1878.00000
0.52040, -0.00214, 1843.00000
0.53080, -0.00092, 1115.00000
0.54120, -0.00061, -12.00000
0.55160, -0.00122, 710.00000
0.56200, -0.00397, -1230.00000
0.57240, 0.00275, -240.00000
0.58280, -0.00092, -7.00000
0.59330, 0.00000, 1198.00000
0.60370, -0.00153, 479.00000
0.61410, 0.00519, 78.00000
0.62450, 0.00000, 454.00000
0.63490, -0.00061, -60.00000
0.64530, -0.00214, -366.00000
0.65570, -0.00031, 21.00000
0.66610, 0.00183, 680.00000
0.67650, -0.00031, -91.00000
0.68690, -0.00183, -1322.00000
0.69730, 0.00092, 794.00000
0.70780, 0.00122, -1212.00000
0.71820, -0.00519, 592.00000
0.72860, 0.00183, 466.00000
0.73900, -0.00153, 97.00000
0.74940, -0.00183, 1604.00000
0.75980, 0.00000, -328.00000
0.77020, 0.00366, -264.00000
0.78060, -0.00214, -544.00000
0.79100, -0.00641, 680.00000
0.80140, 0.00000, -138.00000
0.81180, -0.00061, -548.00000
0.82230, 0.00000, 768.00000
0.83270, 0.00183, 1174.00000
0.84310, -0.00092, -660.00000
0.85350, 0.00092, 1340.00000
0.86390, 0.00397, 452.00000
0.87430, 0.00183, -358.00000
0.88470, -0.00336, 165.00000
0.89510, 0.00671, 1686.00000
0.90550, 0.00244, -1376.00000
0.91590, 0.00031, 320.00000
0.92630, -0.00031, 694.00000
0.93680, 0.00275, 714.00000
0.94720, 0.00031, -183.00000
0.95760, -0.00183, 248.00000
0.96800, -0.00092, 495.00000
