#2021-08-02 18:37:45
0.00000, 0.00336, 26599
0.01040, -0.00397, 27038
0.02080, -0.00061, 26774
0.03120, -0.00092, 26734
0.04160, -0.00092, 27256
0.05200, 0.00183, 26136
0.06240, 0.00092, 25853
0.07280, -0.00031, 25955
0.08320, 0.00031, 26476
0.09360, 0.00732, 26388
0.10400, 0.00000, 25528
0.11440, -0.00031, 26614
0.12490, 0.00153, 25873
0.13530, 0.00183, 25498
0.14570, -0.00061, 26138
0.15610, 0.00732, 26498
0.16650, 0.00183, 25450
0.17690, 0.00244, 26214
0.18730, 0.00275, 25950
0.19770, -0.00214, 26867
0.20810, 0.00000, 26706
0.21850, 0.00183, 26068
0.22890, -0.00122, 26490
0.23940, 0.00183, 27148
0.24980, -0.00153, 26648
0.26020, -0.00183, 26890
0.27060, 0.00031, 27041
0.28100, -0.00031, 26019
0.29140, 0.00244, 27012
0.30180, 0.00092, 26516
0.31220, 0.00092, 27374
0.32260, 0.00122, 26702
0.33300, -0.00427, 26562
0.34340, -0.00488, 27500
0.35390, -0.00458, 26579
0.36430, 0.00031, 26755
0.37470, -0.00336, 26234
0.38510, 0.00092, 25956
0.39550, -0.00031, 26498
0.40590, 0.00214, 27346
0.41630, 0.00610, 27196
0.42670, -0.00031, 27365
0.43710, -0.00031, 26405
0.44750, -0.00610, 27266
0.45790, 0.00153, 25940
0.46840, -0.00061, 26374
0.47880, 0.00610, 26806
0.48920, 0.00214, 26229
0.49960, -0.00397, 25743
0.51000, -0.00122, 26924
0.52040, -0.00122, 26278
0.53080, -0.00214, 25988
0.54120, 0.00031, 26216
0.55160, -0.00122, 26798
0.56200, -0.00305, 27108
0.57240, -0.00092, 26335
0.58280, -0.00214, 25733
0.59330, -0.00061, 26442
0.60370, 0.00092, 26260
0.61410, 0.00122, 25804
0.62450, -0.00214, 26198
0.63490, -0.00244, 26702
0.64530, -0.00061, 26158
0.65570, 0.00641, 26683
0.66610, 0.00000, 26036
0.67650, 0.00153, 25634
0.68690, 0.00183, 25940
0.69730, -0.00183, 25620
0.70780, 0.00061, 25938
0.71820, 0.00000, 26702
0.72860, 0.00061, 27138
0.73900, 0.00000, 25884
0.74940, 0.00092, 26078
0.75980, 0.00183, 26346
0.77020, -0.00336, 26958
0.78060, -0.00122, 27516
0.79100, 0.00244, 26368
0.80140, -0.00214, 26213
0.81180, -0.00244, 26044
0.82230, -0.00488, 25808
0.83270, -0.00549, 25698
0.84310, -0.00031, 25966
0.85350, -0.00092, 26443
0.86390, 0.00061, 26716
0.87430, 0.00793, 26764
0.88470, 0.00122, 27324
0.89510, -0.00183, 26792
0.90550, -0.00244, 27102
0.91590, -0.00092, 26054
0.92630, 0.00031, 26765
0.93680, 0.00031, 27365
0.94720, 0.00122, 27508
0.95760, -0.00061, 27326
0.96800, 0.00122, 26720
0.97840, -0.00488, 26240
0.98880, -0.00366, 27004
0.99920, 0.00000, 27602
1.00960, -0.00275, 27139
1.02000, 0.00458, 27001
1.03040, 0.00000, 26936
1.04080, 0.00122, 26248
1.05120, -0.00122, 25884
1.06170, -0.00122, 26692
1.07210, -0.00153, 26461
1.08250, 0.00092, 27095
1.09290, 0.00610, 26636
1.10330, 0.00000, 26180
1.11370, 0.00092, 26756
1.12410, -0.00092, 26896
1.13450, -0.00458, 26628
1.14490, 0.00092, 26905
1.15530, -0.00031, 27391
1.16570, -0.00061, 27102
1.17620, -0.00061, 27174
1.18660, -0.00061, 26684
1.19700, 0.00183, 26476
1.20740, -0.00153, 26770
1.21780, -0.00244, 26000
1.22820, 0.00244, 26532
1.23860, -0.00244, 26094
1.24900, -0.00244, 25356
1.25940, 0.00244, 25722
1.26980, -0.00214, 25698
1.28020, -0.00153, 26164
1.29070, -0.00122, 26318
1.30110, 0.00244, 26868
1.31150, 0.00000, 27358
1.32190, -0.00580, 26395
1.33230, 0.00336, 26334
1.34270, 0.00549, 26536
1.35310, -0.00519, 27066
1.36350, 0.00122, 27318
1.37390, 0.00641, 27105
1.38430, -0.00031, 26861
1.39470, 0.00183, 26608
1.40520, -0.00336, 26676
1.41560, -0.00153, 27012
1.42600, 0.00031, 27484
1.43640, 0.00122, 27274
1.44680, 0.00214, 26241
1.45720, 0.00488, 26102
1.46760, 0.00000, 25934
1.47800, -0.00610, 25856
1.48840, -0.00214, 26600
