#2025/08/25 17:51:33
time,wx, wy, wz, ax, ay, az, Tx, Ty, Tz, TAcc
2.743,0.00015,0.00529,0.00236,0.02894,-0.02558,0.96595,38.073,38.097,37.052,39.139
2.753,0.00029,0.00516,0.00222,0.03206,-0.02153,0.96899,38.073,38.097,37.052,39.360
2.763,0.00015,0.00512,0.00209,0.02574,-0.02391,0.96755,38.073,38.097,37.052,39.249
2.773,0.00024,0.00512,0.00209,0.03463,-0.02629,0.96966,38.073,38.097,37.052,39.360
2.783,0.00037,0.00516,0.00200,0.03241,-0.02609,0.96732,38.073,38.097,36.992,39.360
2.793,0.00045,0.00507,0.00200,0.02882,-0.02773,0.97055,38.073,38.097,36.992,39.360
2.803,0.00059,0.00494,0.00209,0.02699,-0.02695,0.97133,38.073,38.097,36.992,39.360
2.813,0.00050,0.00498,0.00218,0.02625,-0.03112,0.96985,38.073,38.097,36.992,39.360
2.823,0.00050,0.00503,0.00231,0.02765,-0.02734,0.96989,38.073,38.097,36.992,39.139
2.833,0.00045,0.00498,0.00240,0.02995,-0.02718,0.96478,38.073,38.097,36.992,39.139
2.843,0.00063,0.00518,0.00236,0.02648,-0.02590,0.96775,38.073,38.042,36.992,39.139
2.853,0.00077,0.00540,0.00222,0.02995,-0.02905,0.96591,38.073,38.042,36.992,39.139
2.863,0.00072,0.00545,0.00218,0.02664,-0.02590,0.96833,38.073,38.042,36.992,39.470
2.873,0.00077,0.00536,0.00218,0.02675,-0.02235,0.96993,38.073,38.042,36.992,39.360
2.883,0.00081,0.00540,0.00214,0.02668,-0.02285,0.96505,38.073,38.042,36.992,39.139
2.893,0.00077,0.00545,0.00196,0.02593,-0.02484,0.96985,38.073,38.042,36.992,39.360
2.903,0.00063,0.00545,0.00178,0.02859,-0.02551,0.96915,38.073,38.042,36.992,39.249
2.913,0.00086,0.00558,0.00151,0.02461,-0.02239,0.96915,38.073,38.042,36.992,39.360
2.923,0.00112,0.00572,0.00138,0.02375,-0.02839,0.96985,38.073,38.042,36.992,39.470
2.933,0.00121,0.00589,0.00142,0.03038,-0.02831,0.97215,38.073,38.042,36.992,39.249
2.943,0.00135,0.00580,0.00142,0.02574,-0.02937,0.96283,38.074,38.042,36.992,39.139
2.953,0.00126,0.00576,0.00146,0.03116,-0.02660,0.96552,38.074,38.042,36.992,39.249
2.963,0.00121,0.00576,0.00151,0.02516,-0.02898,0.96974,38.074,38.042,36.992,39.139
2.973,0.00126,0.00563,0.00155,0.02800,-0.02824,0.96295,38.074,38.042,36.992,39.470
2.983,0.00115,0.00563,0.00169,0.02656,-0.02773,0.96704,38.074,38.042,37.120,39.249
2.993,0.00115,0.00576,0.00178,0.03003,-0.02742,0.96993,38.074,38.042,37.120,39.139
3.003,0.00101,0.00576,0.00187,0.02586,-0.02488,0.96482,38.074,38.042,37.120,39.360
3.013,0.00097,0.00572,0.00191,0.02976,-0.02750,0.96408,38.074,38.042,37.120,39.470
3.023,0.00092,0.00572,0.00200,0.02827,-0.02516,0.96864,38.074,38.042,37.120,39.470
3.033,0.00097,0.00572,0.00200,0.02648,-0.02757,0.96993,38.074,38.042,37.120,39.249
3.043,0.00066,0.00563,0.00209,0.02781,-0.02859,0.96732,38.074,38.147,37.120,39.139
3.053,0.00012,0.00559,0.00196,0.02788,-0.02395,0.96650,38.074,38.147,37.120,39.249
3.063,0.00003,0.00532,0.00169,0.03101,-0.02937,0.96704,38.074,38.147,37.120,39.360
3.073,-0.00014,0.00501,0.00155,0.02874,-0.02952,0.96623,38.074,38.147,37.120,39.360
3.083,-0.00014,0.00470,0.00151,0.02937,-0.02913,0.96665,38.074,38.147,37.120,39.470
3.093,-0.00028,0.00461,0.00160,0.02336,-0.02898,0.96775,38.074,38.147,37.120,39.360
3.103,-0.00050,0.00456,0.00178,0.02687,-0.02785,0.96950,38.074,38.147,37.120,39.249
3.113,-0.00072,0.00456,0.00187,0.02933,-0.02870,0.96895,38.074,38.147,37.120,39.139
3.123,-0.00046,0.00461,0.00187,0.02703,-0.02656,0.96895,38.074,38.147,37.120,39.139
3.133,-0.00032,0.00456,0.00182,0.03085,-0.02699,0.96977,38.074,38.147,37.120,39.249
3.143,-0.00059,0.00438,0.00178,0.02905,-0.02492,0.96962,38.070,38.147,37.120,39.470
3.153,-0.00068,0.00421,0.00178,0.02835,-0.02660,0.96728,38.070,38.147,37.120,39.249
3.163,-0.00095,0.00412,0.00178,0.02781,-0.02656,0.96966,38.070,38.147,37.120,39.139
3.173,-0.00130,0.00412,0.00164,0.02395,-0.02512,0.97040,38.070,38.147,37.120,39.139
3.183,-0.00130,0.00434,0.00160,0.02730,-0.02379,0.96837,38.070,38.147,37.120,39.139
3.193,-0.00119,0.00470,0.00164,0.02406,-0.02902,0.96665,38.070,38.147,37.026,39.139
3.203,-0.00110,0.00505,0.00169,0.02878,-0.02465,0.96697,38.070,38.147,37.026,39.249
3.213,-0.00101,0.00528,0.00173,0.02730,-0.02535,0.96615,38.070,38.147,37.026,39.470
3.223,-0.00056,0.00523,0.00173,0.02851,-0.02738,0.96392,38.070,38.147,37.026,39.360
3.233,-0.00030,0.00528,0.00169,0.03011,-0.02839,0.97013,38.070,38.147,37.026,39.360
3.243,0.00037,0.00522,0.00178,0.03167,-0.02874,0.97063,38.070,38.178,37.026,39.139
3.253,0.00033,0.00513,0.00182,0.02738,-0.02578,0.96552,38.070,38.178,37.026,39.249
3.263,0.00037,0.00513,0.00182,0.02987,-0.03038,0.96817,38.070,38.178,37.026,39.360
3.273,0.00064,0.00517,0.00182,0.02757,-0.02633,0.97040,38.070,38.178,37.026,39.360
3.283,0.00073,0.00517,0.00173,0.02414,-0.02289,0.96673,38.070,38.178,37.026,39.360
3.293,0.00082,0.00513,0.00169,0.03011,-0.02149,0.96595,38.070,38.178,37.026,39.139
3.303,0.00113,0.00509,0.00173,0.02629,-0.02714,0.96802,38.070,38.178,37.026,39.360
3.313,0.00122,0.00495,0.00173,0.03159,-0.02282,0.97235,38.070,38.178,37.026,39.360
3.323,0.00091,0.00491,0.00173,0.02812,-0.02710,0.96895,38.070,38.178,37.026,39.249
3.333,0.00086,0.00504,0.00164,0.02671,-0.02785,0.96876,38.070,38.178,37.026,39.470
3.343,0.00086,0.00517,0.00164,0.02254,-0.02656,0.96708,38.075,38.178,37.026,39.139
3.353,0.00055,0.00526,0.00164,0.03198,-0.02718,0.97024,38.075,38.178,37.026,39.249
3.363,0.00051,0.00526,0.00169,0.02909,-0.02808,0.96747,38.075,38.178,37.026,39.249
3.373,0.00006,0.00535,0.00164,0.03069,-0.02644,0.96583,38.075,38.178,37.026,39.139
3.383,0.00019,0.00531,0.00169,0.03046,-0.02523,0.97020,38.075,38.178,37.026,39.139
3.393,0.00015,0.00535,0.00191,0.02859,-0.02500,0.96923,38.075,38.178,37.018,39.360
3.403,0.00010,0.00553,0.00200,0.02909,-0.02613,0.97048,38.075,38.178,37.018,39.360
3.413,0.00024,0.00566,0.00205,0.02633,-0.02570,0.96572,38.075,38.178,37.018,39.249
3.423,0.00019,0.00566,0.00196,0.02621,-0.02609,0.96572,38.075,38.178,37.018,39.360
3.433,0.00015,0.00553,0.00191,0.02769,-0.02894,0.96509,38.075,38.178,37.018,39.249
3.443,-0.00008,0.00559,0.00191,0.02929,-0.02675,0.96408,38.075,38.013,37.018,39.360
3.453,-0.00003,0.00559,0.00187,0.03038,-0.02496,0.96837,38.075,38.013,37.018,39.360
3.463,0.00001,0.00559,0.00182,0.02566,-0.02496,0.96474,38.075,38.013,37.018,39.249
3.473,0.00015,0.00564,0.00164,0.03011,-0.03065,0.97055,38.075,38.013,37.018,39.249
3.483,0.00024,0.00564,0.00160,0.03003,-0.02613,0.97028,38.075,38.013,37.018,39.139
3.493,0.00015,0.00550,0.00151,0.02648,-0.02750,0.96697,38.075,38.013,37.018,39.139
3.503,0.00055,0.00528,0.00151,0.02660,-0.02539,0.96701,38.075,38.013,37.018,39.470
3.513,0.00033,0.00532,0.00160,0.02648,-0.02944,0.97227,38.075,38.013,37.018,39.249
3.523,0.00042,0.00550,0.00164,0.02484,-0.02691,0.96482,38.075,38.013,37.018,39.360
3.533,0.00059,0.00564,0.00178,0.02773,-0.03065,0.96728,38.075,38.013,37.018,39.139
3.543,0.00059,0.00573,0.00200,0.02722,-0.02289,0.96888,38.069,38.013,37.018,39.470
3.553,0.00073,0.00586,0.00214,0.03202,-0.02629,0.96977,38.069,38.013,37.018,39.360
3.563,0.00064,0.00581,0.00223,0.02847,-0.02804,0.96564,38.069,38.013,37.018,39.139
3.573,0.00077,0.00555,0.00218,0.02430,-0.02363,0.96779,38.069,38.013,37.018,39.360
3.583,0.00095,0.00532,0.00205,0.02870,-0.02625,0.96884,38.069,38.013,37.018,39.249
3.593,0.00112,0.00501,0.00196,0.02476,-0.02633,0.96353,38.069,38.013,37.209,39.249
3.603,0.00090,0.00483,0.00196,0.02987,-0.02617,0.96623,38.069,38.013,37.209,39.249
3.613,0.00072,0.00488,0.00191,0.02695,-0.02734,0.96685,38.069,38.013,37.209,39.360
3.623,0.00063,0.00497,0.00191,0.02730,-0.02289,0.97013,38.069,38.013,37.209,39.139
3.633,0.00059,0.00501,0.00196,0.02925,-0.02321,0.96587,38.069,38.013,37.209,39.249
3.643,0.00072,0.00497,0.00196,0.02640,-0.02855,0.97075,38.069,37.877,37.209,39.139
3.653,0.00076,0.00493,0.00191,0.03108,-0.02484,0.96802,38.069,37.877,37.209,39.470
3.663,0.00085,0.00493,0.00178,0.02933,-0.02582,0.96755,38.069,37.877,37.209,39.139
3.673,0.00090,0.00488,0.00160,0.02613,-0.02867,0.96860,38.069,37.877,37.209,39.360
3.683,0.00067,0.00493,0.00165,0.02547,-0.02726,0.96892,38.069,37.877,37.209,39.139
3.693,0.00085,0.00511,0.00165,0.03124,-0.02999,0.96654,38.069,37.877,37.209,39.139
3.703,0.00090,0.00529,0.00173,0.03198,-0.02418,0.97215,38.069,37.877,37.209,39.249
3.713,0.00072,0.00542,0.00187,0.02379,-0.02726,0.96740,38.069,37.877,37.209,39.249
3.723,0.00054,0.00569,0.00196,0.02660,-0.02796,0.96704,38.069,37.877,37.209,39.360
3.733,0.00050,0.00600,0.00191,0.02839,-0.02597,0.96880,38.069,37.877,37.209,39.360
3.743,0.00076,0.00618,0.00191,0.02586,-0.02558,0.96630,38.073,37.877,37.209,39.470
3.753,0.00103,0.00631,0.00187,0.02909,-0.02937,0.96525,38.073,37.877,37.209,39.360
3.763,0.00090,0.00636,0.00178,0.02867,-0.02367,0.96876,38.073,37.877,37.209,39.360
3.773,0.00085,0.00636,0.00160,0.03491,-0.02609,0.96856,38.073,37.877,37.209,39.249
3.783,0.00094,0.00604,0.00142,0.02952,-0.02590,0.96977,38.073,37.877,37.209,39.139
3.793,0.00084,0.00578,0.00138,0.02457,-0.02987,0.96662,38.073,37.877,37.129,39.360
3.803,0.00066,0.00569,0.00138,0.02718,-0.02909,0.96689,38.073,37.877,37.129,39.360
3.813,0.00093,0.00555,0.00129,0.02999,-0.02484,0.96755,38.073,37.877,37.129,39.249
3.823,0.00084,0.00546,0.00124,0.02707,-0.02816,0.96662,38.073,37.877,37.129,39.360
3.833,0.00084,0.00551,0.00115,0.02593,-0.02679,0.96884,38.073,37.877,37.129,39.139
3.843,0.00070,0.00542,0.00115,0.02788,-0.03030,0.96665,38.073,37.992,37.129,39.360
3.853,0.00053,0.00524,0.00124,0.02722,-0.02363,0.97161,38.073,37.992,37.129,39.360
3.863,0.00048,0.00507,0.00133,0.02668,-0.02410,0.97087,38.073,37.992,37.129,39.470
3.873,0.00044,0.00493,0.00133,0.02929,-0.02679,0.96899,38.073,37.992,37.129,39.139
3.883,0.00026,0.00484,0.00142,0.02570,-0.02656,0.96759,38.073,37.992,37.129,39.360
3.893,0.00012,0.00502,0.00151,0.02890,-0.02827,0.96837,38.073,37.992,37.129,39.139
3.903,0.00012,0.00520,0.00169,0.02371,-0.02820,0.96763,38.073,37.992,37.129,39.139
3.913,0.00012,0.00538,0.00187,0.02851,-0.02831,0.97118,38.073,37.992,37.129,39.249
3.923,0.00008,0.00538,0.00205,0.02554,-0.02851,0.96755,38.073,37.992,37.129,39.139
3.933,0.00021,0.00533,0.00218,0.02909,-0.02734,0.96934,38.073,37.992,37.129,39.249
3.943,0.00021,0.00533,0.00222,0.02508,-0.02668,0.96634,38.078,37.992,37.129,39.139
3.953,0.00026,0.00538,0.00231,0.03030,-0.02746,0.96841,38.078,37.992,37.129,39.360
3.963,0.00030,0.00542,0.00236,0.02274,-0.03397,0.96747,38.078,37.992,37.129,39.139
3.973,0.00057,0.00547,0.00227,0.02859,-0.02469,0.96537,38.078,37.992,37.129,39.139
3.983,0.00061,0.00547,0.00209,0.02285,-0.02621,0.96509,38.078,37.992,37.129,39.470
3.993,0.00066,0.00533,0.00200,0.02976,-0.02855,0.96767,38.078,37.992,37.118,39.249
4.003,0.00057,0.00524,0.00182,0.02625,-0.02898,0.96712,38.078,37.992,37.118,39.360
4.013,0.00061,0.00529,0.00155,0.03108,-0.02344,0.96884,38.078,37.992,37.118,39.470
4.023,0.00061,0.00520,0.00137,0.02785,-0.02769,0.96825,38.078,37.992,37.118,39.249
4.033,0.00061,0.00520,0.00119,0.02617,-0.03077,0.96954,38.078,37.992,37.118,39.360
4.043,0.00030,0.00512,0.00106,0.02757,-0.02746,0.96849,38.078,38.084,37.118,39.360
4.053,0.00012,0.00499,0.00102,0.03307,-0.02566,0.97114,38.078,38.084,37.118,39.249
4.063,-0.00010,0.00485,0.00102,0.03377,-0.02894,0.96424,38.078,38.084,37.118,39.139
4.073,-0.00010,0.00490,0.00115,0.02761,-0.02882,0.96642,38.078,38.084,37.118,39.249
4.083,-0.00037,0.00503,0.00128,0.02582,-0.02609,0.96821,38.078,38.084,37.118,39.249
4.093,-0.00023,0.00508,0.00133,0.02824,-0.02921,0.96568,38.078,38.084,37.118,39.360
4.103,-0.00041,0.00508,0.00151,0.03124,-0.03097,0.96974,38.078,38.084,37.118,39.249
4.113,-0.00028,0.00508,0.00164,0.02937,-0.02894,0.97001,38.078,38.084,37.118,39.360
4.123,-0.00015,0.00508,0.00164,0.02699,-0.02894,0.97016,38.078,38.084,37.118,39.360
4.133,-0.00010,0.00508,0.00169,0.02640,-0.02348,0.96794,38.078,38.084,37.118,39.360
4.143,-0.00010,0.00508,0.00182,0.02535,-0.02601,0.96685,38.069,38.084,37.118,39.470
4.153,-0.00006,0.00512,0.00191,0.02734,-0.02492,0.96743,38.069,38.084,37.118,39.139
4.163,-0.00001,0.00512,0.00196,0.02847,-0.02644,0.97149,38.069,38.084,37.118,39.360
4.173,0.00012,0.00530,0.00187,0.02578,-0.02609,0.96654,38.069,38.084,37.118,39.360
4.183,0.00021,0.00557,0.00169,0.02543,-0.02383,0.96525,38.069,38.084,37.118,39.360
4.193,0.00039,0.00574,0.00165,0.02675,-0.02687,0.96997,38.069,38.084,37.118,39.360
4.203,0.00039,0.00570,0.00156,0.02246,-0.02710,0.97040,38.069,38.084,37.118,39.249
4.213,0.00075,0.00561,0.00142,0.02683,-0.02613,0.96868,38.069,38.084,37.118,39.360
4.223,0.00057,0.00557,0.00147,0.02652,-0.02652,0.96420,38.069,38.084,37.118,39.249
4.233,0.00070,0.00561,0.00151,0.02527,-0.02324,0.96513,38.069,38.084,37.118,39.249
4.243,0.00052,0.00580,0.00151,0.02605,-0.02613,0.97239,38.069,38.051,37.118,39.360
4.253,0.00030,0.00593,0.00151,0.02753,-0.02633,0.96892,38.069,38.051,37.118,39.360
4.263,0.00012,0.00589,0.00160,0.03260,-0.02492,0.96759,38.069,38.051,37.118,39.139
4.273,0.00003,0.00576,0.00160,0.02597,-0.02402,0.96919,38.069,38.051,37.118,39.360
4.283,-0.00006,0.00562,0.00160,0.02831,-0.02554,0.97059,38.069,38.051,37.118,39.470
4.293,-0.00010,0.00558,0.00160,0.02742,-0.02383,0.96568,38.069,38.051,37.118,39.360
4.303,-0.00028,0.00544,0.00169,0.02484,-0.02905,0.96591,38.069,38.051,37.118,39.470
4.313,-0.00019,0.00544,0.00173,0.03272,-0.03288,0.96946,38.069,38.051,37.118,39.249
4.323,-0.00015,0.00540,0.00160,0.03307,-0.02473,0.96821,38.069,38.051,37.118,39.249
4.333,-0.00006,0.00536,0.00151,0.02851,-0.02664,0.96583,38.069,38.051,37.118,39.139
4.343,-0.00028,0.00522,0.00137,0.03065,-0.02547,0.96470,38.079,38.051,37.118,39.249
4.353,-0.00046,0.00513,0.00128,0.03171,-0.02601,0.96728,38.079,38.051,37.118,39.139
4.363,-0.00037,0.00509,0.00106,0.02574,-0.02660,0.96892,38.079,38.051,37.118,39.360
4.373,-0.00015,0.00495,0.00102,0.02441,-0.02461,0.96915,38.079,38.051,37.118,39.360
4.383,-0.00006,0.00487,0.00115,0.02847,-0.02769,0.97075,38.079,38.051,37.118,39.360
4.393,0.00012,0.00491,0.00124,0.02991,-0.02948,0.96892,38.079,38.051,37.114,39.139
4.403,0.00021,0.00482,0.00137,0.03202,-0.02925,0.96954,38.079,38.051,37.114,39.139
4.413,0.00034,0.00473,0.00133,0.02562,-0.02820,0.96931,38.079,38.051,37.114,39.360
4.423,0.00043,0.00469,0.00137,0.03026,-0.02835,0.96350,38.079,38.051,37.114,39.249
4.433,0.00075,0.00482,0.00142,0.02699,-0.02597,0.96853,38.079,38.051,37.114,39.470
4.443,0.00052,0.00490,0.00146,0.02831,-0.02781,0.96677,38.079,38.077,37.114,39.249
4.453,0.00034,0.00508,0.00160,0.03315,-0.02753,0.96798,38.079,38.077,37.114,39.249
4.463,0.00008,0.00521,0.00178,0.02769,-0.02586,0.97013,38.079,38.077,37.114,39.249
4.473,0.00012,0.00530,0.00195,0.02839,-0.02804,0.96650,38.079,38.077,37.114,39.470
4.483,0.00048,0.00521,0.00204,0.02851,-0.02512,0.97028,38.079,38.077,37.114,39.360
4.493,0.00039,0.00512,0.00222,0.02430,-0.02808,0.97059,38.079,38.077,37.114,39.139
4.503,0.00034,0.00517,0.00236,0.02917,-0.02516,0.96424,38.079,38.077,37.114,39.360
4.513,0.00052,0.00526,0.00245,0.02800,-0.02644,0.96623,38.079,38.077,37.114,39.139
4.523,0.00043,0.00535,0.00245,0.02492,-0.02750,0.96942,38.079,38.077,37.114,39.360
4.533,0.00057,0.00548,0.00240,0.02980,-0.02956,0.96470,38.079,38.077,37.114,39.249
4.543,0.00057,0.00548,0.00236,0.02800,-0.02519,0.96654,38.074,38.077,37.114,39.360
4.553,0.00052,0.00535,0.00227,0.02757,-0.02746,0.96763,38.074,38.077,37.114,39.360
4.563,0.00017,0.00517,0.00222,0.02476,-0.02905,0.97040,38.074,38.077,37.114,39.360
4.573,0.00017,0.00503,0.00227,0.02613,-0.02437,0.96552,38.074,38.077,37.114,39.470
4.583,0.00021,0.00499,0.00227,0.02539,-0.02917,0.96732,38.074,38.077,37.114,39.249
4.593,0.00017,0.00503,0.00213,0.02652,-0.02519,0.96611,38.074,38.077,37.122,39.139
4.603,0.00026,0.00512,0.00196,0.02172,-0.02629,0.96771,38.074,38.077,37.122,39.249
4.613,-0.00006,0.00517,0.00196,0.02941,-0.02870,0.96927,38.074,38.077,37.122,39.249
4.623,-0.00006,0.00512,0.00200,0.02796,-0.02960,0.96888,38.074,38.077,37.122,39.470
4.633,0.00003,0.00508,0.00200,0.03085,-0.02929,0.96923,38.074,38.077,37.122,39.360
4.643,-0.00006,0.00510,0.00196,0.02344,-0.02593,0.96907,38.074,38.141,37.122,39.360
4.653,-0.00023,0.00523,0.00191,0.02547,-0.02792,0.97133,38.074,38.141,37.122,39.360
4.663,-0.00037,0.00550,0.00182,0.03377,-0.02976,0.96915,38.074,38.141,37.122,39.360
4.673,-0.00050,0.00568,0.00173,0.02761,-0.02972,0.96740,38.074,38.141,37.122,39.249
4.683,-0.00063,0.00572,0.00164,0.02960,-0.03046,0.96997,38.074,38.141,37.122,39.249
4.693,-0.00046,0.00568,0.00151,0.02418,-0.02656,0.96970,38.074,38.141,37.122,39.360
4.703,-0.00032,0.00563,0.00133,0.02894,-0.02687,0.96962,38.074,38.141,37.122,39.360
4.713,-0.00028,0.00563,0.00115,0.02410,-0.02422,0.96962,38.074,38.141,37.122,39.360
4.723,-0.00010,0.00568,0.00106,0.03085,-0.02921,0.96669,38.074,38.141,37.122,39.360
4.733,0.00003,0.00568,0.00102,0.03058,-0.03097,0.96837,38.074,38.141,37.122,39.470
4.743,0.00030,0.00581,0.00097,0.03159,-0.02410,0.96876,38.079,38.141,37.122,39.139
4.753,0.00035,0.00595,0.00093,0.02633,-0.02874,0.96595,38.079,38.141,37.122,39.360
4.763,0.00017,0.00586,0.00097,0.03089,-0.02695,0.96755,38.079,38.141,37.122,39.470
4.773,0.00030,0.00572,0.00110,0.02640,-0.02753,0.97024,38.079,38.141,37.122,39.249
4.783,0.00057,0.00559,0.00128,0.02894,-0.02710,0.97009,38.079,38.141,37.122,39.360
4.793,0.00053,0.00541,0.00151,0.02449,-0.02543,0.96872,38.079,38.141,37.132,39.139
4.803,0.00062,0.00532,0.00182,0.02586,-0.02718,0.96704,38.079,38.141,37.132,39.249
4.813,0.00057,0.00537,0.00200,0.02999,-0.02870,0.97258,38.079,38.141,37.132,39.360
4.823,0.00066,0.00550,0.00209,0.02761,-0.02726,0.97129,38.079,38.141,37.132,39.360
4.833,0.00075,0.00554,0.00218,0.03139,-0.02839,0.96845,38.079,38.141,37.132,39.360
4.843,0.00093,0.00557,0.00227,0.02816,-0.02722,0.96646,38.079,37.962,37.132,39.470
4.853,0.00079,0.00552,0.00231,0.03268,-0.03019,0.96751,38.079,37.962,37.132,39.360
4.863,0.00057,0.00561,0.00249,0.02847,-0.03206,0.96701,38.079,37.962,37.132,39.360
4.873,0.00035,0.00566,0.00254,0.03139,-0.02465,0.96662,38.079,37.962,37.132,39.249
4.883,0.00035,0.00574,0.00254,0.03097,-0.02933,0.97009,38.079,37.962,37.132,39.470
4.893,0.00070,0.00583,0.00249,0.02597,-0.02625,0.96704,38.079,37.962,37.132,39.360
4.903,0.00070,0.00566,0.00231,0.02395,-0.02601,0.97122,38.079,37.962,37.132,39.470
4.913,0.00057,0.00557,0.00222,0.02734,-0.02527,0.96814,38.079,37.962,37.132,39.249
4.923,0.00066,0.00561,0.00213,0.02800,-0.02726,0.96903,38.079,37.962,37.132,39.360
4.933,0.00053,0.00574,0.00204,0.02531,-0.02796,0.96880,38.079,37.962,37.132,39.249
4.943,0.00075,0.00583,0.00195,0.03015,-0.02769,0.96814,38.082,37.962,37.132,39.470
4.953,0.00062,0.00588,0.00200,0.02414,-0.02504,0.96463,38.082,37.962,37.132,39.360
4.963,0.00066,0.00597,0.00209,0.02687,-0.02605,0.96880,38.082,37.962,37.132,39.360
4.973,0.00062,0.00588,0.00213,0.02547,-0.02757,0.96798,38.082,37.962,37.132,39.139
4.983,0.00079,0.00579,0.00227,0.03007,-0.02847,0.96864,38.082,37.962,37.132,39.470
4.993,0.00084,0.00579,0.00236,0.02593,-0.02648,0.96447,38.082,37.962,37.121,39.360
5.003,0.00097,0.00579,0.00236,0.02761,-0.02504,0.97149,38.082,37.962,37.121,39.139
5.013,0.00106,0.00574,0.00236,0.02695,-0.02898,0.97126,38.082,37.962,37.121,39.360
5.023,0.00097,0.00579,0.00227,0.02734,-0.02804,0.96868,38.082,37.962,37.121,39.249
5.033,0.00097,0.00583,0.00222,0.02909,-0.02625,0.97036,38.082,37.962,37.121,39.139
5.043,0.00110,0.00557,0.00213,0.02469,-0.02703,0.96646,38.082,38.201,37.121,39.249
5.053,0.00106,0.00539,0.00213,0.02640,-0.03093,0.97114,38.082,38.201,37.121,39.360
5.063,0.00119,0.00530,0.00218,0.02266,-0.02691,0.96646,38.082,38.201,37.121,39.249
5.073,0.00101,0.00534,0.00231,0.02508,-0.02633,0.96782,38.082,38.201,37.121,39.249
5.133,0.00003,0.00494,0.00191,0.02847,-0.02363,0.96876,38.082,38.201,37.121,39.249
5.143,0.00003,0.00490,0.00195,0.02356,-0.02640,0.96892,38.081,38.201,37.121,39.249
5.153,-0.00010,0.00485,0.00200,0.02609,-0.02426,0.96650,38.081,38.201,37.121,39.360
5.163,-0.00037,0.00503,0.00209,0.02582,-0.02586,0.96619,38.081,38.201,37.121,39.360
5.173,-0.00032,0.00521,0.00213,0.02816,-0.02976,0.96642,38.081,38.201,37.121,39.139
5.183,-0.00037,0.00517,0.00218,0.02726,-0.02621,0.96720,38.081,38.201,37.121,39.360
5.193,-0.00024,0.00517,0.00204,0.02890,-0.02890,0.96942,38.081,38.201,37.105,39.360
5.203,-0.00010,0.00503,0.00195,0.02605,-0.02535,0.96685,38.081,38.201,37.105,39.249
5.213,-0.00001,0.00481,0.00195,0.02722,-0.02367,0.96662,38.081,38.201,37.105,39.360
5.223,0.00008,0.00459,0.00200,0.02414,-0.02679,0.96693,38.081,38.201,37.105,39.249
5.233,0.00021,0.00454,0.00209,0.02730,-0.02242,0.96771,38.081,38.201,37.105,39.360
5.243,0.00030,0.00480,0.00213,0.02851,-0.02492,0.96790,38.081,38.104,37.105,39.470
5.253,0.00025,0.00471,0.00209,0.03062,-0.02593,0.96779,38.081,38.104,37.105,39.139
5.263,0.00021,0.00458,0.00191,0.02344,-0.02703,0.96892,38.081,38.104,37.105,39.360
5.273,0.00021,0.00462,0.00182,0.02535,-0.02827,0.96650,38.081,38.104,37.105,39.249
5.283,0.00039,0.00471,0.00191,0.02578,-0.02617,0.97184,38.081,38.104,37.105,39.249
5.293,0.00048,0.00480,0.00186,0.02843,-0.02726,0.97024,38.081,38.104,37.105,39.360
5.303,0.00034,0.00480,0.00191,0.02519,-0.02418,0.96560,38.081,38.104,37.105,39.360
5.313,0.00039,0.00480,0.00191,0.02660,-0.02718,0.96720,38.081,38.104,37.105,39.249
5.323,0.00043,0.00471,0.00200,0.02508,-0.02738,0.96970,38.081,38.104,37.105,39.360
5.333,0.00048,0.00467,0.00200,0.02855,-0.02987,0.96662,38.081,38.104,37.105,39.249
5.343,0.00065,0.00471,0.00191,0.02944,-0.02644,0.96704,38.089,38.104,37.105,39.360
5.353,0.00070,0.00471,0.00182,0.02586,-0.02941,0.96533,38.089,38.104,37.105,39.249
5.363,0.00052,0.00480,0.00173,0.02629,-0.02597,0.96962,38.089,38.104,37.105,39.249
5.373,0.00065,0.00489,0.00177,0.02944,-0.02324,0.96490,38.089,38.104,37.105,39.249
5.383,0.00092,0.00498,0.00191,0.03210,-0.02863,0.96693,38.089,38.104,37.105,39.470
5.393,0.00089,0.00485,0.00204,0.02562,-0.02531,0.96701,38.089,38.104,36.932,39.360
5.403,0.00067,0.00471,0.00195,0.02863,-0.02710,0.96693,38.089,38.104,36.932,39.249
5.413,0.00049,0.00467,0.00173,0.02839,-0.02519,0.96470,38.089,38.104,36.932,39.360
5.423,0.00035,0.00462,0.00168,0.02453,-0.02913,0.96665,38.089,38.104,36.932,39.249
5.433,0.00040,0.00467,0.00159,0.03202,-0.02551,0.97009,38.089,38.104,36.932,39.360
5.443,0.00040,0.00471,0.00146,0.02324,-0.02644,0.96466,38.089,38.106,36.932,39.249
5.453,0.00022,0.00458,0.00146,0.02948,-0.02863,0.96950,38.089,38.106,36.932,39.360
5.463,0.00018,0.00453,0.00146,0.02827,-0.02785,0.96981,38.089,38.106,36.932,39.249
5.473,0.00009,0.00453,0.00150,0.03190,-0.02359,0.96623,38.089,38.106,36.932,39.360
5.483,0.00035,0.00462,0.00164,0.02827,-0.02262,0.96817,38.089,38.106,36.932,39.360
5.493,0.00075,0.00467,0.00173,0.02633,-0.02449,0.97044,38.089,38.106,36.932,39.470
5.503,0.00049,0.00476,0.00173,0.02644,-0.02687,0.96720,38.089,38.106,36.932,39.360
