#2025/08/25 18:31:47
time,wx, wy, wz, ax, ay, az, Tx, Ty, Tz, TAcc
2.393,-104.09669,-70.11693,-66.17535,0.23563,0.49895,9.39313,-265.842,-265.958,-265.725,51.736
2.403,-104.09841,-70.11695,-66.17535,0.25365,0.51445,9.38103,-265.842,-265.958,-265.725,51.846
2.413,-104.10015,-70.11698,-66.17535,0.28923,0.43423,9.38908,-265.842,-265.957,-265.725,51.846
2.423,-104.10184,-70.11704,-66.17536,0.26511,0.45011,9.39179,-265.842,-265.957,-265.725,51.736
2.433,-104.10343,-70.11711,-66.17537,0.26069,0.47673,9.32292,-265.842,-265.957,-265.725,51.846
2.443,-104.10496,-70.11721,-66.17536,0.31033,0.49191,9.35591,-265.842,-265.957,-265.725,51.736
2.453,-104.10645,-70.11732,-66.17536,0.25337,0.54132,9.38534,-265.842,-265.957,-265.725,51.846
2.463,-104.10789,-70.11745,-66.17537,0.27933,0.49290,9.40490,-265.842,-265.957,-265.725,51.625
2.473,-104.10933,-70.11758,-66.17537,0.24929,0.46008,9.31251,-265.842,-265.957,-265.725,51.846
2.483,-104.11072,-70.11773,-66.17538,0.29407,0.45570,9.36488,-265.842,-265.957,-265.725,51.736
2.493,-104.11211,-70.11786,-66.17538,0.22793,0.49770,9.38347,-265.842,-265.957,-265.725,51.736
2.503,-104.11350,-70.11800,-66.17538,0.23540,0.48887,9.35980,-265.842,-265.957,-265.725,51.736
2.563,-104.12112,-70.11885,-66.17542,0.25001,0.49254,9.38353,-265.840,-265.957,-265.725,51.736
2.573,-104.12242,-70.11893,-66.17543,0.27278,0.46008,9.36241,-265.840,-265.957,-265.725,51.846
2.583,-104.12372,-70.11899,-66.17543,0.25973,0.48461,9.39444,-265.840,-265.957,-265.725,51.736
2.593,-104.12503,-70.11906,-66.17542,0.26429,0.49496,9.37350,-265.840,-265.957,-265.725,51.625
2.603,-104.12639,-70.11914,-66.17542,0.27358,0.49351,9.37111,-265.840,-265.957,-265.725,51.846
2.613,-104.12782,-70.11921,-66.17542,0.22746,0.47077,9.36710,-265.840,-265.953,-265.725,51.515
2.623,-104.12924,-70.11929,-66.17544,0.29337,0.49090,9.33297,-265.840,-265.953,-265.725,51.846
2.633,-104.13068,-70.11938,-66.17544,0.28199,0.50581,9.34977,-265.840,-265.953,-265.725,51.625
2.643,-104.13214,-70.11946,-66.17544,0.24033,0.50038,9.34087,-265.840,-265.953,-265.725,51.736
2.653,-104.13358,-70.11954,-66.17545,0.26797,0.51228,9.37786,-265.840,-265.953,-265.725,51.515
2.663,-104.13500,-70.11964,-66.17545,0.21468,0.47522,9.35781,-265.840,-265.953,-265.725,51.625
2.673,-104.13642,-70.11977,-66.17546,0.25016,0.47908,9.37435,-265.840,-265.953,-265.725,51.515
2.683,-104.13782,-70.11992,-66.17547,0.24539,0.49133,9.37710,-265.840,-265.953,-265.725,51.846
2.693,-104.13919,-70.12009,-66.17546,0.26402,0.48344,9.37395,-265.840,-265.953,-265.725,51.736
2.703,-104.14053,-70.12032,-66.17548,0.27630,0.49539,9.34980,-265.840,-265.953,-265.725,51.515
2.713,-104.14187,-70.12058,-66.17548,0.28576,0.51318,9.36301,-265.843,-265.953,-265.725,51.846
2.723,-104.14323,-70.12089,-66.17548,0.29640,0.45117,9.38300,-265.843,-265.953,-265.725,51.846
2.733,-104.14453,-70.12121,-66.17548,0.25533,0.50442,9.36018,-265.843,-265.953,-265.725,51.846
2.743,-104.14574,-70.12157,-66.17548,0.26590,0.49486,9.33732,-265.843,-265.953,-265.725,51.736
2.753,-104.14687,-70.12199,-66.17550,0.26943,0.52602,9.34644,-265.843,-265.953,-265.725,51.846
2.763,-104.14793,-70.12243,-66.17551,0.25527,0.50717,9.37946,-265.843,-265.953,-265.726,51.625
2.773,-104.14891,-70.12294,-66.17551,0.21312,0.47372,9.37229,-265.843,-265.953,-265.726,51.736
2.783,-104.14987,-70.12348,-66.17550,0.26124,0.49449,9.35460,-265.843,-265.953,-265.726,51.846
2.793,-104.15082,-70.12404,-66.17552,0.22929,0.47851,9.38074,-265.843,-265.953,-265.726,51.736
2.803,-104.15180,-70.12463,-66.17553,0.29890,0.47680,9.34751,-265.843,-265.953,-265.726,51.515
2.813,-104.15280,-70.12529,-66.17555,0.25068,0.46678,9.36555,-265.843,-265.953,-265.726,51.515
2.823,-104.15381,-70.12599,-66.17556,0.24398,0.48051,9.36026,-265.843,-265.953,-265.726,51.846
2.833,-104.15484,-70.12672,-66.17558,0.27086,0.49840,9.34938,-265.843,-265.953,-265.726,51.736
2.843,-104.15581,-70.12748,-66.17562,0.26290,0.49014,9.30638,-265.843,-265.953,-265.726,51.736
2.853,-104.15669,-70.12827,-66.17565,0.24168,0.48309,9.33089,-265.843,-265.953,-265.726,51.736
2.863,-104.15759,-70.12907,-66.17568,0.29600,0.49145,9.37800,-265.843,-265.953,-265.726,51.846
2.873,-104.15849,-70.12993,-66.17572,0.22560,0.46798,9.33816,-265.843,-265.953,-265.726,51.736
2.883,-104.15939,-70.13084,-66.17576,0.26147,0.47334,9.34303,-265.843,-265.953,-265.726,51.846
2.893,-104.16030,-70.13175,-66.17580,0.30598,0.49808,9.38000,-265.843,-265.953,-265.726,51.736
2.903,-104.16126,-70.13264,-66.17582,0.23114,0.49149,9.35054,-265.843,-265.953,-265.726,51.846
2.913,-104.16221,-70.13351,-66.17586,0.23322,0.47692,9.34859,-265.843,-265.953,-265.726,51.515
2.923,-104.16315,-70.13438,-66.17590,0.30220,0.49562,9.33940,-265.842,-265.953,-265.726,51.736
2.933,-104.16407,-70.13520,-66.17593,0.23767,0.45739,9.35029,-265.842,-265.953,-265.726,51.625
2.943,-104.16496,-70.13595,-66.17596,0.24908,0.47741,9.33294,-265.842,-265.953,-265.726,51.846
2.953,-104.16589,-70.13664,-66.17601,0.20803,0.51255,9.41031,-265.842,-265.953,-265.726,51.625
2.963,-104.16679,-70.13729,-66.17606,0.24394,0.48399,9.36708,-265.842,-265.953,-265.723,51.846
2.973,-104.16772,-70.13794,-66.17609,0.24826,0.48164,9.33775,-265.842,-265.953,-265.723,51.625
2.983,-104.16872,-70.13858,-66.17612,0.25377,0.50406,9.37143,-265.842,-265.953,-265.723,51.846
2.993,-104.16980,-70.13924,-66.17615,0.23406,0.46777,9.36753,-265.842,-265.953,-265.723,51.736
3.003,-104.17088,-70.13988,-66.17619,0.25840,0.51353,9.31672,-265.842,-265.953,-265.723,51.736
3.013,-104.17203,-70.14046,-66.17622,0.25928,0.45914,9.35073,-265.842,-265.953,-265.723,51.957
3.023,-104.17319,-70.14106,-66.17625,0.26498,0.46578,9.36840,-265.842,-265.958,-265.723,51.515
3.033,-104.17438,-70.14169,-66.17628,0.24507,0.46036,9.29200,-265.842,-265.958,-265.723,51.736
3.043,-104.17561,-70.14233,-66.17632,0.29291,0.49405,9.36150,-265.842,-265.958,-265.723,51.736
3.053,-104.17688,-70.14301,-66.17636,0.24256,0.50734,9.35210,-265.842,-265.958,-265.723,51.736
3.063,-104.17816,-70.14373,-66.17640,0.29654,0.47912,9.36036,-265.842,-265.958,-265.723,51.846
3.073,-104.17946,-70.14446,-66.17642,0.23989,0.50462,9.34889,-265.842,-265.958,-265.723,51.736
3.083,-104.18077,-70.14523,-66.17645,0.29092,0.49942,9.36549,-265.842,-265.958,-265.723,51.846
3.093,-104.18214,-70.14596,-66.17648,0.21973,0.47108,9.36508,-265.842,-265.958,-265.723,51.846
3.103,-104.18356,-70.14665,-66.17650,0.27480,0.48626,9.38079,-265.842,-265.958,-265.723,51.846
3.113,-104.18498,-70.14727,-66.17652,0.23756,0.46512,9.36875,-265.842,-265.958,-265.723,51.846
3.123,-104.18631,-70.14787,-66.17655,0.24835,0.46489,9.38365,-265.840,-265.958,-265.723,51.736
3.133,-104.18763,-70.14841,-66.17657,0.26632,0.52828,9.34482,-265.840,-265.958,-265.723,51.736
3.143,-104.18893,-70.14895,-66.17659,0.25368,0.51402,9.36777,-265.840,-265.958,-265.723,51.736
3.153,-104.19025,-70.14951,-66.17661,0.27430,0.50078,9.36063,-265.840,-265.958,-265.723,51.846
3.163,-104.19162,-70.15002,-66.17664,0.26912,0.47356,9.39089,-265.840,-265.958,-265.723,51.957
3.173,-104.19302,-70.15049,-66.17666,0.26745,0.45122,9.36847,-265.840,-265.958,-265.725,51.736
3.183,-104.19444,-70.15094,-66.17667,0.24863,0.48241,9.33855,-265.840,-265.958,-265.725,51.736
3.193,-104.19589,-70.15138,-66.17669,0.25803,0.50296,9.37587,-265.840,-265.958,-265.725,51.846
3.203,-104.19740,-70.15178,-66.17672,0.30061,0.53782,9.34082,-265.840,-265.958,-265.725,51.846
3.213,-104.19891,-70.15216,-66.17674,0.30669,0.46661,9.37732,-265.840,-265.958,-265.725,51.515
3.223,-104.20040,-70.15253,-66.17677,0.25186,0.50589,9.34770,-265.840,-265.954,-265.725,51.736
3.233,-104.20189,-70.15289,-66.17679,0.22144,0.45534,9.36072,-265.840,-265.954,-265.725,51.736
3.243,-104.20338,-70.15324,-66.17680,0.23373,0.49774,9.37986,-265.840,-265.954,-265.725,51.736
3.253,-104.20494,-70.15359,-66.17683,0.27323,0.48517,9.40612,-265.840,-265.954,-265.725,51.515
3.263,-104.20657,-70.15395,-66.17683,0.24832,0.47136,9.36513,-265.840,-265.954,-265.725,51.736
3.273,-104.20820,-70.15426,-66.17685,0.26934,0.45846,9.34432,-265.840,-265.954,-265.725,51.846
3.283,-104.20978,-70.15451,-66.17685,0.22999,0.44592,9.39053,-265.840,-265.954,-265.725,51.736
3.293,-104.21132,-70.15473,-66.17687,0.29995,0.51653,9.41046,-265.840,-265.954,-265.725,51.846
3.303,-104.21281,-70.15496,-66.17687,0.27646,0.51766,9.35252,-265.840,-265.954,-265.725,51.625
3.313,-104.21426,-70.15516,-66.17688,0.27935,0.50265,9.32766,-265.840,-265.954,-265.725,51.846
3.323,-104.21566,-70.15535,-66.17690,0.28729,0.48237,9.32254,-265.841,-265.954,-265.725,51.846
3.333,-104.21696,-70.15552,-66.17690,0.26746,0.48543,9.38561,-265.841,-265.954,-265.725,51.736
3.343,-104.21819,-70.15569,-66.17693,0.28308,0.48151,9.30605,-265.841,-265.954,-265.725,51.625
3.353,-104.21933,-70.15587,-66.17693,0.26907,0.48345,9.35909,-265.841,-265.954,-265.725,51.736
3.363,-104.22041,-70.15606,-66.17695,0.23426,0.48957,9.34090,-265.841,-265.954,-265.725,51.736
3.373,-104.22144,-70.15623,-66.17696,0.24310,0.49352,9.34894,-265.841,-265.954,-265.724,51.515
3.383,-104.22241,-70.15639,-66.17699,0.22230,0.48415,9.36382,-265.841,-265.954,-265.724,51.736
3.393,-104.22334,-70.15652,-66.17701,0.25041,0.49365,9.36785,-265.841,-265.954,-265.724,51.736
3.403,-104.22429,-70.15665,-66.17702,0.23373,0.46540,9.34583,-265.841,-265.954,-265.724,51.736
3.413,-104.22523,-70.15678,-66.17705,0.24530,0.46366,9.36596,-265.841,-265.954,-265.724,51.736
3.423,-104.22617,-70.15691,-66.17706,0.25330,0.51249,9.36898,-265.841,-265.957,-265.724,51.515
3.433,-104.22713,-70.15704,-66.17708,0.28665,0.46180,9.37730,-265.841,-265.957,-265.724,51.736
3.443,-104.22811,-70.15717,-66.17709,0.22851,0.48492,9.34373,-265.841,-265.957,-265.724,51.736
3.453,-104.22914,-70.15728,-66.17711,0.24689,0.49895,9.35496,-265.841,-265.957,-265.724,51.515
3.463,-104.23026,-70.15740,-66.17713,0.26787,0.52528,9.36091,-265.841,-265.957,-265.724,51.736
3.473,-104.23145,-70.15753,-66.17713,0.27484,0.48430,9.36673,-265.841,-265.957,-265.724,51.846
3.483,-104.23273,-70.15767,-66.17716,0.30024,0.48963,9.39771,-265.841,-265.957,-265.724,51.736
3.493,-104.23404,-70.15781,-66.17719,0.22000,0.47958,9.38394,-265.841,-265.957,-265.724,51.846
3.503,-104.23532,-70.15798,-66.17720,0.27646,0.47778,9.36435,-265.841,-265.957,-265.724,51.625
3.513,-104.23660,-70.15815,-66.17722,0.24502,0.45029,9.39054,-265.841,-265.957,-265.724,51.736
3.523,-104.23784,-70.15831,-66.17723,0.27105,0.48375,9.32451,-265.841,-265.957,-265.724,51.736
3.533,-104.23907,-70.15849,-66.17724,0.26900,0.48846,9.36831,-265.841,-265.957,-265.724,51.846
3.543,-104.24031,-70.15863,-66.17725,0.27740,0.46052,9.36523,-265.841,-265.957,-265.724,51.625
3.553,-104.24161,-70.15878,-66.17727,0.24802,0.46026,9.37764,-265.841,-265.957,-265.724,51.846
3.563,-104.24293,-70.15894,-66.17728,0.27251,0.48317,9.38201,-265.841,-265.957,-265.724,51.846
3.573,-104.24428,-70.15909,-66.17730,0.25202,0.49241,9.33409,-265.841,-265.957,-265.726,51.846
3.583,-104.24563,-70.15924,-66.17732,0.23922,0.48522,9.41008,-265.841,-265.957,-265.726,51.846
3.593,-104.24699,-70.15940,-66.17735,0.22788,0.50533,9.36856,-265.841,-265.957,-265.726,51.846
3.603,-104.24834,-70.15956,-66.17739,0.22329,0.46607,9.34701,-265.841,-265.957,-265.726,51.625
3.613,-104.24968,-70.15969,-66.17743,0.25681,0.47409,9.35066,-265.841,-265.957,-265.726,51.846
3.623,-104.25105,-70.15982,-66.17746,0.22879,0.49002,9.37948,-265.841,-265.956,-265.726,51.736
3.633,-104.25249,-70.15993,-66.17751,0.23126,0.47507,9.37875,-265.841,-265.956,-265.726,51.625
3.643,-104.25401,-70.16007,-66.17754,0.26568,0.43734,9.35204,-265.841,-265.956,-265.726,51.846
3.653,-104.25557,-70.16023,-66.17759,0.21570,0.52101,9.39259,-265.841,-265.956,-265.726,51.736
3.663,-104.25719,-70.16039,-66.17764,0.23261,0.46230,9.34061,-265.841,-265.956,-265.726,51.515
3.673,-104.25884,-70.16057,-66.17767,0.27536,0.50624,9.38714,-265.841,-265.956,-265.726,51.846
3.683,-104.26054,-70.16074,-66.17773,0.23606,0.46201,9.36032,-265.841,-265.956,-265.726,51.736
3.693,-104.26217,-70.16090,-66.17776,0.23615,0.49796,9.31675,-265.841,-265.956,-265.726,51.515
3.703,-104.26376,-70.16109,-66.17783,0.26000,0.46792,9.33099,-265.841,-265.956,-265.726,51.625
3.713,-104.26537,-70.16133,-66.17786,0.26211,0.48189,9.37355,-265.841,-265.956,-265.726,51.736
3.723,-104.26695,-70.16161,-66.17789,0.26825,0.45079,9.35038,-265.840,-265.956,-265.726,51.736
3.733,-104.26848,-70.16198,-66.17792,0.25469,0.48835,9.37753,-265.840,-265.956,-265.726,51.736
3.743,-104.27002,-70.16248,-66.17794,0.23684,0.45598,9.39452,-265.840,-265.956,-265.726,51.736
3.753,-104.27153,-70.16306,-66.17797,0.28890,0.50898,9.36022,-265.840,-265.956,-265.726,51.736
3.763,-104.27294,-70.16372,-66.17799,0.29382,0.47725,9.38489,-265.840,-265.956,-265.726,51.736
3.773,-104.27431,-70.16439,-66.17801,0.25025,0.47401,9.34783,-265.840,-265.956,-265.724,51.736
3.783,-104.27563,-70.16512,-66.17803,0.24617,0.49020,9.38434,-265.840,-265.956,-265.724,51.846
3.793,-104.27689,-70.16591,-66.17807,0.23424,0.49036,9.34693,-265.840,-265.956,-265.724,51.736
3.803,-104.27803,-70.16675,-66.17811,0.29572,0.48335,9.36557,-265.840,-265.956,-265.724,51.736
3.813,-104.27910,-70.16770,-66.17814,0.26804,0.46737,9.37724,-265.840,-265.956,-265.724,51.846
3.823,-104.28013,-70.16879,-66.17816,0.25512,0.48753,9.35824,-265.840,-265.957,-265.724,51.846
3.833,-104.28111,-70.16996,-66.17819,0.26895,0.49270,9.37191,-265.840,-265.957,-265.724,51.846
3.843,-104.28198,-70.17120,-66.17823,0.26907,0.48231,9.36432,-265.840,-265.957,-265.724,51.846
3.853,-104.28278,-70.17251,-66.17828,0.25017,0.48133,9.35464,-265.840,-265.957,-265.724,51.957
3.863,-104.28355,-70.17384,-66.17832,0.24396,0.43993,9.39300,-265.840,-265.957,-265.724,51.736
3.873,-104.28427,-70.17519,-66.17838,0.21581,0.51403,9.36810,-265.840,-265.957,-265.724,51.625
3.883,-104.28496,-70.17652,-66.17845,0.25143,0.50972,9.34728,-265.840,-265.957,-265.724,51.736
3.893,-104.28563,-70.17792,-66.17852,0.24584,0.48557,9.37753,-265.840,-265.957,-265.724,51.515
3.903,-104.28626,-70.17941,-66.17860,0.29668,0.46530,9.36002,-265.840,-265.957,-265.724,51.846
3.913,-104.28684,-70.18098,-66.17870,0.27166,0.49460,9.35663,-265.840,-265.957,-265.724,51.846
3.923,-104.28738,-70.18259,-66.17877,0.27434,0.49543,9.37070,-265.841,-265.957,-265.724,51.515
3.933,-104.28792,-70.18421,-66.17887,0.27428,0.46056,9.38734,-265.841,-265.957,-265.724,51.736
3.943,-104.28843,-70.18578,-66.17899,0.24878,0.49868,9.38753,-265.841,-265.957,-265.724,51.846
3.953,-104.28893,-70.18736,-66.17908,0.29308,0.47152,9.39778,-265.841,-265.957,-265.724,51.625
3.963,-104.28942,-70.18895,-66.17918,0.27006,0.46007,9.36763,-265.841,-265.957,-265.724,51.846
3.973,-104.28993,-70.19051,-66.17929,0.26391,0.45883,9.35838,-265.841,-265.957,-265.724,51.736
3.983,-104.29044,-70.19204,-66.17938,0.26927,0.50187,9.35981,-265.841,-265.957,-265.724,51.846
3.993,-104.29092,-70.19353,-66.17948,0.27654,0.49868,9.42055,-265.841,-265.957,-265.724,51.515
4.003,-104.29138,-70.19501,-66.17957,0.27218,0.52105,9.34687,-265.841,-265.957,-265.724,51.846
4.013,-104.29186,-70.19650,-66.17963,0.27857,0.49853,9.36426,-265.841,-265.957,-265.724,51.846
4.023,-104.29234,-70.19796,-66.17972,0.30016,0.50258,9.36469,-265.841,-265.955,-265.724,51.846
4.033,-104.29282,-70.19939,-66.17980,0.26663,0.49005,9.39202,-265.841,-265.955,-265.724,51.846
4.043,-104.29331,-70.20079,-66.17989,0.21091,0.46484,9.36308,-265.841,-265.955,-265.724,51.625
4.053,-104.29381,-70.20218,-66.18000,0.25475,0.48372,9.36911,-265.841,-265.955,-265.724,51.846
4.063,-104.29430,-70.20359,-66.18011,0.23139,0.46241,9.37921,-265.841,-265.955,-265.724,51.736
4.073,-104.29478,-70.20496,-66.18021,0.19840,0.47667,9.38149,-265.841,-265.955,-265.724,51.957
4.083,-104.29528,-70.20626,-66.18033,0.27429,0.54217,9.34236,-265.841,-265.955,-265.724,51.846
4.093,-104.29578,-70.20753,-66.18044,0.20747,0.50010,9.35649,-265.841,-265.955,-265.724,51.736
4.103,-104.29626,-70.20880,-66.18056,0.26816,0.49574,9.36426,-265.841,-265.955,-265.724,51.736
4.113,-104.29672,-70.21008,-66.18069,0.28973,0.50286,9.36387,-265.841,-265.955,-265.724,51.846
4.123,-104.29720,-70.21133,-66.18082,0.27488,0.51469,9.38952,-265.841,-265.955,-265.724,51.736
4.133,-104.29769,-70.21252,-66.18098,0.27739,0.45829,9.38896,-265.841,-265.955,-265.724,51.846
4.143,-104.29813,-70.21371,-66.18114,0.24539,0.45295,9.37887,-265.841,-265.955,-265.724,51.736
4.153,-104.29857,-70.21492,-66.18129,0.21295,0.49023,9.37543,-265.841,-265.955,-265.724,51.846
4.163,-104.29897,-70.21609,-66.18148,0.25323,0.51376,9.40797,-265.841,-265.955,-265.724,51.515
4.173,-104.29938,-70.21729,-66.18166,0.25920,0.46344,9.37443,-265.841,-265.955,-265.722,51.846
4.183,-104.29977,-70.21848,-66.18182,0.19986,0.44638,9.38605,-265.841,-265.955,-265.722,51.846
4.193,-104.30014,-70.21973,-66.18198,0.29603,0.49178,9.35950,-265.841,-265.955,-265.722,51.736
4.203,-104.30054,-70.22102,-66.18217,0.24691,0.49666,9.35979,-265.841,-265.955,-265.722,51.846
4.213,-104.30093,-70.22235,-66.18237,0.26758,0.47618,9.37198,-265.841,-265.955,-265.722,51.736
4.223,-104.30132,-70.22371,-66.18256,0.28037,0.51310,9.35335,-265.841,-265.957,-265.722,51.846
4.233,-104.30171,-70.22511,-66.18282,0.25545,0.49027,9.37551,-265.841,-265.957,-265.722,51.846
4.243,-104.30211,-70.22654,-66.18308,0.24393,0.48213,9.38638,-265.841,-265.957,-265.722,51.515
4.253,-104.30247,-70.22803,-66.18333,0.27397,0.48749,9.40933,-265.841,-265.957,-265.722,51.736
4.263,-104.30283,-70.22959,-66.18360,0.22412,0.45730,9.36313,-265.841,-265.957,-265.722,51.846
4.273,-104.30322,-70.23119,-66.18387,0.26627,0.45614,9.35075,-265.841,-265.957,-265.722,51.846
4.283,-104.30359,-70.23284,-66.18412,0.23516,0.46940,9.39526,-265.841,-265.957,-265.722,51.625
4.293,-104.30397,-70.23454,-66.18437,0.27580,0.50502,9.36343,-265.841,-265.957,-265.722,51.846
4.303,-104.30434,-70.23627,-66.18462,0.24738,0.45475,9.33384,-265.841,-265.957,-265.722,51.736
4.313,-104.30473,-70.23804,-66.18485,0.25421,0.53330,9.39382,-265.841,-265.957,-265.722,51.736
4.323,-104.30514,-70.23981,-66.18509,0.22803,0.48584,9.39639,-265.841,-265.957,-265.722,51.625
4.333,-104.30555,-70.24167,-66.18532,0.26997,0.49976,9.42013,-265.840,-265.957,-265.722,51.625
4.343,-104.30595,-70.24355,-66.18553,0.23548,0.51618,9.37898,-265.840,-265.957,-265.722,51.736
4.353,-104.30635,-70.24545,-66.18573,0.28768,0.47410,9.37966,-265.840,-265.957,-265.722,51.846
4.363,-104.30675,-70.24735,-66.18591,0.26117,0.49498,9.39118,-265.840,-265.957,-265.722,51.736
4.373,-104.30717,-70.24921,-66.18608,0.22727,0.49145,9.35254,-265.840,-265.957,-265.722,51.625
4.383,-104.30765,-70.25097,-66.18622,0.22091,0.49549,9.43895,-265.840,-265.957,-265.725,51.515
4.393,-104.30817,-70.25268,-66.18636,0.27413,0.43338,9.41318,-265.840,-265.957,-265.725,51.736
4.403,-104.30869,-70.25433,-66.18648,0.25229,0.49640,9.38151,-265.840,-265.957,-265.725,51.846
4.413,-104.30920,-70.25587,-66.18658,0.25254,0.50756,9.39232,-265.840,-265.957,-265.725,51.625
4.423,-104.30972,-70.25731,-66.18668,0.26809,0.53574,9.39544,-265.840,-265.957,-265.725,51.846
4.433,-104.31023,-70.25867,-66.18677,0.18062,0.44905,9.31685,-265.840,-265.955,-265.725,51.736
4.443,-104.31077,-70.25996,-66.18684,0.23832,0.50164,9.38548,-265.840,-265.955,-265.725,51.736
4.453,-104.31127,-70.26120,-66.18691,0.25386,0.49297,9.38676,-265.840,-265.955,-265.725,51.736
4.463,-104.31181,-70.26236,-66.18699,0.23922,0.49425,9.34974,-265.840,-265.955,-265.725,51.846
4.473,-104.31239,-70.26343,-66.18705,0.24907,0.51053,9.37019,-265.840,-265.955,-265.725,51.736
4.483,-104.31297,-70.26442,-66.18709,0.27406,0.48017,9.40172,-265.840,-265.955,-265.725,51.736
4.493,-104.31356,-70.26535,-66.18715,0.27839,0.51241,9.38712,-265.840,-265.955,-265.725,51.736
4.503,-104.31412,-70.26628,-66.18721,0.25724,0.46799,9.36275,-265.840,-265.955,-265.725,51.846
4.513,-104.31462,-70.26721,-66.18729,0.22557,0.46051,9.40735,-265.840,-265.955,-265.725,51.736
4.523,-104.31510,-70.26814,-66.18737,0.27961,0.50817,9.37669,-265.840,-265.955,-265.725,51.846
4.533,-104.31556,-70.26906,-66.18745,0.24423,0.45031,9.39858,-265.843,-265.955,-265.725,51.736
4.543,-104.31602,-70.27006,-66.18756,0.22423,0.44581,9.37162,-265.843,-265.955,-265.725,51.736
4.553,-104.31647,-70.27107,-66.18767,0.23627,0.47778,9.36870,-265.843,-265.955,-265.725,51.736
4.563,-104.31693,-70.27212,-66.18779,0.23824,0.47245,9.37636,-265.843,-265.955,-265.725,51.736
4.573,-104.31737,-70.27317,-66.18789,0.28602,0.47993,9.40979,-265.843,-265.955,-265.725,51.736
4.583,-104.31780,-70.27425,-66.18801,0.26685,0.50806,9.38310,-265.843,-265.955,-265.726,51.846
4.593,-104.31820,-70.27534,-66.18813,0.28502,0.50897,9.36946,-265.843,-265.955,-265.726,51.846
4.603,-104.31857,-70.27649,-66.18826,0.25411,0.46653,9.39853,-265.843,-265.955,-265.726,51.736
4.613,-104.31892,-70.27768,-66.18840,0.28138,0.45320,9.34155,-265.843,-265.955,-265.726,51.736
4.623,-104.31926,-70.27885,-66.18855,0.28490,0.51748,9.39234,-265.843,-265.955,-265.726,51.846
4.633,-104.31962,-70.28001,-66.18871,0.23131,0.51221,9.35045,-265.843,-265.957,-265.726,51.736
4.643,-104.31999,-70.28117,-66.18887,0.28444,0.48789,9.38040,-265.843,-265.957,-265.726,51.846
4.653,-104.32037,-70.28235,-66.18904,0.21671,0.46603,9.35625,-265.843,-265.957,-265.726,51.515
4.663,-104.32076,-70.28353,-66.18921,0.24710,0.47222,9.39970,-265.843,-265.957,-265.726,51.736
4.673,-104.32116,-70.28473,-66.18938,0.22123,0.50842,9.39829,-265.843,-265.957,-265.726,51.846
4.683,-104.32157,-70.28597,-66.18955,0.25372,0.46992,9.37962,-265.843,-265.957,-265.726,51.736
4.693,-104.32198,-70.28725,-66.18974,0.25584,0.45679,9.34631,-265.843,-265.957,-265.726,51.846
4.703,-104.32243,-70.28857,-66.18996,0.21042,0.43795,9.35837,-265.843,-265.957,-265.726,51.736
4.713,-104.32289,-70.28996,-66.19018,0.24446,0.46906,9.37719,-265.843,-265.957,-265.726,51.515
4.723,-104.32336,-70.29137,-66.19040,0.22272,0.47506,9.40406,-265.843,-265.957,-265.726,51.736
4.733,-104.32382,-70.29282,-66.19061,0.29699,0.51060,9.36103,-265.840,-265.957,-265.726,51.846
4.743,-104.32430,-70.29430,-66.19083,0.27146,0.47279,9.38044,-265.840,-265.957,-265.726,51.736
4.753,-104.32479,-70.29584,-66.19101,0.25150,0.49528,9.39559,-265.840,-265.957,-265.726,51.736
4.763,-104.32526,-70.29742,-66.19122,0.23233,0.48391,9.38072,-265.840,-265.957,-265.726,51.846
4.773,-104.32572,-70.29908,-66.19141,0.24983,0.47784,9.34621,-265.840,-265.957,-265.726,51.846
4.783,-104.32617,-70.30074,-66.19160,0.25379,0.46075,9.39333,-265.840,-265.957,-265.724,51.736
4.793,-104.32663,-70.30239,-66.19180,0.25027,0.46759,9.37962,-265.840,-265.957,-265.724,51.736
4.803,-104.32708,-70.30403,-66.19199,0.26503,0.45854,9.38532,-265.840,-265.957,-265.724,51.736
4.813,-104.32751,-70.30566,-66.19216,0.26085,0.52797,9.38622,-265.840,-265.957,-265.724,51.846
4.823,-104.32796,-70.30728,-66.19234,0.26986,0.47966,9.37237,-265.840,-265.957,-265.724,51.515
4.833,-104.32842,-70.30890,-66.19247,0.21699,0.47527,9.36385,-265.840,-265.955,-265.724,51.846
4.843,-104.32887,-70.31050,-66.19262,0.30774,0.43936,9.37463,-265.840,-265.955,-265.724,51.736
4.853,-104.32933,-70.31207,-66.19279,0.25524,0.51476,9.35289,-265.840,-265.955,-265.724,51.736
4.863,-104.32977,-70.31363,-66.19296,0.26137,0.47655,9.38764,-265.840,-265.955,-265.724,51.736
4.873,-104.33021,-70.31522,-66.19312,0.24801,0.53817,9.37489,-265.840,-265.955,-265.724,51.736
4.883,-104.33064,-70.31683,-66.19328,0.23214,0.53807,9.39456,-265.840,-265.955,-265.724,51.736
4.893,-104.33107,-70.31849,-66.19343,0.27641,0.47863,9.39209,-265.840,-265.955,-265.724,51.515
4.903,-104.33150,-70.32015,-66.19357,0.23969,0.45046,9.33626,-265.840,-265.955,-265.724,51.625
4.913,-104.33192,-70.32188,-66.19370,0.27722,0.51694,9.36579,-265.840,-265.955,-265.724,51.846
4.923,-104.33234,-70.32365,-66.19384,0.25881,0.49881,9.39518,-265.840,-265.955,-265.724,51.625
