#2025/09/15 16:29:47
# data rotate to sensor frame
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw
0.012,0.00295,-0.00012,-0.00367,-0.01195,0.07878,-9.84465,37.141,38.083,38.325,43.780,-0.50526,-0.22610,0.00091
0.022,0.00286,-0.00056,-0.00380,0.03631,-0.00185,-9.79336,37.141,38.083,38.325,43.559,-0.61838,-0.22923,0.00097
0.032,0.00286,-0.00021,-0.00385,-0.00085,0.04599,-9.81910,37.141,38.083,38.325,43.890,-0.72788,-0.25815,0.00135
0.042,0.00277,0.00020,-0.00385,-0.05843,0.04002,-9.79922,37.141,38.083,38.325,43.890,-0.82411,-0.31815,0.00221
0.052,0.00295,0.00033,-0.00393,-0.03408,0.05132,-9.83254,37.141,38.083,38.314,43.559,-0.92700,-0.36549,0.00296
0.062,0.00304,0.00024,-0.00411,-0.02529,0.01506,-9.80135,37.141,38.083,38.314,43.669,-1.02824,-0.41668,0.00388
0.072,0.00313,-0.00020,-0.00407,-0.04786,-0.00020,-9.81183,37.141,38.083,38.314,43.890,-1.12228,-0.48042,0.00511
0.082,0.00309,-0.00083,-0.00398,-0.04084,0.08059,-9.77845,37.141,38.083,38.314,43.890,-1.22561,-0.52706,0.00611
0.092,0.00304,-0.00065,-0.00407,0.03022,0.06933,-9.83155,37.141,38.083,38.314,43.890,-1.33631,-0.55090,0.00668
0.102,0.00322,-0.00007,-0.00411,-0.04195,0.03621,-9.84818,37.140,38.083,38.314,43.669,-1.43672,-0.60250,0.00797
0.112,0.00335,0.00024,-0.00420,-0.01207,-0.00196,-9.77306,37.140,38.083,38.314,43.669,-1.53864,-0.65066,0.00926
0.122,0.00349,0.00033,-0.00403,-0.00891,0.00714,-9.81531,37.140,38.083,38.314,43.780,-1.64186,-0.69657,0.01058
0.132,0.00375,0.00042,-0.00385,-0.01230,0.04004,-9.83560,37.140,38.083,38.314,43.890,-1.74629,-0.73938,0.01188
0.142,0.00388,0.00073,-0.00371,0.00711,0.05381,-9.80343,37.140,38.083,38.314,43.890,-1.85347,-0.77570,0.01306
0.152,0.00393,0.00096,-0.00362,-0.01923,0.02968,-9.81306,37.140,38.077,38.314,43.890,-1.95730,-0.82122,0.01460
0.162,0.00420,0.00105,-0.00371,-0.00221,0.02681,-9.80976,37.140,38.077,38.314,43.890,-2.06293,-0.86294,0.01610
0.172,0.00429,0.00118,-0.00398,-0.04184,0.03566,-9.78022,37.140,38.077,38.314,43.669,-2.16483,-0.91268,0.01797
0.182,0.00433,0.00132,-0.00403,0.02165,0.06435,-9.79980,37.140,38.077,38.314,43.890,-2.27327,-0.94627,0.01932
0.192,0.00451,0.00150,-0.00385,-0.04762,0.00828,-9.80101,37.140,38.077,38.314,43.890,-2.37380,-0.99936,0.02150
0.202,0.00433,0.00185,-0.00376,-0.03004,0.00833,-9.84637,37.140,38.077,38.314,43.669,-2.47570,-1.04882,0.02364
0.212,0.00437,0.00203,-0.00376,-0.00940,0.05734,-9.83970,37.140,38.077,38.314,43.669,-2.58089,-1.09020,0.02549
0.222,0.00433,0.00194,-0.00371,-0.03757,0.07441,-9.80172,37.140,38.077,38.314,43.890,-2.68477,-1.13540,0.02761
0.232,0.00433,0.00194,-0.00362,-0.00138,0.05598,-9.81312,37.140,38.077,38.314,43.780,-2.79081,-1.17574,0.02956
0.242,0.00455,0.00190,-0.00353,0.00208,0.02987,-9.82825,37.140,38.077,38.314,43.890,-2.89632,-1.21723,0.03166
0.252,0.00446,0.00185,-0.00362,0.00376,0.04378,-9.80660,37.140,38.077,38.322,43.890,-3.00253,-1.25759,0.03377
0.262,0.00437,0.00199,-0.00385,-0.01946,0.03518,-9.77289,37.140,38.077,38.322,43.890,-3.10669,-1.30221,0.03619
0.272,0.00446,0.00203,-0.00403,-0.01921,0.03004,-9.81829,37.140,38.077,38.322,43.780,-3.21080,-1.34719,0.03870
0.282,0.00442,0.00190,-0.00412,-0.01403,0.02009,-9.82787,37.140,38.077,38.322,43.669,-3.31490,-1.39200,0.04129
0.292,0.00420,0.00181,-0.00407,-0.00041,0.00953,-9.82132,37.140,38.077,38.322,43.669,-3.41962,-1.43544,0.04388
0.302,0.00415,0.00167,-0.00380,0.04225,0.07924,-9.77928,37.108,38.077,38.322,43.669,-3.52784,-1.46863,0.04592
0.312,0.00393,0.00163,-0.00371,0.01713,0.02284,-9.80282,37.108,38.077,38.322,43.890,-3.63406,-1.50846,0.04845
0.322,0.00366,0.00158,-0.00385,-0.03036,0.03816,-9.76169,37.108,38.077,38.322,43.890,-3.73756,-1.55385,0.05140
0.332,0.00375,0.00172,-0.00394,-0.05106,0.03627,-9.79554,37.108,38.077,38.322,43.890,-3.83996,-1.60204,0.05462
0.342,0.00370,0.00190,-0.00407,-0.00381,0.06288,-9.80593,37.108,38.077,38.322,43.669,-3.94576,-1.64304,0.05745
0.352,0.00384,0.00170,-0.00434,-0.03199,0.03448,-9.82400,37.108,38.011,38.322,43.669,-4.04948,-1.68897,0.06069
0.362,0.00380,0.00148,-0.00465,-0.04716,0.02565,-9.77376,37.108,38.011,38.322,44.001,-4.15193,-1.73711,0.06418
0.372,0.00366,0.00134,-0.00492,-0.03351,0.03065,-9.81796,37.108,38.011,38.322,43.890,-4.25534,-1.78344,0.06761
0.382,0.00362,0.00121,-0.00492,-0.00498,0.03938,-9.82954,37.108,38.011,38.322,43.890,-4.36025,-1.82602,0.07086
