#2025/09/15 11:59:15
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw
0.014,-0.00628,-0.00669,-0.00555,0.02665,-0.03278,-9.79193,38.009,38.979,39.349,46.542,0.01062,0.01760,-0.00018
0.024,-0.00624,-0.00673,-0.00573,0.02454,0.01082,-9.77243,38.009,38.979,39.349,46.321,0.10693,-0.04109,-0.00031
0.034,-0.00615,-0.00700,-0.00577,-0.03320,-0.00709,-9.76015,38.009,38.979,39.349,46.432,-0.00160,-0.01142,-0.00034
0.044,-0.00597,-0.00713,-0.00564,-0.01164,-0.02459,-9.79411,38.009,38.979,39.349,46.432,-0.04603,0.09212,-0.00043
0.054,-0.00597,-0.00709,-0.00550,0.02905,0.00814,-9.79016,38.009,38.979,39.349,46.321,0.04863,0.03079,-0.00048
0.064,-0.00611,-0.00709,-0.00532,0.03046,-0.00426,-9.78540,38.071,38.979,39.349,46.432,0.16129,0.02565,-0.00055
0.074,-0.00624,-0.00718,-0.00523,-0.01220,0.02013,-9.77099,38.071,38.979,39.349,46.211,0.06536,-0.03358,-0.00071
0.084,-0.00642,-0.00718,-0.00537,0.00653,-0.05624,-9.76017,38.071,38.979,39.349,46.211,0.05697,0.07838,-0.00065
0.094,-0.00629,-0.00709,-0.00555,0.03756,-0.05576,-9.77762,38.071,38.979,39.349,46.211,0.11858,0.17222,-0.00055
0.104,-0.00606,-0.00718,-0.00573,-0.04434,-0.03116,-9.79437,38.071,38.979,39.349,46.321,0.00595,0.17516,-0.00060
0.114,-0.00585,-0.00709,-0.00555,-0.01471,-0.03396,-9.76157,38.071,38.944,39.349,46.432,-0.10277,0.20359,-0.00069
0.124,-0.00594,-0.00687,-0.00528,0.04859,0.00246,-9.78064,38.071,38.944,39.349,46.321,-0.00490,0.14842,-0.00068
0.134,-0.00603,-0.00678,-0.00515,0.01011,0.05029,-9.74645,38.071,38.944,39.349,46.542,0.01108,0.03760,-0.00075
0.144,-0.00617,-0.00678,-0.00483,-0.01057,0.03333,-9.78984,38.071,38.944,39.349,46.542,-0.02255,-0.06951,-0.00077
