#2025/09/15 12:19:01
# data rotate to sensor frame
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw
0.000,0.00612,0.00662,0.00528,-0.00441,0.02312,9.76819,40.071,40.951,41.509,48.531,-0.04570,-0.02074,-0.00031
0.017,0.00598,0.00631,0.00505,0.01666,0.03034,9.79116,40.071,40.951,41.509,48.531,-0.13034,0.05502,-0.00048
0.027,0.00634,0.00622,0.00501,-0.01041,0.00997,9.76140,40.071,40.951,41.509,48.531,-0.07093,-0.04124,-0.00036
0.037,0.00647,0.00636,0.00514,-0.01278,0.03881,9.78496,40.071,40.951,41.509,48.642,-0.18153,-0.06505,-0.00036
0.047,0.00647,0.00649,0.00541,0.01916,-0.00468,9.75276,40.071,40.951,41.509,48.310,-0.09582,0.00777,-0.00059
0.057,0.00629,0.00640,0.00545,0.02651,0.00787,9.80700,40.071,40.951,41.509,48.642,-0.05962,0.11469,-0.00079
0.067,0.00607,0.00618,0.00537,0.00705,-0.00700,9.79132,40.071,40.951,41.509,48.531,0.03161,0.04796,-0.00082
0.077,0.00585,0.00591,0.00532,-0.02143,-0.02224,9.80856,40.071,40.951,41.509,48.642,0.08749,-0.05065,-0.00098
0.087,0.00576,0.00568,0.00528,-0.01579,0.03453,9.77894,40.071,40.951,41.510,48.421,-0.02455,-0.06689,-0.00104
0.097,0.00576,0.00573,0.00510,0.02031,-0.02177,9.80311,40.071,40.951,41.510,48.421,0.04717,0.02082,-0.00107
0.107,0.00585,0.00604,0.00492,0.00212,-0.01625,9.79456,40.071,40.951,41.510,48.752,0.15885,0.00117,-0.00115
0.117,0.00581,0.00613,0.00483,0.02221,0.01623,9.79729,40.071,40.951,41.510,48.752,0.05755,0.05246,-0.00110
0.127,0.00585,0.00604,0.00501,0.00521,-0.01393,9.79014,40.071,40.951,41.510,48.531,0.14110,-0.02433,-0.00128
0.137,0.00572,0.00600,0.00537,0.01467,0.03454,9.79153,40.071,40.951,41.510,48.752,0.03301,0.01030,-0.00129
