#2025/09/15 12:04:31
# data rotate to sensor frame
time,wx,wy,wz,ax,ay,az,T,pitch,roll,yaw
0.012,0.00644,0.00596,0.00485,-0.03333,0.01666,9.77332,38.845,39.748,40.180,47.095,-0.06677,-0.11176,-0.00012
0.022,0.00649,0.00609,0.00485,-0.04833,-0.00897,9.73600,38.845,39.748,40.180,47.426,-0.00307,-0.20390,-0.00012
0.032,0.00631,0.00631,0.00503,0.00371,-0.01627,9.78492,38.845,39.748,40.180,47.316,0.04168,-0.10112,-0.00013
0.042,0.00631,0.00644,0.00517,-0.00898,-0.03014,9.81067,38.845,39.748,40.180,47.095,0.14749,-0.06285,-0.00011
0.052,0.00640,0.00644,0.00534,-0.01154,-0.00938,9.71646,38.845,39.749,40.180,47.095,0.03594,-0.06919,-0.00018
0.062,0.00658,0.00631,0.00534,-0.03575,-0.00489,9.76619,38.845,39.749,40.180,47.095,0.03011,-0.18075,-0.00029
0.072,0.00671,0.00613,0.00521,-0.00360,-0.00162,9.82904,38.845,39.749,40.180,47.205,0.01569,-0.06985,-0.00030
0.082,0.00675,0.00609,0.00516,0.00284,-0.01240,9.79776,38.845,39.749,40.180,47.205,0.07729,0.02394,-0.00028
0.092,0.00667,0.00622,0.00521,0.01411,-0.03354,9.74806,38.845,39.749,40.180,47.095,0.17758,0.07329,-0.00021
0.102,0.00662,0.00627,0.00499,0.00609,0.01101,9.78599,38.845,39.749,40.180,47.095,0.06676,0.05601,-0.00030
0.112,0.00680,0.00636,0.00463,0.01653,-0.01161,9.75520,38.845,39.749,40.180,47.205,0.07060,0.16770,-0.00021
0.122,0.00676,0.00622,0.00454,0.01493,-0.01729,9.78377,38.845,39.749,40.180,47.205,0.11051,0.06299,-0.00042
0.132,0.00671,0.00618,0.00485,0.03764,-0.04047,9.77635,38.845,39.749,40.180,47.095,0.18064,0.15030,-0.00024
0.142,0.00662,0.00613,0.00521,-0.01704,-0.02458,9.78085,38.845,39.749,40.180,47.095,0.16431,0.03925,-0.00064
0.152,0.00667,0.00609,0.00534,0.00225,-0.04289,9.74685,38.845,39.749,40.180,47.205,0.27141,0.00744,-0.00080
0.162,0.00658,0.00604,0.00548,0.01806,-0.01767,9.77494,38.845,39.749,40.180,47.205,0.17487,0.06396,-0.00063
0.172,0.00666,0.00604,0.00566,-0.02197,0.05491,9.81177,38.845,39.749,40.180,47.316,0.07010,0.02328,-0.00077
0.182,0.00671,0.00609,0.00588,-0.01034,0.00117,9.76908,38.845,39.749,40.180,47.095,-0.00581,-0.05945,-0.00088
0.192,0.00680,0.00604,0.00597,0.05846,-0.00415,9.77625,38.845,39.749,40.180,47.095,0.00251,0.05239,-0.00094
0.202,0.00684,0.00609,0.00592,0.00763,-0.01969,9.78013,38.845,39.749,40.180,47.316,0.11446,0.04472,-0.00101
0.212,0.00675,0.00622,0.00583,-0.00103,-0.01434,9.80338,38.845,39.749,40.180,47.095,0.05612,-0.05179,-0.00120
0.222,0.00675,0.00631,0.00579,0.01430,-0.01284,9.73790,38.845,39.749,40.180,47.205,0.07193,0.05906,-0.00114
0.232,0.00671,0.00631,0.00592,-0.02480,0.00190,9.80802,38.845,39.749,40.180,47.316,0.02943,-0.04522,-0.00128
